"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P07","A Gustavo Menendez por el Frente de Todos",0.164,0.005,0.079
"P07","A David Zencich por Juntos por el Cambio",0.5,0.706,0.594
"P07","A Pablo Cocuzza por Juntos por el Cambio",0.086,0.276,0.172
"P07","Al candidato de Javier Milei",0.25,0.013,0.003
"P07","A Cristian Franco por el Frente de Izquierda",0,0,0
"P07","A otro candidato",0,0,0.152
"P09","A Gustavo Menendez por el Frente de Todos",0.29,0.067,0.106
"P09","A David Zencich por Juntos por el Cambio",0.352,0.872,0.767
"P09","Al candidato de Javier Milei",0.228,0.045,0
"P09","A Cristian Franco por el Frente de Izquierda",0,0,0
"P09","A otro candidato",0.13,0.016,0.127
"P11","A Gustavo Menendez por el Frente de Todos",0.179,0.045,0.086
"P11","A Pablo Cocuzza por Juntos por el Cambio",0.278,0.844,0.665
"P11","Al candidato de Javier Milei",0.419,0.027,0.006
"P11","A Cristian Franco por el Frente de Izquierda",0,0,0
"P11","A otro candidato",0.124,0.084,0.243
"P13","Muy buena",0.155,0.168,0.039
"P13","Buena",0.029,0.047,0.144
"P13","Ni buena ni mala",0.126,0.113,0.184
"P13","Mala",0.042,0.197,0.229
"P13","Muy mala",0.631,0.471,0.394
"P13","No sabe",0.017,0.004,0.01
"P14","Muy buena",0.35,0.262,0.372
"P14","Buena",0.151,0.47,0.212
"P14","Ni buena ni mala",0.22,0.198,0.316
"P14","Mala",0,0.004,0.08
"P14","Muy mala",0.13,0.029,0.02
"P14","No sabe",0.149,0.037,0
"P15","Muy buena",0.149,0.135,0.043
"P15","Buena",0.035,0.029,0.074
"P15","Ni buena ni mala",0.131,0.075,0.201
"P15","Mala",0.061,0.369,0.278
"P15","Muy mala",0.596,0.357,0.371
"P15","No sabe",0.028,0.035,0.033
"P16","Muy buena",0.338,0.146,0.135
"P16","Buena",0.129,0.311,0.151
"P16","Ni buena ni mala",0.185,0.29,0.475
"P16","Mala",0.047,0.054,0.125
"P16","Muy mala",0.137,0.135,0.082
"P16","No sabe",0.164,0.064,0.032
"P17","Muy buena",0.196,0.192,0.143
"P17","Buena",0.357,0.17,0.183
"P17","Ni buena ni mala",0.09,0.256,0.26
"P17","Mala",0.165,0.201,0.138
"P17","Muy mala",0.192,0.15,0.248
"P17","No sabe",0,0.031,0.028
"P18","Muy buena",0.288,0.264,0.233
"P18","Buena",0.047,0.11,0.12
"P18","Ni buena ni mala",0.16,0.368,0.474
"P18","Mala",0.312,0.139,0.032
"P18","Muy mala",0.007,0,0.073
"P18","No sabe",0.186,0.119,0.068
"P19","Muy buena",0.273,0.309,0.05
"P19","Buena",0.014,0.034,0.126
"P19","Ni buena ni mala",0.299,0.377,0.493
"P19","Mala",0.23,0.023,0.059
"P19","Muy mala",0,0.007,0.022
"P19","No sabe",0.184,0.25,0.25
"P20","Muy buena",0.173,0.006,0.003
"P20","Buena",0.13,0.207,0.038
"P20","Ni buena ni mala",0.326,0.327,0.501
"P20","Mala",0.141,0.031,0.026
"P20","Muy mala",0,0,0.06
"P20","No sabe",0.23,0.429,0.372
"P21","La seguridad",0.01,0.042,0.054
"P21","El tránsito",0.224,0.169,0.054
"P21","El arreglo de las calles",0.113,0.164,0.246
"P21","Los parques y espacios públicos",0.345,0.034,0.232
"P21","El sistema de salud",0.047,0,0.012
"P21","La limpieza de las calles",0.041,0.065,0.054
"P21","El deporte y la cultura",0.13,0.022,0.022
"P21","La luminaria",0.005,0.069,0.055
"P21","No sabe",0.085,0.435,0.271
"P22","La seguridad",0.754,0.575,0.586
"P22","El tránsito",0.024,0.004,0.073
"P22","El arreglo de las calles",0.067,0.02,0.265
"P22","Los parques y espacios públicos",0,0.135,0.006
"P22","El sistema de salud",0.004,0,0.017
"P22","La limpieza de las calles",0.144,0.2,0.006
"P22","El deporte y la cultura",0,0,0.019
"P22","La luminaria",0,0.036,0
"P22","No sabe",0.007,0.03,0.028
"P23","Agua corriente y cloacas",0.568,0.467,0.492
"P23","Energía eléctrica",0.262,0.27,0.084
"P23","Red de gas natural",0.142,0.175,0.056
"P23","Recolección de residuos",0.011,0.038,0.196
"P23","Ninguno",0.017,0.05,0.172
"P24","Los robos",0.351,0.429,0.506
"P24","El narcotráfico",0.171,0.228,0.158
"P24","La ausencia de patrulleros y personal policial",0.342,0.256,0.246
"P24","Otro",0.136,0.087,0.09
"P24","Ninguno",0,0,0
"P25","Muy buena",0.053,0.18,0.065
"P25","Buena",0.18,0.027,0.312
"P25","Ni buena ni mala",0.131,0.201,0.275
"P25","Mala",0.071,0.435,0.128
"P25","Muy mala",0.524,0.157,0.15
"P25","No sabe",0.041,0,0.07
"P26","Muy buena",0.029,0.004,0.019
"P26","Buena",0.157,0.175,0.169
"P26","Ni buena ni mala",0.173,0.154,0.392
"P26","Mala",0.269,0.367,0.261
"P26","Muy mala",0.339,0.289,0.105
"P26","No sabe",0.033,0.011,0.054
"P31","A Horacio Rodriguez Larreta",0.493,0.276,0.367
"P31","A Mauricio Macri",0.294,0.281,0.254
"P31","A Patricia Bullrich",0.095,0.331,0.361
"P31","A Facundo Manes",0.107,0.096,0.003
"P31","A Martín Lousteau",0.011,0.016,0.015
"P33","Muy buena",0.04,0.153,0.095
"P33","Buena",0.126,0.132,0
"P33","Ni buena ni mala",0.056,0.013,0.161
"P33","Mala",0.056,0.394,0.167
