"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Al candidato del Frente de Todos",0.868,0.821,0.502,0.271,0.308,0.307
"P07","Al candidato de Juntos por el Cambio",0.052,0.092,0.253,0.394,0.282,0.312
"P07","Al candidato de los liberales - libertarios",0.08,0.087,0.13,0.204,0.271,0.195
"P07","Al candidato de Consenso Federal",0,0,0,0,0,0.002
"P07","Al candidato de la Izquierda",0,0,0.003,0,0.107,0
"P07","A otro candidato",0,0,0.036,0.131,0.028,0.103
"P07","No sabe",0,0,0.076,0,0.004,0.081
"P08","A Ariel Sujarchuk por el Frente de Todos",0.904,0.714,0.601,0.388,0.362,0.391
"P08","A Roberto Costa por Juntos por el cambio",0,0.068,0.147,0.306,0.186,0.241
"P08","A Mariano Castagnaro por Juntos por el Cambio",0.005,0.023,0.084,0.068,0.038,0.109
"P08","A Jesica Avejera por Juntos por el Cambio",0.005,0.139,0.055,0.027,0,0.012
"P08","A Ricardo Choffi por  Consenso Federal",0,0,0,0,0.014,0
"P08","A Griselda Romariz por los liberales libertarios",0.086,0.056,0.058,0.11,0.253,0.061
"P08","A Sandro Salazar por el Frente de Izquierda",0,0,0.007,0,0.099,0.003
"P08","No sabe",0,0,0.048,0.101,0.048,0.183
"P09","A Carlos “Beto” Ramil por el Frente de Todos",0.91,0.69,0.332,0.176,0.262,0.302
"P09","A Roberto Costa por Juntos por el cambio",0,0.214,0.148,0.395,0.133,0.22
"P09","A Mariano Castagnaro por Juntos por el Cambio",0.005,0.005,0.117,0.092,0.17,0.073
"P09","A Jesica Avejera por Juntos por el Cambio",0.005,0,0.056,0.034,0.008,0.014
"P09","A Ricardo Choffi por Consenso Federal",0,0.023,0.011,0,0.009,0
"P09","A Griselda Romariz por los liberales libertarios",0.08,0.056,0.131,0.165,0.25,0.089
"P09","A Sandro Salazar por el Frente de Izquierda",0,0.012,0.011,0.005,0.095,0.033
"P09","No sabe",0,0,0.194,0.133,0.073,0.269
"P10","A Ariel Sujarchuk por el Frente de Todos",0.904,0.714,0.577,0.294,0.272,0.403
"P10","A Roberto Costa por Juntos por el Cambio",0.01,0.206,0.19,0.361,0.458,0.236
"P10","A Ricardo Choffi por Consenso Federal",0,0,0.065,0.026,0.005,0.006
"P10","A Griselda Romariz por los liberales libertarios",0.08,0.025,0.083,0.124,0.082,0.095
"P10","A Sandro Salazar por el Frente de Izquierda",0,0.023,0.007,0.005,0.095,0.005
"P10","No sabe",0.006,0.032,0.078,0.19,0.088,0.255
"P12","A  Carlos “Beto” Ramil por el Frente de Todos",0.875,0.829,0.421,0.268,0.308,0.312
"P12","A Roberto Costa por Juntos por el Cambio",0.005,0.08,0.213,0.341,0.228,0.294
"P12","A Ricardo Choffi por Consenso Federal",0,0.032,0.02,0.019,0.005,0.004
"P12","A Griselda Romariz por los liberales libertarios",0.115,0.024,0.17,0.152,0.286,0.087
"P12","A Sandro Salazar por el Frente de Izquierda",0,0.035,0.009,0,0.103,0.003
"P12","No sabe",0.005,0,0.167,0.22,0.07,0.3
"P13","A Carlos “Beto” Ramil por el Frente de Todos",0.885,0.829,0.336,0.18,0.308,0.241
"P13","A Mariano Castagnaro por Juntos por el Cambio",0.035,0.08,0.272,0.408,0.186,0.283
"P13","A Ricardo Choffi por Consenso Federal",0,0.032,0.019,0.026,0.005,0.009
