"var","categoria","Si","No","No sabe"
"P09","Siempre",0.275,0.271,0.198
"P09","Casi siempre",0.355,0.375,0.316
"P09","Casi nunca",0.268,0.293,0.341
"P09","Nunca, pero esta es una excepción",0.102,0.061,0.145
"P10","Muy buena",0.251,0.069,0.016
"P10","Buena",0.317,0.135,0.14
"P10","Ni buena ni mala",0.373,0.234,0.662
"P10","Mala",0.034,0.338,0.078
"P10","Muy mala",0.004,0.206,0.021
"P10","No sabe",0.021,0.018,0.083
"P11","Muy buena",0.359,0.065,0.042
"P11","Buena",0.398,0.201,0.175
"P11","Ni buena ni mala",0.192,0.333,0.642
"P11","Mala",0.041,0.215,0.05
"P11","Muy mala",0.005,0.185,0.024
"P11","No sabe",0.005,0.001,0.067
"P12","Muy de acuerdo",0.18,0.078,0.031
"P12","De acuerdo",0.26,0.16,0.136
"P12","Ni de acuerdo ni en desacuerdo",0.329,0.272,0.488
"P12","En desacuerdo",0.053,0.183,0.077
"P12","Muy en desacuerdo",0.046,0.221,0.014
"P12","No sabe",0.132,0.086,0.254
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.259,0.34,0.25
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.497,0.4,0.362
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.168,0.204,0.209
"P15","No sabe",0.076,0.056,0.179
"P16","Muy de acuerdo",0.188,0.114,0.089
"P16","De acuerdo",0.17,0.143,0.109
"P16","Ni de acuerdo ni en desacuerdo",0.248,0.294,0.355
"P16","En desacuerdo",0.296,0.264,0.25
"P16","Muy en desacuerdo",0.08,0.161,0.111
"P16","No sabe",0.018,0.024,0.086
"P17","Si",0.359,0.214,0.271
"P17","No",0.494,0.628,0.468
"P17","No sabe",0.147,0.158,0.261
"P18","Proteger sus derechos ancestrales",0.232,0.168,0.222
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.284,0.243,0.297
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.258,0.22,0.194
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.198,0.325,0.252
"P18","No sabe",0.028,0.044,0.035
"P19","Muy de acuerdo",0.551,0.238,0.344
"P19","De acuerdo",0.247,0.348,0.259
"P19","Ni de acuerdo ni en desacuerdo",0.105,0.185,0.245
"P19","En desacuerdo",0.037,0.13,0.065
