"var","categoria","Si","No","No sabe"
"P09","Siempre",0.291,0.277,0.194
"P09","Casi siempre",0.318,0.353,0.342
"P09","Casi nunca",0.284,0.296,0.277
"P09","Nunca, pero esta es una excepción",0.107,0.074,0.187
"P10","Muy buena",0.251,0.104,0.104
"P10","Buena",0.298,0.146,0.244
"P10","Ni buena ni mala",0.336,0.445,0.476
"P10","Mala",0.058,0.141,0.121
"P10","Muy mala",0.043,0.13,0.017
"P10","No sabe",0.014,0.034,0.038
"P11","Muy buena",0.337,0.155,0.214
"P11","Buena",0.335,0.272,0.3
"P11","Ni buena ni mala",0.219,0.375,0.352
"P11","Mala",0.073,0.111,0.069
"P11","Muy mala",0.026,0.069,0.008
"P11","No sabe",0.01,0.018,0.057
"P12","Muy de acuerdo",0.291,0.038,0.051
"P12","De acuerdo",0.323,0.143,0.202
"P12","Ni de acuerdo ni en desacuerdo",0.224,0.389,0.51
"P12","En desacuerdo",0.021,0.203,0.068
"P12","Muy en desacuerdo",0.021,0.137,0.017
"P12","No sabe",0.12,0.09,0.152
"P13","Muy buena",0.366,0.069,0.045
"P13","Buena",0.331,0.062,0.207
"P13","Ni buena ni mala",0.234,0.184,0.503
"P13","Mala",0.057,0.4,0.164
"P13","Muy mala",0.004,0.265,0.037
"P13","No sabe",0.008,0.02,0.044
"P14","Muy buena",0.354,0.039,0.015
"P14","Buena",0.345,0.078,0.274
"P14","Ni buena ni mala",0.221,0.235,0.454
"P14","Mala",0.043,0.414,0.182
"P14","Muy mala",0.027,0.23,0.05
"P14","No sabe",0.01,0.004,0.025
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.352,0.25,0.133
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.478,0.374,0.514
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.129,0.263,0.161
"P15","No sabe",0.041,0.113,0.192
"P16","Muy de acuerdo",0.191,0.069,0.055
"P16","De acuerdo",0.203,0.064,0.164
"P16","Ni de acuerdo ni en desacuerdo",0.296,0.226,0.355
"P16","En desacuerdo",0.21,0.368,0.281
"P16","Muy en desacuerdo",0.056,0.248,0.056
"P16","No sabe",0.044,0.025,0.089
"P17","Si",0.481,0.234,0.259
"P17","No",0.391,0.664,0.509
"P17","No sabe",0.128,0.102,0.232
"P18","Proteger sus derechos ancestrales",0.344,0.178,0.216
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.307,0.232,0.224
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.207,0.197,0.205
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.126,0.374,0.283
"P18","No sabe",0.016,0.019,0.072
"P19","Muy de acuerdo",0.511,0.484,0.498
"P19","De acuerdo",0.282,0.229,0.193
"P19","Ni de acuerdo ni en desacuerdo",0.071,0.167,0.173
"P19","En desacuerdo",0.079,0.088,0.058
"P19","Muy en desacuerdo",0.043,0.023,0.048
"P19","No sabe",0.014,0.009,0.03
"P20","Si",0.726,0.459,0.518
"P20","No",0.143,0.303,0.081
"P20","No sabe",0.131,0.238,0.401
"P21","Si",0.579,0.285,0.297
"P21","No",0.158,0.406,0.074
"P21","No sabe",0.263,0.309,0.629
"P23","Si",0.515,0.018,0.019
"P23","No",0.198,0.893,0.236
"P23","No sabe",0.287,0.089,0.745
"P24","Muy de acuerdo",0.283,0.479,0.361
"P24","De acuerdo",0.112,0.186,0.191
"P24","Ni de acuerdo ni en desacuerdo",0.128,0.101,0.165
"P24","En desacuerdo",0.216,0.093,0.116
"P24","Muy en desacuerdo",0.256,0.133,0.099
"P24","No sabe",0.005,0.008,0.068
"P25","Muy de acuerdo",0.28,0.481,0.315
"P25","De acuerdo",0.107,0.166,0.206
"P25","Ni de acuerdo ni en desacuerdo",0.104,0.091,0.128
"P25","En desacuerdo",0.217,0.095,0.152
"P25","Muy en desacuerdo",0.282,0.161,0.155
"P25","No sabe",0.01,0.006,0.044
"P26","Muy buena",0.268,0.113,0.181
"P26","Buena",0.304,0.226,0.273
"P26","Ni buena ni mala",0.278,0.388,0.453
"P26","Mala",0.095,0.145,0.022
"P26","Muy mala",0.043,0.12,0.041
"P26","No sabe",0.012,0.008,0.03
"P27","Muy buena",0.339,0.008,0.013
"P27","Buena",0.29,0.075,0.112
"P27","Ni buena ni mala",0.281,0.207,0.657
"P27","Mala",0.059,0.431,0.11
"P27","Muy mala",0.031,0.27,0.073
"P27","No sabe",0,0.009,0.035
"P28","Muy buena",0.13,0.009,0
"P28","Buena",0.187,0.026,0.098
"P28","Ni buena ni mala",0.315,0.176,0.388
"P28","Mala",0.279,0.374,0.351
"P28","Muy mala",0.087,0.415,0.116
"P28","No sabe",0.002,0,0.047
"P29","Muy buena",0.139,0.022,0.042
"P29","Buena",0.16,0.051,0.063
"P29","Ni buena ni mala",0.479,0.288,0.583
"P29","Mala",0.138,0.3,0.154
"P29","Muy mala",0.067,0.319,0.125
"P29","No sabe",0.017,0.02,0.033
"P30","Muy buena",0.198,0.053,0.021
"P30","Buena",0.255,0.104,0.145
"P30","Ni buena ni mala",0.329,0.236,0.416
"P30","Mala",0.126,0.274,0.239
"P30","Muy mala",0.079,0.314,0.138
"P30","No sabe",0.013,0.019,0.041
"P31","Muy buena",0.411,0.124,0.155
"P31","Buena",0.098,0.027,0.071
"P31","Ni buena ni mala",0.08,0.082,0.093
"P31","Mala",0.216,0.2,0.184
"P31","Muy mala",0.194,0.561,0.429
"P31","No sabe",0.001,0.006,0.068
"P32","Muy buena",0.136,0.165,0.154
"P32","Buena",0.085,0.145,0.137
"P32","Ni buena ni mala",0.146,0.289,0.199
"P32","Mala",0.284,0.174,0.199
"P32","Muy mala",0.349,0.221,0.272
"P32","No sabe",0,0.006,0.039
"P33","Muy buena",0.215,0.053,0.028
"P33","Buena",0.198,0.099,0.104
"P33","Ni buena ni mala",0.158,0.116,0.145
"P33","Mala",0.213,0.241,0.258
"P33","Muy mala",0.21,0.485,0.428
"P33","No sabe",0.006,0.006,0.037
"P34","Muy buena",0.285,0.436,0.361
"P34","Buena",0.152,0.184,0.146
"P34","Ni buena ni mala",0.081,0.091,0.174
"P34","Mala",0.141,0.099,0.095
"P34","Muy mala",0.337,0.19,0.189
"P34","No sabe",0.004,0,0.035
"P35","Muy buena",0.25,0.331,0.305
"P35","Buena",0.132,0.282,0.193
"P35","Ni buena ni mala",0.111,0.111,0.168
"P35","Mala",0.129,0.108,0.118
"P35","Muy mala",0.374,0.165,0.181
"P35","No sabe",0.004,0.003,0.035
"P36","Muy buena",0.193,0.299,0.155
"P36","Buena",0.178,0.166,0.168
"P36","Ni buena ni mala",0.183,0.271,0.367
"P36","Mala",0.124,0.099,0.132
"P36","Muy mala",0.3,0.157,0.128
"P36","No sabe",0.022,0.008,0.05
