"var","categoria","Si","No"
"P05","Mucho",0.507,0.372
"P05","Bastante",0.306,0.289
"P05","Poco",0.136,0.234
"P05","Nada",0.045,0.081
"P05","No sabe",0.006,0.024
"P06","Siempre",0.249,0.186
"P06","Casi siempre",0.43,0.293
"P06","Casi nunca",0.279,0.403
"P06","Nunca, pero esta es una excepción",0.042,0.118
"P08","Unión por la Patria",0.415,0.263
"P08","Juntos por el Cambio",0.359,0.413
"P08","De los Liberales libertarios",0.105,0.178
"P08","De la Izquierda",0.048,0.03
"P08","Hacemos por Nuestro País",0.003,0.004
"P08","Otro",0.027,0.031
"P08","En blanco",0.008,0.006
"P08","No sabe",0.035,0.075
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.269,0.207
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Leonardo Grosso a intendente por Unión por la Patria",0.08,0.035
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.069,0.038
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Leonardo Grosso a intendente por Unión por la Patria",0.027,0.046
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.271,0.274
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.073,0.152
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.143,0.163
"P09","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.046,0.023
"P09","En blanco",0.007,0.007
"P09","No sabe",0.015,0.055
"P12","Lo votaría",0.32,0.213
"P12","Puede que lo vote",0.085,0.09
"P12","Nunca lo votaría",0.575,0.625
"P12","No sabe",0.02,0.072
"P13","Lo votaría",0.198,0.123
"P13","Puede que lo vote",0.156,0.104
"P13","Nunca lo votaría",0.611,0.655
"P13","No sabe",0.035,0.118
"P14","Lo votaría",0.189,0.118
"P14","Puede que lo vote",0.139,0.108
"P14","Nunca lo votaría",0.638,0.692
"P14","No sabe",0.034,0.082
"P15","Lo votaría",0.172,0.084
"P15","Puede que lo vote",0.146,0.115
"P15","Nunca lo votaría",0.638,0.72
"P15","No sabe",0.044,0.081
"P16","Lo votaría",0.344,0.265
"P16","Puede que lo vote",0.165,0.241
"P16","Nunca lo votaría",0.476,0.44
"P16","No sabe",0.015,0.054
"P17","Lo votaría",0.186,0.175
"P17","Puede que lo vote",0.221,0.262
"P17","Nunca lo votaría",0.571,0.497
"P17","No sabe",0.022,0.066
"P18","Lo votaría",0.183,0.17
"P18","Puede que lo vote",0.129,0.156
"P18","Nunca lo votaría",0.664,0.638
"P18","No sabe",0.024,0.036
