"var","categoria","Si","No"
"P04","Gran excedente habitual",0.012,0.01
"P04","Gran excedente excepcional",0.002,0.004
"P04","Pequeño excedente habitual",0.024,0.059
"P04","Pequeño excedente excepcional",0.02,0.061
"P04","Alcanza gastos familia",0.072,0.156
"P04","No alcanza gastos familia",0.16,0.16
"P04","Solo NBFamiliares",0.217,0.27
"P04","No alcanza NBFamiliares",0.484,0.266
"P04","No sabe",0.009,0.014
"P05","Si",0.449,0.126
"P05","No",0.551,0.874
"P06","Robo en vivienda, en su presencia",0.387,0.342
"P06","Robo en vivienda, en su ausencia",0.188,0.25
"P06","Robo de auto",0.092,0.079
"P06","Robo de moto",0.026,0.028
"P06","Robo de bicicleta",0.063,0.025
"P06","Vandalismo, como pintura de paredes, rotura de vidrios, o similares",0.072,0.093
"P06","Otro tipo de delito a la propiedad",0.172,0.183
"P07","Muy seguro",0.119,0.145
"P07","Algo seguro",0.255,0.337
"P07","Seguro",0.056,0.149
"P07","Algo inseguro",0.141,0.211
"P07","Inseguro",0.213,0.114
"P07","Muy inseguro",0.216,0.044
"P08","Han aumentado en el último mes",0.712,0.307
"P08","Han disminuido en el ultimo mes",0.06,0.105
"P08","Se mantienen igual que el mes anterior",0.156,0.405
"P08","No sabe",0.072,0.183
"P11","Muy seguro",0.127,0.12
"P11","Algo seguro",0.12,0.357
"P11","Seguro",0.07,0.142
"P11","Algo inseguro",0.176,0.217
"P11","Inseguro",0.284,0.12
"P11","Muy inseguro",0.223,0.044
"P12","Han aumentado en el último mes",0.644,0.3
"P12","Han disminuido en el último mes",0.054,0.091
"P12","Se mantienen igual que el mes anterior",0.184,0.424
"P12","No sabe",0.118,0.185
"P13","Mayor presencia de policía en las calles",0.311,0.254
"P13","Presencia de Gendarmería en las calles",0.251,0.136
"P13","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.096,0.155
"P13","Más iluminación en espacios públicos",0.05,0.092
"P13","Capacitación a las fuerzas de seguridad para la prevención del delito",0.039,0.062
"P13","Mayor inversión en equipamiento y tecnología para las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.04,0.053
"P13","Todas las anteriores",0.184,0.186
"P13","No sabe",0.029,0.062
"P14","Mayor presencia de policía en las calles",0.319,0.224
"P14","Presencia de Gendarmería en las calles",0.153,0.176
"P14","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.103,0.137
"P14","Más iluminación en espacios públicos",0.069,0.069
"P14","Capacitación a las fuerzas de seguridad para la prevención del delito",0.041,0.055
"P14","Mayor inversión en equipamiento y tecnología ara las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.041,0.052
"P14","Todas las anteriores",0.209,0.174
"P14","No sabe",0.065,0.113
"P15","El Gobierno Nacional",0.249,0.114
"P15","El Gobierno Provincial",0.187,0.261
"P15","El Municipio",0.12,0.203
"P15","Todos los niveles de gobierno son igualmente responsables",0.414,0.382
"P15","No sabe",0.03,0.04
