"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.893,0.889,0.873,0.836,0.858,0.784
"P05","Tiene dudas sobre si va a ir a  votar",0.087,0.101,0.033,0.164,0.142,0.216
"P05","Tiene Decidido que no va a ir a votar",0.02,0.01,0.094,0,0,0
"P06","Mucho",0.583,0.456,0.541,0.446,0.524,0.289
"P06","Bastante",0.292,0.378,0.261,0.361,0.418,0.345
"P06","Poco",0.082,0.141,0.142,0.166,0.051,0.15
"P06","Nada",0.038,0.015,0.056,0.027,0.007,0.181
"P06","No sabe",0.005,0.01,0,0,0,0.035
"P07","Siempre",0.288,0.195,0.159,0.33,0.46,0.15
"P07","Casi siempre",0.36,0.438,0.342,0.224,0.263,0.176
"P07","Casi nunca",0.24,0.274,0.427,0.397,0.146,0.367
"P07","Nunca, pero esta es una excepción",0.112,0.093,0.072,0.049,0.131,0.307
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.57,0.316,0.117,0.062,0.158,0.344
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.129,0.243,0.339,0.312,0.246,0.057
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.173,0.288,0.38,0.476,0.473,0.105
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.016,0.012,0,0.005,0,0.059
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.045,0.079,0.112,0.124,0.005,0.172
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.026,0.014,0.024,0.021,0.042,0
"P11","En blanco",0.003,0.005,0,0,0.009,0.172
"P11","No sabe",0.038,0.043,0.028,0,0.067,0.091
"P14","Totalmente seguro.",0.823,0.657,0.716,0.686,0.903,0.626
"P14","Bastante seguro",0.088,0.21,0.078,0.051,0.031,0.009
"P14","Algo seguro",0.05,0.095,0.169,0.263,0.013,0.025
"P14","Para nada seguro",0.039,0.038,0.037,0,0.053,0.34
"P18","Si",0.46,0.468,0.446,0.611,0.487,0.419
"P18","No",0.54,0.532,0.554,0.389,0.513,0.581
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.183,0.14,0.055,0.107,0.188,0.19
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.125,0.216,0.168,0.113,0.269,0.034
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.117,0.188,0.214,0.531,0.095,0.048
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.352,0.118,0.198,0.077,0.079,0.378
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.093,0.1,0.163,0.08,0.113,0.048
"P19","En blanco",0.087,0.043,0.048,0.092,0.165,0
"P19","No sabe",0.043,0.195,0.154,0,0.091,0.302
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.278,0.384,0.59,0.683,0.715,0.279
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.179,0.231,0.194,0.141,0.092,0.276
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.376,0.233,0.133,0.068,0.095,0.19
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.06,0.048,0.015,0,0.022,0.155
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.053,0.053,0.025,0.108,0.031,0.091
"P22","No sabe",0.054,0.051,0.043,0,0.045,0.009
"P23","No estaba enterado del tema",0.16,0.115,0.142,0.25,0.101,0.067
"P23","Un tema de la vida privada de él",0.247,0.137,0.103,0.033,0.253,0.275
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.403,0.365,0.17,0.072,0.097,0.344
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.042,0.114,0.236,0.086,0.181,0.07
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.124,0.242,0.325,0.559,0.368,0.188
"P23","No sabe",0.024,0.027,0.024,0,0,0.056
"P24","Ha aumentado significativamente",0.233,0.07,0.054,0,0.185,0.109
"P24","Ha aumentado ligeramente",0.266,0.229,0.083,0.239,0.113,0.073
"P24","Se mantiene igual",0.284,0.334,0.352,0.214,0.148,0.306
"P24","Ha disminuido ligeramente",0.129,0.224,0.195,0.192,0.161,0.076
"P24","Ha disminuido significativamente",0.088,0.143,0.316,0.355,0.393,0.436
