"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.904,0.816,0.728,0.486,0.581
"P05","Tiene dudas sobre si va a ir a  votar",0.063,0.182,0.115,0.308,0.149
"P05","Tiene Decidido que no va a ir a votar",0.033,0.002,0.157,0.206,0.27
"P07","Siempre",0.384,0.107,0.093,0.169,0.509
"P07","Casi siempre",0.268,0.444,0.131,0.12,0
"P07","Casi nunca",0.217,0.312,0.548,0.25,0.07
"P07","Nunca, pero esta es una excepción",0.131,0.137,0.228,0.461,0.421
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.43,0.292,0.2,0.257,0.179
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.152,0.222,0.255,0.073,0
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.27,0.313,0.329,0.231,0.277
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.01,0.029,0.004,0.013,0.289
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.088,0.094,0.044,0.052,0.198
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.016,0.027,0.039,0.003,0
"P11","En blanco",0.008,0.001,0.057,0.1,0.057
"P11","No sabe",0.026,0.022,0.072,0.271,0
"P14","Totalmente seguro.",0.805,0.672,0.533,0.617,0.545
"P14","Bastante seguro",0.045,0.147,0.188,0.092,0.232
"P14","Algo seguro",0.099,0.084,0.121,0.024,0.165
"P14","Para nada seguro",0.051,0.097,0.158,0.267,0.058
"P18","Si",0.521,0.423,0.408,0.391,0.365
"P18","No",0.479,0.577,0.592,0.609,0.635
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.208,0.19,0.055,0.368,0
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.156,0.145,0.086,0.213,0
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.161,0.155,0.251,0.07,0.169
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.207,0.257,0.273,0.075,0.594
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.111,0.048,0.193,0,0
"P19","En blanco",0.062,0.079,0.071,0.131,0.068
"P19","No sabe",0.095,0.126,0.071,0.143,0.169
