"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.511,0.374,0.383,0.337
"P05","Bastante",0.319,0.323,0.275,0.167
"P05","Poco",0.073,0.207,0.172,0.161
"P05","Nada",0.077,0.086,0.154,0.238
"P05","No sabe",0.02,0.01,0.016,0.097
"P06","Siempre",0.351,0.181,0.202,0.059
"P06","Casi siempre",0.35,0.407,0.339,0.194
"P06","Casi nunca",0.176,0.28,0.292,0.404
"P06","Nunca, pero esta es una excepción",0.123,0.132,0.167,0.343
"P08","Unión por la Patria",0.822,0.507,0.05,0.258
"P08","Juntos por el Cambio",0.065,0.144,0.499,0.021
"P08","De los Liberales libertarios",0.023,0,0.267,0.003
"P08","De la Izquierda",0.027,0.112,0.03,0.032
"P08","Hacemos por nuestro país",0.014,0.004,0.008,0.011
"P08","Otro",0.008,0.021,0.083,0.069
"P08","En blanco",0.001,0.01,0.022,0.235
"P08","No sabe",0.04,0.202,0.041,0.371
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.779,0.306,0.013,0.235
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.118,0.244,0.043,0.142
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Pablo Cocuzza a intendente por Juntos por el Cambio",0.03,0.006,0.31,0.015
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y David Zencich a intendente por Juntos por el Cambio",0.001,0.152,0.19,0.048
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.043,0.049,0.258,0.025
"P09","Raul Othaceché a intendente por el frente vecinal crecer",0.001,0.054,0.034,0.02
"P09","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0.092,0.013,0.061
"P09","Guillermo Moreno a presidente, Luis D´elia a gobernador y Alberto Viscoti a intendente por Principios y valores",0.02,0.039,0.055,0.058
"P09","En blanco",0,0.003,0.04,0.001
"P09","No sabe",0.008,0.055,0.044,0.395
"P13","Lo votaría",0.413,0.236,0.032,0.001
"P13","Puede que lo vote",0.257,0.439,0.012,0.158
"P13","Nunca lo votaría",0.22,0.261,0.945,0.181
"P13","No sabe",0.11,0.064,0.011,0.66
"P14","Lo votaría",0.159,0.034,0.371,0.01
"P14","Puede que lo vote",0.039,0.021,0.221,0.017
"P14","Nunca lo votaría",0.764,0.844,0.365,0.506
"P14","No sabe",0.038,0.101,0.043,0.467
"P15","Lo votaría",0.111,0.096,0.245,0.019
"P15","Puede que lo vote",0.054,0.085,0.228,0.054
"P15","Nunca lo votaría",0.787,0.725,0.486,0.48
"P15","No sabe",0.048,0.094,0.041,0.447
"P16","Lo votaría",0.114,0.016,0.308,0
"P16","Puede que lo vote",0.065,0.035,0.121,0.028
"P16","Nunca lo votaría",0.769,0.881,0.529,0.424
"P16","No sabe",0.052,0.068,0.042,0.548
"P17","Si",0.523,0.454,0.317,0.173
"P17","No",0.477,0.546,0.683,0.827
