"var","categoria","Si","No"
"P04","Tengo trabajo estable",0.454,0.437
"P04","Realizo changas o trabajos de vez en cuando",0.175,0.17
"P04","No tengo trabajo",0.171,0.148
"P04","Soy jubilado o pensionado",0.2,0.245
"P05","1",0.313,0.312
"P05","2",0.058,0.049
"P05","3",0.063,0.059
"P05","4",0.084,0.102
"P05","5",0.186,0.167
"P05","6",0.038,0.06
"P05","7",0.07,0.074
"P05","8",0.048,0.037
"P05","9",0.14,0.14
"P06","1",0.287,0.26
"P06","2",0.049,0.039
"P06","3",0.034,0.051
"P06","4",0.048,0.053
"P06","5",0.189,0.197
"P06","6",0.049,0.043
"P06","7",0.078,0.076
"P06","8",0.058,0.04
"P06","9",0.208,0.241
"P07","1",0.395,0.326
"P07","2",0.035,0.054
"P07","3",0.022,0.035
"P07","4",0.022,0.034
"P07","5",0.123,0.136
"P07","6",0.022,0.02
"P07","7",0.051,0.026
"P07","8",0.034,0.038
"P07","9",0.296,0.331
"P09","Del Frente de Todos y el peronismo",0.368,0.306
"P09","De Cambiemos",0.346,0.335
"P09","De los Liberales libertarios",0.161,0.206
"P09","De la Izquierda",0.031,0.039
"P09","No sabe",0.094,0.114
"P10","A Alberto Fernández",0.166,0.206
"P10","A Sergio Massa",0.215,0.172
"P10","A algún candidato del peronismo",0.137,0.173
"P10","A algún candidato del kirchnerismo",0.482,0.449
"P11","A Alberto Fernández",0.11,0.08
"P11","A Sergio Massa",0.14,0.102
"P11","A algún candidato del peronismo",0.097,0.165
"P11","A Cristina Fernández de Kirchner",0.653,0.653
"P12","A Horacio Rodriguez Larreta",0.197,0.282
"P12","A Mauricio Macri",0.369,0.333
"P12","A Patricia Bullrich",0.298,0.309
"P12","A Facundo Manes",0.111,0.057
"P12","A Gerardo Morales",0.025,0.019
"P13","Seguro lo votaria",0.162,0.182
"P13","Quizás lo votaría",0.337,0.348
"P13","Nunca lo votaría",0.501,0.47
"P14","Lo votaría",0.249,0.237
"P14","Puede que lo vote",0.178,0.206
"P14","Nunca lo votaría",0.52,0.477
"P14","No sabe",0.053,0.08
"P15","Lo votaría",0.149,0.119
"P15","Puede que lo vote",0.223,0.185
"P15","Nunca lo votaría",0.568,0.619
"P15","No sabe",0.06,0.077
"P16","Lo votaría",0.133,0.11
"P16","Puede que lo vote",0.19,0.155
"P16","Nunca lo votaría",0.636,0.663
"P16","No sabe",0.041,0.072
"P17","La votaría",0.352,0.257
"P17","Puede que la vote",0.051,0.066
"P17","Nunca la votaría",0.578,0.645
"P17","No sabe",0.019,0.032
"P18","Lo votaría",0.171,0.178
"P18","Puede que lo vote",0.23,0.264
"P18","Nunca lo votaría",0.561,0.505
"P18","No sabe",0.038,0.053
"P19","Lo votaría",0.062,0.064
"P19","Puede que lo vote",0.213,0.249
"P19","Nunca lo votaría",0.627,0.587
"P19","No sabe",0.098,0.1
"P20","La votaría",0.279,0.282
"P20","Puede que la vote",0.155,0.229
"P20","Nunca la votaría",0.515,0.452
"P20","No sabe",0.051,0.037
"P21","Lo votaría",0.176,0.181
"P21","Puede que lo vote",0.191,0.227
"P21","Nunca lo votaría",0.574,0.551
"P21","No sabe",0.059,0.041
"P22","La votaría",0.13,0.126
"P22","Puede que la vote",0.218,0.246
"P22","Nunca la votaría",0.586,0.55
"P22","No sabe",0.066,0.078
"P23","Lo votaría",0.095,0.097
"P23","Puede que lo vote",0.23,0.203
"P23","Nunca lo votaría",0.636,0.635
"P23","No sabe",0.039,0.065
"P24","Lo votaría",0.042,0.057
"P24","Puede que lo vote",0.179,0.184
"P24","Nunca lo votaría",0.684,0.667
"P24","No sabe",0.095,0.092
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.236,0.193
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.105,0.136
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.049,0.042
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.35,0.286
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.16,0.204
"P25","Nicolás del Caño – Myriam Bregman",0.022,0.026
"P25","Otros candidatos",0.078,0.113
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.382,0.321
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.294,0.289
"P29","Javier Milei – José Luis Espert por los liberales",0.176,0.221
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.031,0.026
"P29","Otro candidato",0.117,0.143
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.259,0.296
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.295,0.233
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.217,0.233
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.043,0.042
"P31","Otro candidato",0.186,0.196
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.294,0.25
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.327,0.344
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.166,0.177
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.041,0.051
"P33","Otro candidato",0.172,0.178
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.309,0.265
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.26,0.263
"P35","Javier Milei – José Luis Espert por los liberales",0.211,0.238
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.041,0.039
"P35","Otro candidato",0.179,0.195
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.385,0.31
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.26,0.272
"P37","Javier Milei – José Luis Espert por los liberales",0.218,0.236
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.02,0.026
"P37","Otro candidato",0.117,0.156
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.307,0.252
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.305,0.295
"P38","Javier Milei – José Luis Espert por los liberales",0.175,0.224
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.031,0.037
"P38","Otro candidato",0.182,0.192
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.392,0.33
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.396,0.414
"P39","No sabe",0.212,0.256
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.338,0.258
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.379,0.391
"P40","No sabe",0.283,0.351
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.348,0.272
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.419,0.464
"P41","No sabe",0.233,0.264
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.393,0.311
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.381,0.424
"P42","No sabe",0.226,0.265
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.343,0.261
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.381,0.411
"P43","No sabe",0.276,0.328
"P44","Mauricio Macri – María Eugenia Vidal",0.407,0.384
"P44","Sergio Massa – Wado de Pedro",0.338,0.323
"P44","No sabe",0.255,0.293
"P45","Sergio Massa – Wado de Pedro",0.356,0.278
"P45","Javier Milei – José Luis Espert",0.346,0.376
"P45","No sabe",0.298,0.346
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.288,0.301
"P46","Javier Milei – José Luis Espert",0.274,0.284
"P46","No sabe",0.438,0.415
"P47","Muy buena",0.094,0.069
"P47","Buena",0.151,0.14
"P47","Ni buena ni mala",0.16,0.193
"P47","Mala",0.117,0.115
"P47","Muy mala",0.473,0.466
"P47","No sabe",0.005,0.017
"P48","Muy buena",0.085,0.082
"P48","Buena",0.166,0.13
"P48","Ni buena ni mala",0.118,0.136
"P48","Mala",0.128,0.101
"P48","Muy mala",0.498,0.536
"P48","No sabe",0.005,0.015
"P49","Muy buena",0.293,0.229
"P49","Buena",0.075,0.087
"P49","Ni buena ni mala",0.043,0.055
"P49","Mala",0.036,0.068
"P49","Muy mala",0.549,0.552
"P49","No sabe",0.004,0.009
"P50","Muy buena",0.163,0.156
"P50","Buena",0.155,0.168
"P50","Ni buena ni mala",0.131,0.166
"P50","Mala",0.161,0.119
"P50","Muy mala",0.386,0.386
"P50","No sabe",0.004,0.005
"P51","Muy buena",0.137,0.139
"P51","Buena",0.194,0.215
"P51","Ni buena ni mala",0.195,0.199
"P51","Mala",0.14,0.15
"P51","Muy mala",0.32,0.28
"P51","No sabe",0.014,0.017
"P52","Muy buena",0.09,0.077
"P52","Buena",0.161,0.149
"P52","Ni buena ni mala",0.202,0.192
"P52","Mala",0.136,0.146
"P52","Muy mala",0.404,0.423
"P52","No sabe",0.007,0.013
"P53","Muy buena",0.271,0.261
"P53","Buena",0.135,0.176
"P53","Ni buena ni mala",0.13,0.137
"P53","Mala",0.108,0.101
"P53","Muy mala",0.34,0.317
"P53","No sabe",0.016,0.008
"P54","Muy buena",0.161,0.171
"P54","Buena",0.128,0.122
"P54","Ni buena ni mala",0.231,0.264
"P54","Mala",0.133,0.12
"P54","Muy mala",0.334,0.308
"P54","No sabe",0.013,0.015
"P55","Muy buena",0.152,0.179
"P55","Buena",0.187,0.179
"P55","Ni buena ni mala",0.164,0.187
"P55","Mala",0.122,0.144
"P55","Muy mala",0.364,0.288
"P55","No sabe",0.011,0.023
"P56","Muy buena",0.092,0.081
"P56","Buena",0.182,0.146
"P56","Ni buena ni mala",0.169,0.171
"P56","Mala",0.15,0.161
"P56","Muy mala",0.397,0.425
"P56","No sabe",0.01,0.016
"P57","Muy buena",0.06,0.064
"P57","Buena",0.143,0.13
"P57","Ni buena ni mala",0.324,0.327
"P57","Mala",0.18,0.194
"P57","Muy mala",0.256,0.223
"P57","No sabe",0.037,0.062
"P58","Muy buena",0.039,0.056
"P58","Buena",0.126,0.117
"P58","Ni buena ni mala",0.355,0.342
"P58","Mala",0.134,0.153
"P58","Muy mala",0.288,0.249
"P58","No sabe",0.058,0.083
"P59","Siempre",0.419,0.18
"P59","Casi siempre",0.386,0.416
"P59","Casi nunca",0.132,0.253
"P59","Nunca, pero esta es una excepción",0.063,0.151
