"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P06","Muy buena",0.167,0.172,0.142,0.123,0.129
"P06","Buena",0.1,0.146,0.119,0.179,0.164
"P06","Ni buena ni mala",0.281,0.199,0.335,0.198,0.336
"P06","Mala",0.146,0.165,0.106,0.162,0.131
"P06","Muy mala",0.265,0.289,0.262,0.304,0.165
"P06","No sabe",0.041,0.029,0.036,0.034,0.075
"P07","Muy buena",0.133,0.07,0.04,0.06,0.056
"P07","Buena",0.154,0.223,0.141,0.171,0.077
"P07","Ni buena ni mala",0.33,0.289,0.397,0.361,0.398
"P07","Mala",0.077,0.194,0.118,0.135,0.08
"P07","Muy mala",0.126,0.082,0.098,0.095,0.143
"P07","No sabe",0.18,0.142,0.206,0.178,0.246
"P08","Muy buena",0.122,0.102,0.164,0.128,0.133
"P08","Buena",0.118,0.17,0.078,0.104,0.109
"P08","Ni buena ni mala",0.297,0.176,0.315,0.263,0.363
"P08","Mala",0.106,0.223,0.118,0.139,0.076
"P08","Muy mala",0.267,0.213,0.241,0.287,0.177
"P08","No sabe",0.09,0.116,0.084,0.079,0.142
"P09","Muy buena",0.061,0.031,0.031,0.047,0.031
"P09","Buena",0.068,0.159,0.108,0.217,0.065
"P09","Ni buena ni mala",0.366,0.312,0.304,0.321,0.478
"P09","Mala",0.147,0.172,0.08,0.149,0.052
"P09","Muy mala",0.134,0.073,0.113,0.064,0.126
"P09","No sabe",0.224,0.253,0.364,0.202,0.248
"P10","Muy buena",0.081,0.047,0.073,0.091,0.067
"P10","Buena",0.077,0.198,0.218,0.132,0.106
"P10","Ni buena ni mala",0.292,0.192,0.222,0.364,0.305
"P10","Mala",0.185,0.238,0.178,0.227,0.159
"P10","Muy mala",0.268,0.191,0.216,0.157,0.189
"P10","No sabe",0.097,0.134,0.093,0.029,0.174
"P11","Muy buena",0.093,0.059,0.012,0.108,0.071
"P11","Buena",0.085,0.207,0.168,0.113,0.091
"P11","Ni buena ni mala",0.31,0.311,0.285,0.33,0.38
"P11","Mala",0.071,0.142,0.049,0.166,0.062
"P11","Muy mala",0.14,0.089,0.133,0.043,0.117
"P11","No sabe",0.301,0.192,0.353,0.24,0.279
"P12","Muy buena",0.084,0,0.009,0.109,0.028
"P12","Buena",0.054,0.202,0.097,0.092,0.059
"P12","Ni buena ni mala",0.343,0.385,0.38,0.377,0.401
"P12","Mala",0.069,0.04,0.044,0.118,0.032
"P12","Muy mala",0.084,0.08,0.065,0.012,0.069
"P12","No sabe",0.366,0.293,0.405,0.292,0.411
"P13","Muy buena",0.036,0.052,0.009,0.026,0.012
"P13","Buena",0.037,0.134,0.034,0.055,0.016
"P13","Ni buena ni mala",0.369,0.349,0.412,0.366,0.372
"P13","Mala",0.063,0.06,0.059,0.129,0.024
"P13","Muy mala",0.1,0.071,0.06,0.035,0.074
"P13","No sabe",0.395,0.334,0.426,0.389,0.502
"P14","La seguridad",0.061,0.027,0.028,0.07,0.018
"P14","El tránsito",0.044,0.041,0.062,0.051,0.058
"P14","El arreglo de las calles",0.195,0.264,0.199,0.191,0.214
"P14","El estado de las escuelas y la educación",0.079,0.065,0.052,0.094,0.037
"P14","El sistema de salud",0.056,0.035,0.102,0.075,0.122
"P14","El deporte y la cultura",0.16,0.158,0.148,0.112,0.134
"P14","La obra pública",0.044,0.02,0.054,0.043,0.072
"P14","La luminaria",0.066,0.045,0.097,0.074,0.068
"P14","No sabe",0.295,0.345,0.258,0.29,0.277
"P15","La seguridad",0.496,0.548,0.225,0.491,0.481
"P15","El tránsito",0.036,0.068,0.026,0.052,0.014
"P15","El arreglo de las calles",0.131,0.282,0.284,0.154,0.035
"P15","El estado de las escuelas y la educación",0.042,0.013,0.125,0.061,0.046
"P15","El sistema de salud",0.097,0.025,0.072,0.115,0.212
"P15","El deporte y la cultura",0.042,0.019,0.055,0.004,0.052
"P15","La obra pública",0.036,0.012,0.064,0.031,0.016
"P15","La luminaria",0.027,0.002,0.085,0.017,0.03
"P15","No sabe",0.093,0.031,0.064,0.075,0.114
"P17","Los robos",0.567,0.466,0.478,0.556,0.512
"P17","El narcotráfico",0.131,0.216,0.067,0.127,0.05
"P17","La ausencia de patrulleros y personal policial",0.246,0.238,0.335,0.196,0.188
"P17","Otro",0.044,0.027,0.081,0.09,0.141
"P17","Ninguno",0.012,0.053,0.039,0.031,0.109
"P18","Muy buena",0.104,0.025,0.054,0.071,0.042
"P18","Buena",0.103,0.228,0.084,0.1,0.234
"P18","Ni buena ni mala",0.371,0.315,0.294,0.221,0.331
"P18","Mala",0.175,0.302,0.318,0.364,0.086
"P18","Muy mala",0.196,0.083,0.128,0.211,0.176
"P18","No sabe",0.051,0.047,0.122,0.033,0.131
"P19","Muy buena",0.074,0.042,0.07,0.066,0.034
"P19","Buena",0.12,0.174,0.08,0.141,0.105
