"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P05","Sin deuda",0.849,0.129,0.478,0.356,0.367,0.199,0.252,0.285,0.347
"P05","Menos de 10%",0.039,0.294,0.146,0.174,0.166,0.105,0.315,0.106,0.032
"P05","Entre 10 y 20%",0,0,0.091,0.104,0.107,0.337,0.141,0.113,0.26
"P05","Entre 20 y 30%",0,0.25,0.072,0.046,0.212,0.103,0.079,0.108,0.009
"P05","Entre 30 y 40%",0,0,0.02,0.272,0.046,0.06,0.078,0.103,0.053
"P05","Mas del 40%",0.112,0.307,0.193,0.042,0.09,0.164,0.103,0.254,0.073
"P05","No sabe",0,0.02,0,0.006,0.012,0.032,0.032,0.031,0.226
"P06","Mucho",0.592,0.403,0.173,0.138,0.178,0.115,0.13,0.239,0.037
"P06","Algo",0.187,0.335,0.444,0.465,0.412,0.434,0.458,0.359,0.251
"P06","Poco",0.177,0.262,0.294,0.25,0.273,0.275,0.251,0.209,0.426
"P06","Nada",0.044,0,0.089,0.147,0.137,0.176,0.161,0.193,0.286
"P07","La nación",0.334,0.172,0.424,0.382,0.384,0.282,0.357,0.432,0.307
"P07","La provincia",0.093,0.261,0.198,0.21,0.226,0.231,0.235,0.161,0.152
"P07","El municipio",0.243,0.362,0.249,0.261,0.206,0.248,0.228,0.231,0.033
"P07","No sabe",0.33,0.205,0.129,0.147,0.184,0.239,0.18,0.176,0.508
"P08","La nación",0.176,0.045,0.081,0.127,0.146,0.182,0.174,0.215,0.239
"P08","La provincia",0,0,0.088,0.135,0.185,0.181,0.214,0.252,0.059
"P08","El municipio",0.653,0.744,0.769,0.716,0.568,0.553,0.503,0.445,0.499
"P08","No sabe",0.171,0.211,0.062,0.022,0.101,0.084,0.109,0.088,0.203
"P09","La nación",0.233,0.119,0.424,0.273,0.358,0.387,0.351,0.317,0.534
"P09","La provincia",0.114,0.299,0.289,0.39,0.315,0.28,0.273,0.312,0.062
"P09","El municipio",0.424,0.37,0.254,0.312,0.254,0.263,0.279,0.257,0.151
"P09","No sabe",0.229,0.212,0.033,0.025,0.073,0.07,0.097,0.114,0.253
"P10","La nación",0.328,0.058,0.385,0.314,0.381,0.373,0.447,0.406,0.31
"P10","La provincia",0.151,0.423,0.352,0.473,0.348,0.364,0.29,0.298,0.367
"P10","El municipio",0.285,0.454,0.214,0.125,0.176,0.163,0.166,0.165,0.045
"P10","No sabe",0.236,0.065,0.049,0.088,0.095,0.1,0.097,0.131,0.278
"P11","La nación",0.49,0.458,0.459,0.408,0.464,0.412,0.453,0.421,0.339
"P11","La provincia",0.135,0.147,0.358,0.432,0.341,0.342,0.314,0.346,0.195
"P11","El municipio",0.155,0.395,0.124,0.103,0.114,0.127,0.117,0.113,0.04
"P11","No sabe",0.22,0,0.059,0.057,0.081,0.119,0.116,0.12,0.426
"P12","Si",0.403,0,0.184,0.264,0.174,0.212,0.105,0.225,0.016
"P12","No",0.597,1,0.816,0.736,0.826,0.788,0.895,0.775,0.984
"P13","Si",0.141,0,0.094,0.17,0.135,0.081,0.058,0.087,0.179
"P13","No",0.519,0.543,0.657,0.719,0.628,0.728,0.73,0.747,0.624
"P13","No sabe",0.34,0.457,0.249,0.111,0.237,0.191,0.212,0.166,0.197
"P14","La falta de gestión de los residuos",0.215,0.028,0.204,0.131,0.172,0.172,0.177,0.212,0.545
"P14","La contaminación del agua",0.049,0.479,0.22,0.165,0.226,0.313,0.298,0.365,0.035
"P14","Los incendios descontrolados",0.159,0.427,0.215,0.287,0.21,0.221,0.219,0.147,0.145
"P14","El uso desmedido de fertilizantes y químicos para los cultivos",0.198,0.066,0.304,0.296,0.272,0.221,0.211,0.194,0.115
"P14","No sabe",0.379,0,0.057,0.121,0.12,0.073,0.095,0.082,0.16
"P15","Si",0.581,1,0.681,0.572,0.688,0.506,0.673,0.631,0.608
"P15","No",0.14,0,0.228,0.321,0.191,0.297,0.184,0.241,0.051
"P15","No sabe",0.279,0,0.091,0.107,0.121,0.197,0.143,0.128,0.341
"P16","Estaría de acuerdo con esta medida",0.369,0.025,0.231,0.249,0.217,0.179,0.242,0.282,0.247
"P16","No estaría de acuerdo con esta medida",0.429,0.975,0.661,0.645,0.651,0.643,0.627,0.587,0.248
"P16","No sabe",0.202,0,0.108,0.106,0.132,0.178,0.131,0.131,0.505
"P17","Si",0.674,0.569,0.644,0.578,0.584,0.379,0.354,0.388,0.26
"P17","No",0.147,0.431,0.295,0.278,0.288,0.449,0.504,0.414,0.119
"P17","No sabe",0.179,0,0.061,0.144,0.128,0.172,0.142,0.198,0.621
"P18","Estaría de acuerdo con la explotación de recursos naturales",0.617,0.754,0.352,0.262,0.235,0.246,0.168,0.213,0.134
"P18","No estaría de acuerdo con la explotación de recursos naturales",0.201,0.139,0.6,0.598,0.678,0.596,0.727,0.647,0.694
"P18","No sabe",0.182,0.107,0.048,0.14,0.087,0.158,0.105,0.14,0.172
"P19","Estaría de acuerdo con la explotación de recursos naturales",0.66,0.865,0.435,0.325,0.282,0.263,0.195,0.252,0.062
"P19","No estaría de acuerdo con la explotación de recursos naturales",0.154,0.135,0.452,0.547,0.623,0.568,0.676,0.622,0.467
"P19","No sabe",0.186,0,0.113,0.128,0.095,0.169,0.129,0.126,0.471
"P20","Las montañas",0.536,0.818,0.295,0.291,0.184,0.204,0.169,0.211,0
"P20","El campo",0.134,0.1,0.398,0.404,0.416,0.326,0.378,0.314,0.299
"P20","El agua",0.122,0,0.026,0.083,0.07,0.085,0.053,0.074,0.163
"P20","El aire",0.02,0.038,0.057,0.061,0.042,0.032,0.089,0.059,0.083
"P20","Los bosques",0,0,0.005,0,0.011,0.033,0.013,0.021,0
"P20","Los humedales",0,0,0.005,0.004,0.03,0.03,0.026,0.01,0
"P20","No sabe",0.188,0.044,0.214,0.157,0.247,0.29,0.272,0.311,0.455
"P21","El desempleo",0,0,0.131,0.034,0.065,0.029,0.063,0.077,0
"P21","La corrupción",0.148,0,0.175,0.21,0.284,0.367,0.386,0.426,0.325
"P21","La inseguridad",0.256,0,0.016,0.065,0.058,0.165,0.133,0.104,0.015
"P21","La inflación",0.369,0.814,0.371,0.325,0.347,0.281,0.227,0.216,0.32
"P21","El precio del dólar",0,0,0.056,0.036,0.028,0.02,0.03,0.013,0
"P21","La pobreza",0,0.143,0.128,0.189,0.068,0.04,0.036,0.029,0.229
"P21","El narcotráfico",0.178,0,0.037,0.029,0.049,0.05,0.059,0.07,0.098
"P21","Las tarifas",0,0,0,0.027,0.024,0.001,0.026,0.014,0
"P21","Otro",0.049,0.043,0.086,0.079,0.072,0.025,0.031,0.033,0
"P21","No sabe",0,0,0,0.006,0.005,0.022,0.009,0.018,0.013
"P24","Si",0.568,0.24,0.675,0.722,0.722,0.647,0.71,0.711,0.546
"P24","No",0.254,0.716,0.138,0.127,0.138,0.155,0.149,0.131,0.135
"P24","No sabe",0.178,0.044,0.187,0.151,0.14,0.198,0.141,0.158,0.319
"P25","Mucho",0.688,0.286,0.622,0.6,0.692,0.69,0.73,0.76,0.697
"P25","Algo",0.186,0,0.316,0.262,0.218,0.153,0.192,0.134,0.029
"P25","Poco",0.011,0.714,0.037,0.076,0.062,0.108,0.055,0.057,0.112
"P25","Nada",0.115,0,0.025,0.062,0.028,0.049,0.023,0.049,0.162
