"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.014,0.03,0.019
"P04","Gran excedente excepcional",0.001,0.017,0.001
"P04","Pequeño excedente habitual",0.049,0.048,0.058
"P04","Pequeño excedente excepcional",0.064,0.054,0.058
"P04","Alcanza gastos familia",0.144,0.133,0.122
"P04","No alcanza gastos familia",0.141,0.161,0.187
"P04","Solo NBFamiliares",0.286,0.288,0.246
"P04","No alcanza NBFamiliares",0.289,0.255,0.279
"P04","No sabe",0.012,0.014,0.03
"P05","Sin deuda",0.295,0.253,0.339
"P05","Menos de 10%",0.183,0.22,0.131
"P05","Entre 10 y 20%",0.161,0.131,0.184
"P05","Entre 20 y 30%",0.104,0.127,0.08
"P05","Entre 30 y 40%",0.088,0.122,0.058
"P05","Mas del 40%",0.145,0.121,0.155
"P05","No sabe",0.024,0.026,0.053
"P06","Mucho",0.187,0.183,0.149
"P06","Algo",0.456,0.416,0.336
"P06","Poco",0.255,0.184,0.28
"P06","Nada",0.102,0.217,0.235
"P07","La nación",0.415,0.306,0.301
"P07","La provincia",0.197,0.307,0.145
"P07","El municipio",0.247,0.204,0.252
"P07","No sabe",0.141,0.183,0.302
"P08","La nación",0.183,0.174,0.164
"P08","La provincia",0.198,0.201,0.168
"P08","El municipio",0.567,0.523,0.479
"P08","No sabe",0.052,0.102,0.189
"P09","La nación",0.385,0.321,0.253
"P09","La provincia",0.291,0.364,0.188
"P09","El municipio",0.284,0.222,0.313
"P09","No sabe",0.04,0.093,0.246
"P10","La nación",0.414,0.333,0.323
"P10","La provincia",0.347,0.39,0.236
"P10","El municipio",0.175,0.159,0.162
"P10","No sabe",0.064,0.118,0.279
"P11","La nación",0.468,0.433,0.33
"P11","La provincia",0.36,0.34,0.239
"P11","El municipio",0.104,0.129,0.162
"P11","No sabe",0.068,0.098,0.269
"P12","Si",0.183,0.218,0.17
"P12","No",0.817,0.782,0.83
"P13","Si",0.103,0.137,0.078
"P13","No",0.748,0.705,0.581
"P13","No sabe",0.149,0.158,0.341
"P14","La falta de gestión de los residuos",0.189,0.196,0.121
"P14","La contaminación del agua",0.307,0.245,0.286
"P14","Los incendios descontrolados",0.207,0.195,0.229
"P14","El uso desmedido de fertilizantes y químicos para los cultivos",0.242,0.227,0.18
"P14","No sabe",0.055,0.137,0.184
"P15","Si",0.699,0.52,0.515
"P15","No",0.192,0.363,0.191
"P15","No sabe",0.109,0.117,0.294
"P16","Estaría de acuerdo con esta medida",0.251,0.256,0.213
"P16","No estaría de acuerdo con esta medida",0.644,0.621,0.49
"P16","No sabe",0.105,0.123,0.297
"P17","Si",0.45,0.492,0.409
"P17","No",0.422,0.44,0.25
"P17","No sabe",0.128,0.068,0.341
"P18","Estaría de acuerdo con la explotación de recursos naturales",0.201,0.396,0.197
"P18","No estaría de acuerdo con la explotación de recursos naturales",0.706,0.53,0.512
"P18","No sabe",0.093,0.074,0.291
"P19","Estaría de acuerdo con la explotación de recursos naturales",0.248,0.381,0.233
"P19","No estaría de acuerdo con la explotación de recursos naturales",0.656,0.502,0.454
"P19","No sabe",0.096,0.117,0.313
"P20","Las montañas",0.197,0.312,0.175
"P20","El campo",0.364,0.31,0.342
"P20","El agua",0.055,0.114,0.085
"P20","El aire",0.076,0.023,0.026
"P20","Los bosques",0.01,0.049,0.014
"P20","Los humedales",0.013,0.056,0.017
"P20","No sabe",0.285,0.136,0.341
"P21","El desempleo",0.079,0.009,0.038
"P21","La corrupción",0.352,0.408,0.298
"P21","La inseguridad",0.114,0.097,0.109
"P21","La inflación",0.259,0.303,0.282
"P21","El precio del dólar",0.021,0.004,0.048
"P21","La pobreza",0.056,0.045,0.057
"P21","El narcotráfico",0.055,0.058,0.078
"P21","Las tarifas",0.015,0.008,0.03
"P21","Otro",0.041,0.047,0.046
"P21","No sabe",0.008,0.021,0.014
"P25","Mucho",0.829,0.387,0.491
"P25","Algo",0.138,0.351,0.211
"P25","Poco",0.022,0.153,0.187
"P25","Nada",0.011,0.109,0.111
