"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P01","Empleado en relación de dependencia",0.283,0.279,0.257,0.269,0.287,0.179
"P01","Jubilado o pensionado",0.278,0.303,0.195,0.228,0.254,0.208
"P01","Desempleado",0.21,0.222,0.349,0.273,0.206,0.398
"P01","Monotributista o autónomo",0.119,0.09,0.099,0.103,0.149,0.047
"P01","Empresario",0.02,0.01,0.009,0.016,0.022,0.003
"P01","Estudiante",0.01,0.052,0.012,0.037,0.023,0.065
"P01","Otro",0.08,0.044,0.079,0.074,0.059,0.1
"P02","Menos de $50.000 mensuales",0.475,0.465,0.529,0.479,0.412,0.706
"P02","Entre $50.000 y $100.000 mensuales",0.252,0.235,0.198,0.241,0.242,0.129
"P02","Entre $100.000 y $150.000 mensuales",0.118,0.159,0.15,0.151,0.159,0.068
"P02","Entre $150.000 y $200.000 mensuales",0.052,0.055,0.048,0.057,0.077,0.028
"P02","Entre $200.000 y $250.000 mensuales",0.035,0.036,0.023,0.026,0.035,0.006
"P02","Entre $250.000 y $300.000 mensuales",0.013,0.016,0.021,0.016,0.023,0.028
"P02","Más de $300.000",0.055,0.034,0.031,0.03,0.052,0.035
"P03","Si, tengo",0.181,0.101,0.106,0.123,0.114,0.114
"P03","No, no tengo",0.819,0.899,0.894,0.877,0.886,0.886
"P04","Si",0.223,0.213,0.156,0.223,0.331,0.251
"P04","No",0.777,0.787,0.844,0.777,0.669,0.749
"P05","Si",0.128,0.14,0.153,0.164,0.117,0.19
"P05","No",0.872,0.86,0.847,0.836,0.883,0.81
"P06","Si",0.275,0.283,0.209,0.242,0.261,0.519
"P06","No",0.725,0.717,0.791,0.758,0.739,0.481
"P07","Si, lo tomaría",0.153,0.095,0.115,0.157,0.208,0.021
"P07","Probablemente si",0.249,0.289,0.257,0.271,0.272,0.268
"P07","Probablemente no",0.242,0.238,0.314,0.283,0.197,0.31
"P07","No. no lo tomaría",0.301,0.3,0.22,0.217,0.273,0.219
"P07","No sabe",0.055,0.078,0.094,0.072,0.05,0.182
"P08","Si",0.429,0.504,0.384,0.391,0.494,0.126
"P08","No",0.571,0.496,0.616,0.609,0.506,0.874
"P09","1",0.355,0.35,0.314,0.29,0.345,0.127
"P09","2",0.208,0.124,0.135,0.173,0.127,0.261
"P09","3",0.042,0.048,0.038,0.058,0.041,0.056
"P09","4",0.012,0.034,0.034,0.018,0.024,0.007
"P09","5",0.078,0.15,0.139,0.107,0.143,0.139
"P09","6",0.011,0.026,0.027,0.035,0.024,0.02
"P09","7",0.007,0.014,0.029,0.022,0.027,0.001
"P09","8",0.027,0.029,0.026,0.02,0.042,0.039
"P09","9",0.26,0.225,0.258,0.277,0.227,0.35
"P10","Muy convenientes",0.061,0.093,0.033,0.083,0.064,0.03
"P10","Bastante convenientes",0.088,0.056,0.064,0.027,0.039,0.075
"P10","Algo convenientes",0.099,0.104,0.117,0.145,0.089,0.099
"P10","Poco convenientes",0.172,0.182,0.228,0.226,0.218,0.074
"P10","Nada convenientes",0.428,0.442,0.37,0.331,0.437,0.308
"P10","No sabe",0.152,0.123,0.188,0.188,0.153,0.414
"P11","No intervenir y quien tomó el crédito debe hacerse cargo",0.212,0.165,0.128,0.144,0.235,0.068
"P11","Intervenir para asegurar que quien tomó el crédito pueda afrontar los pagos",0.56,0.604,0.558,0.54,0.536,0.266
"P11","No sabe",0.228,0.231,0.314,0.316,0.229,0.666
"P12","Si",0.603,0.62,0.605,0.606,0.683,0.439
"P12","No",0.397,0.38,0.395,0.394,0.317,0.561
"P13","Banco Publico o cooperativo",0.528,0.657,0.585,0.565,0.468,0.573
"P13","Banco privado",0.356,0.278,0.308,0.364,0.486,0.198
"P13","No sabe",0.116,0.065,0.107,0.071,0.046,0.229
"P14","Banco Nacion",0.413,0.399,0.395,0.393,0.399,0.471
"P14","Banco Provincia",0.302,0.293,0.269,0.289,0.225,0.306
"P14","Banco Ciudad",0.036,0.02,0.056,0.039,0.053,0.072
"P14","Bancor, Banco de Cordoba",0.004,0.015,0.037,0.043,0.05,0.083
"P14","Nuevo Banco de Santa Fe",0.026,0.006,0.015,0.025,0.014,0
"P14","Credicoop",0.009,0.034,0.027,0.028,0.042,0
