"var","categoria","Si","No"
"P01","Empleado en relación de dependencia",0.34,0.179
"P01","Jubilado o pensionado",0.21,0.278
"P01","Desempleado",0.199,0.361
"P01","Monotributista o autónomo",0.151,0.077
"P01","Empresario",0.021,0.008
"P01","Estudiante",0.025,0.016
"P01","Otro",0.054,0.081
"P02","Menos de $50.000 mensuales",0.393,0.621
"P02","Entre $50.000 y $100.000 mensuales",0.241,0.199
"P02","Entre $100.000 y $150.000 mensuales",0.175,0.099
"P02","Entre $150.000 y $200.000 mensuales",0.078,0.033
"P02","Entre $200.000 y $250.000 mensuales",0.044,0.009
"P02","Entre $250.000 y $300.000 mensuales",0.022,0.009
"P02","Más de $300.000",0.047,0.03
"P03","Si, tengo",0.122,0.118
"P03","No, no tengo",0.878,0.882
"P04","Si",0.272,0.234
"P04","No",0.728,0.766
"P05","Si",0.184,0.108
"P05","No",0.816,0.892
"P06","Si",0.254,0.305
"P06","No",0.746,0.695
"P07","Si, lo tomaría",0.197,0.107
"P07","Probablemente si",0.299,0.271
"P07","Probablemente no",0.205,0.271
"P07","No. no lo tomaría",0.239,0.26
"P07","No sabe",0.06,0.091
"P08","Si",0.526,0.31
"P08","No",0.474,0.69
"P09","1",0.341,0.299
"P09","2",0.125,0.192
"P09","3",0.054,0.026
"P09","4",0.034,0.014
"P09","5",0.15,0.106
"P09","6",0.026,0.018
"P09","7",0.026,0.017
"P09","8",0.041,0.027
"P09","9",0.203,0.301
"P10","Muy convenientes",0.067,0.065
"P10","Bastante convenientes",0.05,0.054
"P10","Algo convenientes",0.12,0.104
"P10","Poco convenientes",0.214,0.196
"P10","Nada convenientes",0.4,0.365
"P10","No sabe",0.149,0.216
"P11","No intervenir y quien tomó el crédito debe hacerse cargo",0.203,0.128
"P11","Intervenir para asegurar que quien tomó el crédito pueda afrontar los pagos",0.546,0.519
"P11","No sabe",0.251,0.353
"P16","Las billeteras virtuales ofertadas por entidades bancarias como MODO o Cuenta DNI",0.3,0.176
"P16","Las billeteras virtuales ofertadas por entidades no bancarias como Mercado Pago o Ualá",0.353,0.378
"P16","No sabe",0.347,0.446
"P17","Porque son mas seguras",0.216,0.167
"P17","Porque los costos del servicio son menores",0.215,0.213
"P17","Porque tienen mas clientes adheridos",0.132,0.13
"P17","Porque la calidad de la aplicación",0.109,0.059
"P17","Por la calidad de la atención al cliente",0.03,0.029
"P17","Por la eficiencia en la solución de reclamos",0.02,0.022
"P17","No sabe",0.278,0.38
