"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P06","Muy buena",0.305,0.175,0.213,0.151,0.174,0.177,0.186,0.208,0.039
"P06","Buena",0.192,0.097,0.215,0.112,0.143,0.073,0.36,0.097,0.052
"P06","Ni buena ni mala",0.209,0.152,0.37,0.393,0.38,0.239,0.339,0.202,0.197
"P06","Mala",0.14,0.165,0.1,0.172,0.094,0.157,0.032,0.2,0.196
"P06","Muy mala",0.049,0.411,0.077,0.165,0.118,0.282,0.08,0.246,0.455
"P06","No sabe",0.105,0,0.025,0.007,0.091,0.072,0.003,0.047,0.061
"P07","Muy buena",0.229,0.14,0.107,0.072,0.098,0.035,0.106,0.133,0.096
"P07","Buena",0.161,0.404,0.206,0.089,0.085,0.054,0.115,0.116,0.152
"P07","Ni buena ni mala",0.252,0.28,0.403,0.404,0.237,0.337,0.396,0.322,0.332
"P07","Mala",0.119,0.015,0.088,0.202,0.141,0.108,0.157,0.088,0.099
"P07","Muy mala",0.12,0.007,0.061,0.122,0.14,0.142,0.141,0.193,0.122
"P07","No sabe",0.119,0.154,0.135,0.111,0.299,0.324,0.085,0.148,0.199
"P08","Muy buena",0.295,0.218,0.131,0.13,0.263,0.166,0.131,0.083,0.03
"P08","Buena",0.176,0.097,0.173,0.071,0.116,0.093,0.24,0.234,0.048
"P08","Ni buena ni mala",0.253,0.248,0.425,0.38,0.201,0.202,0.458,0.23,0.205
"P08","Mala",0.164,0.02,0.098,0.222,0.08,0.159,0.052,0.072,0.171
"P08","Muy mala",0.075,0.417,0.081,0.04,0.207,0.231,0.039,0.27,0.447
"P08","No sabe",0.037,0,0.092,0.157,0.133,0.149,0.08,0.111,0.099
"P09","Muy buena",0.193,0,0.018,0.1,0.068,0.027,0.064,0.016,0.05
"P09","Buena",0.18,0.234,0.137,0.028,0.108,0.043,0.107,0.123,0.091
"P09","Ni buena ni mala",0.372,0.258,0.448,0.365,0.283,0.343,0.475,0.318,0.327
"P09","Mala",0.052,0.209,0.1,0.178,0.16,0.179,0.101,0.058,0.129
"P09","Muy mala",0.1,0.035,0.063,0.109,0.165,0.134,0.141,0.191,0.136
"P09","No sabe",0.103,0.264,0.234,0.22,0.216,0.274,0.112,0.294,0.267
"P10","Muy buena",0.121,0.106,0.064,0.06,0.113,0.088,0.117,0.065,0.057
"P10","Buena",0.116,0.212,0.13,0.051,0.057,0.115,0.056,0.136,0.103
"P10","Ni buena ni mala",0.373,0.248,0.327,0.358,0.255,0.265,0.212,0.27,0.244
"P10","Mala",0.233,0.06,0.217,0.219,0.236,0.134,0.38,0.091,0.217
"P10","Muy mala",0.078,0.374,0.174,0.114,0.247,0.223,0.209,0.322,0.278
"P10","No sabe",0.079,0,0.088,0.198,0.092,0.175,0.026,0.116,0.101
"P11","Muy buena",0.266,0.037,0.026,0,0.07,0.03,0.05,0.073,0.123
"P11","Buena",0.138,0.356,0.126,0.012,0.143,0.046,0.058,0.142,0.084
"P11","Ni buena ni mala",0.248,0.274,0.415,0.461,0.209,0.33,0.317,0.253,0.292
"P11","Mala",0.078,0.025,0.099,0.214,0.048,0.091,0.213,0.106,0.061
"P11","Muy mala",0.057,0.028,0.095,0.076,0.283,0.15,0.121,0.192,0.103
"P11","No sabe",0.213,0.28,0.239,0.237,0.247,0.353,0.241,0.234,0.337
"P12","Muy buena",0.468,0.053,0.013,0.166,0.07,0.001,0.017,0.006,0.048
"P12","Buena",0.076,0.151,0.117,0.039,0.084,0.058,0.058,0.082,0.064
"P12","Ni buena ni mala",0.189,0.436,0.493,0.335,0.261,0.33,0.316,0.406,0.33
"P12","Mala",0.078,0.046,0.074,0.189,0.106,0.058,0.036,0.093,0.039
"P12","Muy mala",0.054,0.096,0.041,0.01,0.198,0.096,0.063,0.161,0.075
"P12","No sabe",0.135,0.218,0.262,0.261,0.281,0.457,0.51,0.252,0.444
"P13","Muy buena",0.169,0,0.035,0.085,0.002,0.013,0,0,0.015
"P13","Buena",0.185,0.109,0.096,0.014,0.016,0.012,0,0,0.021
"P13","Ni buena ni mala",0.22,0.376,0.46,0.433,0.358,0.323,0.389,0.246,0.357
