"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.373,0.286,0.47,0.147
"P05","Bastante",0.297,0.208,0.292,0.298
"P05","Poco",0.159,0.313,0.168,0.226
"P05","Nada",0.171,0.193,0.043,0.205
"P05","No sabe",0,0,0.027,0.124
"P06","Comunidad",0.253,0.422,0.321,0.158
"P06","MPN",0.227,0.117,0.13,0.18
"P06","Desarrollo Ciudadano",0.058,0.023,0.137,0.03
"P06","Partido Justicialista",0.192,0.09,0.014,0.078
"P06","Iguales",0.015,0.013,0.068,0.053
"P06","Otro",0.06,0.065,0.171,0.06
"P06","No sabe",0.195,0.27,0.159,0.441
"P07","Julieta Corroza por Comunidad",0.237,0.156,0.27,0.117
"P07","Sergio Soto por el MPN",0.159,0.295,0.074,0.13
"P07","Luis Bertolini por Desarrollo Ciudadano",0.213,0.222,0.211,0.054
"P07","Andrés Peressini por Iguales",0.069,0.055,0.071,0.097
"P07","Karina Ortiz por el PJ",0.322,0.167,0.017,0.022
"P07","No sabe",0,0.105,0.357,0.58
"P11","Julieta Corroza por Comunidad",0.486,0.277,0.261,0.152
"P11","Sergio Soto por el MPN",0.115,0.091,0.092,0.12
"P11","Luis Bertolini por Desarrollo Ciudadano",0.081,0.249,0.129,0.062
"P11","Andrés Peressini por Iguales",0.093,0.184,0.111,0.047
"P11","Karina Ortiz por el PJ",0.106,0.142,0,0.083
"P11","No sabe",0.119,0.057,0.407,0.536
"P15","Lo votaría",0.237,0.389,0.31,0.118
"P15","Puede que lo vote",0.323,0.437,0.138,0.195
"P15","Nunca lo votaría",0.185,0.109,0.454,0.101
"P15","No sabe",0.255,0.065,0.098,0.586
"P16","Lo votaría",0.324,0.214,0.107,0.157
"P16","Puede que lo vote",0.115,0.204,0.07,0
"P16","Nunca lo votaría",0.424,0.582,0.806,0.192
"P16","No sabe",0.137,0,0.017,0.651
"P17","Lo votaría",0.263,0.236,0.108,0.048
"P17","Puede que lo vote",0.046,0.352,0.177,0.037
"P17","Nunca lo votaría",0.417,0.406,0.641,0.1
"P17","No sabe",0.274,0.006,0.074,0.815
"P18","Lo votaría",0.608,0.252,0.055,0.075
"P18","Puede que lo vote",0.127,0.487,0.139,0.06
"P18","Nunca lo votaría",0.265,0.261,0.774,0.144
"P18","No sabe",0,0,0.032,0.721
"P20","Si",0.578,0.307,0.315,0.172
"P20","No",0.422,0.693,0.685,0.828
