"var","categoria","Si","No"
"P05","Mucho",0.477,0.393
"P05","Bastante",0.382,0.375
"P05","Poco",0.108,0.157
"P05","Nada",0.032,0.056
"P05","No sabe",0.001,0.019
"P06","Siempre",0.322,0.142
"P06","Casi siempre",0.431,0.342
"P06","Casi nunca",0.204,0.347
"P06","Nunca, pero esta es una excepción",0.043,0.169
"P10","Unidos para Cambiar cordoba",0.147,0.153
"P10","Juntos Avancemos",0.329,0.282
"P10","De los liberales libertarios",0.289,0.278
"P10","Hacemos por nuestro país",0.118,0.099
"P10","De la Izquierda",0.038,0.034
"P10","En blanco",0.007,0.028
"P10","No sabe",0.072,0.126
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.2,0.147
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.274,0.251
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.312,0.329
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.168,0.193
"P14","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.018
"P14","En blanco",0.003,0.016
"P14","No sabe",0.032,0.046
"P18","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.428,0.419
"P18","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.259,0.267
"P18","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.202,0.16
"P18","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.072,0.061
"P18","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.019,0.024
"P18","No sabe",0.02,0.069
"P19","Totalmente seguro.",0.686,0.614
"P19","Bastante seguro",0.167,0.174
"P19","Algo seguro",0.095,0.102
"P19","Para nada seguro",0.052,0.11
"P20","Tiene Decidido que va a ir a votar.",0.957,0.896
"P20","Tiene dudas sobre si va a ir a  votar",0.03,0.064
"P20","Tiene Decidido que no va a ir a votar",0.013,0.04
"P21","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.405,0.323
"P21","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.389,0.369
"P21","En blanco",0.097,0.15
"P21","No sabe",0.109,0.158
"P22","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.379,0.318
"P22","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.391,0.381
"P22","En blanco",0.13,0.162
"P22","No sabe",0.1,0.139
"P23","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.345,0.198
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.426,0.51
"P23","En blanco",0.125,0.138
"P23","No sabe",0.104,0.154
"P14_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.212,0.149
"P14_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.281,0.252
"P14_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.323,0.339
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.17,0.217
"P14_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.018
"P14_imputada","En blanco",0.003,0.025
