"var","categoria","Si","No"
"P06","1 hijo",0.564,0.468
"P06","2 hijos",0.316,0.331
"P06","3 hijos",0.087,0.129
"P06","4 o más hijos",0.033,0.072
"P07","Con hijos de 3 años y menos",0.408,0.434
"P07","Con hijos mayores de 3 años",0.592,0.566
"P08","En un Centro de Salud",0.49,0.429
"P08","En un hospital",0.252,0.313
"P08","En un sanatorio",0.034,0.025
"P08","En un Consultorio Privado",0.028,0.037
"P08","En un vacunatorio",0.196,0.196
"P09","Si",0.982,0.873
"P09","No",0.018,0.127
"P10","Si, son efectivas",0.992,0.937
"P10","No, no son efectivas",0.008,0.063
"P11","Si",0.978,0.877
"P11","No",0.022,0.123
"P12","Si",0.145,0.287
"P12","No",0.855,0.713
"P13","La quíntuple",0.111,0.14
"P13","La triple viral (Sarampión, rubeola y paperas)",0.075,0.075
"P13","La Neumococo",0.099,0.029
"P13","La BCG",0.035,0.215
"P13","Otra",0.213,0.173
"P13","No recuerda",0.467,0.368
"P14","Si",0.951,0.777
"P14","No",0.049,0.223
"P15","Si, las conozco",0.84,0.711
"P15","No, no las conozco",0.058,0.141
"P15","Algunas",0.102,0.148
"P16","Si",0.724,0.561
"P16","A veces",0.22,0.323
"P16","No",0.056,0.116
"P17","Sí, hay suficiente información",0.212,0.184
"P17","No, no hay suficiente información",0.788,0.816
"P18","Si",0.072,0.2
"P18","Sí, pero es necesario",0.539,0.517
"P18","No",0.389,0.283
"P19","Sí, mucho",0.175,0.255
"P19","Si, un poco",0.707,0.658
"P19","No",0.118,0.087
"P20","Si",0.151,0.236
"P20","No",0.778,0.703
"P20","No recuerda",0.071,0.061
"P21","La quíntuple",0.21,0.246
"P21","La triple viral (Sarampión, rubeola y paperas)",0.189,0.232
"P21","La Neumococo",0.073,0.151
"P21","La BCG",0.076,0.016
"P21","Otra",0.083,0.051
"P21","No recuerda",0.369,0.304
"P22","Si",0.605,0.687
"P22","No",0.302,0.234
"P22","No recuerda",0.093,0.079
"P23","La quíntuple",0.208,0.235
"P23","La triple viral (Sarampión, rubeola y paperas)",0.159,0.123
"P23","La Neumococo",0.047,0.092
"P23","La BCG",0.09,0.041
"P23","Otra",0.055,0.067
"P23","No recuerda",0.441,0.442
"P24","Sí, una vez",0.11,0.194
"P24","Si varias veces",0.063,0.181
"P24","No",0.731,0.549
"P24","No recuerdo",0.096,0.076
"P25","Si",0.689,0.63
"P25","No",0.311,0.37
"P26","Si",0.507,0.408
"P26","No",0.493,0.592
"P27","Si, la Polio y la quíntuple",0.171,0.141
"P27","Si, la triple viral y la BCG",0.217,0.358
"P27","Otras",0.045,0.023
"P27","No recuerdo",0.567,0.478
"P28","Si",0.315,0.241
"P28","No",0.685,0.759
"P29","Si",0.174,0.104
"P29","No",0.826,0.896
"P30","Si, Infanrix",0.126,0.069
"P30","Si, Hexaxim",0.095,0.287
"P30","No recuerdo",0.779,0.644
"P32","Si",0.522,0.327
"P32","No",0.478,0.673
"P33","Miedo al contagio",0.403,0.415
"P33","Porque el lugar donde vacuno a mis hijos se encontraba cerrado",0.33,0.341
"P33","Porque el lugar donde vacuno a mi hijo atendía en horario reducido",0.209,0.146
"P33","Porque era costoso el viaje",0.058,0.098
"P34","Si, una dosis",0.538,0.434
"P34","Si, dos dosis",0.374,0.328
"P34","Ninguna",0.088,0.238
"P35","Sputnik V",0.285,0.313
"P35","Sinopharm",0.319,0.304
"P35","AstraZeneca",0.349,0.296
"P35","Johnson",0.002,0
"P35","Phizer",0.008,0
"P35","Moderna",0.012,0
"P35","Otra",0.025,0.087
