"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P10","Gran excedente habitual",0.031,0,0.046,0.007,0.104,0
"P10","Gran excedente excepcional",0,0,0,0,0.013,0
"P10","Pequeño excedente habitual",0.031,0,0.067,0.053,0.139,0.067
"P10","Pequeño excedente excepcional",0.03,0,0.03,0.122,0,0.034
"P10","Alcanza gastos familia",0.106,0,0.103,0.168,0.145,0.267
"P10","No alcanza gastos familia",0.123,0,0.145,0.157,0.143,0.199
"P10","Solo NBFamiliares",0.273,0,0.339,0.183,0.244,0.119
"P10","No alcanza NBFamiliares",0.406,0,0.27,0.244,0.212,0.213
"P10","No sabe",0,0,0,0.066,0,0.101
"P11","Muy buena",0.128,0,0.037,0.031,0.124,0.038
"P11","Buena",0.193,0,0.145,0.011,0,0.056
"P11","Ni buena ni mala",0.405,0,0.365,0.372,0.152,0.274
"P11","Mala",0.17,0,0.185,0.409,0.121,0.322
"P11","Muy mala",0.101,0,0.237,0.177,0.603,0.167
"P11","No sabe",0.003,0,0.031,0,0,0.143
"P12","Muy buena",0.14,0,0.37,0.29,0.575,0.198
"P12","Buena",0.135,0,0.203,0.143,0.127,0.24
"P12","Ni buena ni mala",0.051,0,0.165,0.135,0.145,0.032
"P12","Mala",0.111,0,0.076,0.248,0,0
"P12","Muy mala",0.549,0,0.165,0.184,0.153,0.386
"P12","No sabe",0.014,0,0.021,0,0,0.144
"P13","Muy buena",0.071,0,0.016,0.018,0,0.038
"P13","Buena",0.157,0,0.18,0.009,0,0.133
"P13","Ni buena ni mala",0.39,0,0.477,0.409,0.359,0.386
"P13","Mala",0.229,0,0.196,0.326,0.119,0.089
"P13","Muy mala",0.126,0,0.109,0.223,0.522,0.227
"P13","No sabe",0.027,0,0.022,0.015,0,0.127
"P15","Muy buena",0.173,0,0.087,0.042,0,0
"P15","Buena",0.27,0,0.172,0.06,0,0.137
"P15","Ni buena ni mala",0.366,0,0.452,0.434,0.222,0.421
"P15","Mala",0.118,0,0.12,0.23,0.178,0.089
"P15","Muy mala",0.066,0,0.109,0.234,0.587,0.167
"P15","No sabe",0.007,0,0.06,0,0.013,0.186
"P16","Gobierno nacional",0.538,0,0.209,0.236,0.162,0.355
"P16","Gobierno provincial",0.353,0,0.572,0.577,0.734,0.392
"P16","No sabe",0.109,0,0.219,0.187,0.104,0.253
"P17","El anterior gobierno de Arabela Carreras",0.567,0,0.462,0.172,0.317,0.755
"P17","El actual gobierno de Alberto Weretilneck",0.298,0,0.31,0.773,0.669,0.245
"P17","No sabe",0.135,0,0.228,0.055,0.014,0
"P18","El anterior gobierno de Alberto Fernández",0.191,0,0.455,0.066,0.547,0.791
"P18","El actual gobierno de Javier Milei",0.777,0,0.527,0.432,0.453,0.209
"P18","No sabe",0.032,0,0.018,0.502,0,0
"P19","Muy buena",0.046,0,0.004,0.024,0.023,0
"P19","Buena",0.214,0,0.204,0.164,0.024,0.065
"P19","Ni buena ni mala",0.308,0,0.353,0.088,0.237,0.343
"P19","Mala",0.273,0,0.263,0.614,0.165,0.316
"P19","Muy mala",0.152,0,0.141,0.11,0.551,0.19
"P19","No sabe",0.007,0,0.035,0,0,0.086
"P20","Muy buena",0.067,0,0.004,0.015,0.013,0.038
"P20","Buena",0.142,0,0.084,0.034,0,0.099
"P20","Ni buena ni mala",0.29,0,0.327,0.149,0.132,0.23
"P20","Mala",0.332,0,0.35,0.587,0.138,0.241
"P20","Muy mala",0.169,0,0.197,0.134,0.717,0.281
"P20","No sabe",0,0,0.038,0.081,0,0.111
"P21","Muy buena",0.007,0,0,0,0,0
"P21","Buena",0.205,0,0.123,0.072,0.104,0.142
"P21","Ni buena ni mala",0.34,0,0.415,0.104,0.21,0.221
"P21","Mala",0.31,0,0.338,0.601,0.04,0.294
"P21","Muy mala",0.132,0,0.12,0.223,0.646,0.067
"P21","No sabe",0.006,0,0.004,0,0,0.276
"P23","El estado nacional",0.097,0,0.128,0.212,0.52,0.108
"P23","El estado provincial",0.68,0,0.277,0.276,0.159,0.488
"P23","Ambos de forma coordinada",0.195,0,0.485,0.317,0.219,0.092
"P23","No sabe",0.028,0,0.11,0.195,0.102,0.312
"P24","Inseguridad y narcotráfico",0.295,0,0.333,0.307,0.18,0.136
"P24","Altos impuestos y tarifas",0.188,0,0.237,0.165,0.203,0.165
"P24","Educación y estado de las escuelas",0.192,0,0.146,0.066,0.087,0.173
"P24","Inflación",0.243,0,0.076,0.245,0.013,0.175
"P24","Estado de la salud",0.036,0,0.019,0.007,0.137,0.035
"P24","Corrupción",0.02,0,0.126,0.204,0.27,0.248
"P24","Pobreza",0.017,0,0.01,0.006,0.091,0
"P24","Medio ambiente, incendios y contaminación",0,0,0.003,0,0,0
"P24","Falta de trabajo",0.009,0,0.046,0,0,0
"P24","No sabe",0,0,0.004,0,0.019,0.068
"P28","Muy buena",0.009,0,0,0,0,0
"P28","Buena",0.087,0,0.031,0,0,0
"P28","Ni buena ni mala",0.474,0,0.462,0.193,0.014,0.08
"P28","Mala",0.293,0,0.265,0.523,0.341,0.348
"P28","Muy mala",0.124,0,0.152,0.161,0.645,0.271
"P28","No sabe",0.013,0,0.09,0.123,0,0.301
"P29","Peor",0.702,0,0.433,0.541,0.484,0.447
"P29","Igual",0.175,0,0.411,0.377,0.516,0.216
"P29","Mejor",0.066,0,0.07,0.039,0,0.029
"P29","No sabe",0.057,0,0.086,0.043,0,0.308
"P30","Peor",0.606,0,0.483,0.571,0.577,0.463
"P30","Igual",0.229,0,0.225,0.268,0.304,0.275
"P30","Mejor",0.072,0,0.176,0.114,0.092,0.073
"P30","No sabe",0.093,0,0.116,0.047,0.027,0.189
"P31","Javier Milei",0.264,0,0.692,0.44,0.889,0.346
"P31","Los gobernadores",0.726,0,0.284,0.21,0.049,0.362
"P31","No sabe",0.01,0,0.024,0.35,0.062,0.292
"P32","Muy buena",0.188,0,0.175,0.053,0.179,0.117
"P32","Buena",0.291,0,0.049,0.022,0,0.099
"P32","Ni buena ni mala",0.314,0,0.317,0.34,0.082,0.544
"P32","Mala",0.176,0,0.277,0.305,0.15,0.088
"P32","Muy mala",0.028,0,0.144,0.193,0.589,0.152
"P32","No sabe",0.003,0,0.038,0.087,0,0
"P33","Muy buena",0.098,0,0.031,0.028,0,0.158
"P33","Buena",0.092,0,0.169,0.023,0.013,0.026
"P33","Ni buena ni mala",0.307,0,0.252,0.162,0.067,0.187
"P33","Mala",0.218,0,0.301,0.355,0.379,0.322
"P33","Muy mala",0.285,0,0.247,0.425,0.541,0.088
"P33","No sabe",0,0,0,0.007,0,0.219
"P34","Muy buena",0.192,0,0.078,0.074,0.066,0.127
"P34","Buena",0.202,0,0.089,0.07,0.018,0.056
"P34","Ni buena ni mala",0.254,0,0.265,0.113,0.188,0.15
"P34","Mala",0.243,0,0.201,0.429,0.145,0.162
"P34","Muy mala",0.085,0,0.342,0.304,0.583,0.189
"P34","No sabe",0.024,0,0.025,0.01,0,0.316
"P35","Muy buena",0.059,0,0.035,0,0.019,0.156
"P35","Buena",0.158,0,0.141,0.162,0.123,0.088
"P35","Ni buena ni mala",0.314,0,0.427,0.356,0.26,0.029
"P35","Mala",0.224,0,0.2,0.218,0.148,0.184
"P35","Muy mala",0.179,0,0.162,0.245,0.296,0
"P35","No sabe",0.066,0,0.035,0.019,0.154,0.543
"P36","Muy buena",0.508,0,0.133,0.271,0.086,0.371
"P36","Buena",0.098,0,0.042,0.042,0.013,0
"P36","Ni buena ni mala",0.048,0,0.111,0.046,0.07,0
"P36","Mala",0.134,0,0.134,0.171,0,0.091
"P36","Muy mala",0.205,0,0.58,0.47,0.831,0.295
"P36","No sabe",0.007,0,0,0,0,0.243
"P37","Muy buena",0.082,0,0.223,0.086,0.042,0.291
"P37","Buena",0.104,0,0.202,0.213,0.376,0.03
