"var","categoria","Peor","Igual","Mejor","No sabe"
"P10","Gran excedente habitual",0.022,0,0,0
"P10","Gran excedente excepcional",0,0,0,0
"P10","Pequeño excedente habitual",0.038,0,0.13,0.015
"P10","Pequeño excedente excepcional",0.035,0,0.031,0.025
"P10","Alcanza gastos familia",0.14,0,0.13,0.173
"P10","No alcanza gastos familia",0.093,0,0.198,0.149
"P10","Solo NBFamiliares",0.251,0,0.295,0.186
"P10","No alcanza NBFamiliares",0.421,0,0.152,0.389
"P10","No sabe",0,0,0.064,0.063
"P11","Muy buena",0.064,0,0.109,0
"P11","Buena",0.143,0,0.074,0.087
"P11","Ni buena ni mala",0.339,0,0.385,0.495
"P11","Mala",0.201,0,0.161,0.285
"P11","Muy mala",0.242,0,0.271,0.048
"P11","No sabe",0.011,0,0,0.085
"P12","Muy buena",0.16,0,0.475,0.299
"P12","Buena",0.098,0,0.147,0.147
"P12","Ni buena ni mala",0.068,0,0.205,0.009
"P12","Mala",0.144,0,0.04,0.265
"P12","Muy mala",0.523,0,0.083,0.217
"P12","No sabe",0.007,0,0.05,0.063
"P13","Muy buena",0.023,0,0.025,0.101
"P13","Buena",0.135,0,0.169,0.104
"P13","Ni buena ni mala",0.377,0,0.472,0.451
"P13","Mala",0.24,0,0.228,0.176
"P13","Muy mala",0.208,0,0.106,0.105
"P13","No sabe",0.017,0,0,0.063
"P15","Muy buena",0.106,0,0.123,0.11
"P15","Buena",0.196,0,0.174,0.148
"P15","Ni buena ni mala",0.327,0,0.567,0.27
"P15","Mala",0.16,0,0.118,0.246
"P15","Muy mala",0.174,0,0.018,0.151
"P15","No sabe",0.037,0,0,0.075
"P16","Gobierno nacional",0.486,0,0.066,0.294
"P16","Gobierno provincial",0.398,0,0.613,0.527
"P16","No sabe",0.116,0,0.321,0.179
"P17","El anterior gobierno de Arabela Carreras",0.508,0,0.653,0.443
"P17","El actual gobierno de Alberto Weretilneck",0.383,0,0.315,0.273
"P17","No sabe",0.109,0,0.032,0.284
"P18","El anterior gobierno de Alberto Fernández",0.168,0,0.874,0.718
"P18","El actual gobierno de Javier Milei",0.805,0,0.084,0.282
"P18","No sabe",0.027,0,0.042,0
