"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P10","Gran excedente habitual",0,0.007,0.057,0
"P10","Gran excedente excepcional",0,0.003,0,0
"P10","Pequeño excedente habitual",0.068,0.027,0.06,0
"P10","Pequeño excedente excepcional",0.022,0.051,0.057,0
"P10","Alcanza gastos familia",0.097,0.131,0.151,0.087
"P10","No alcanza gastos familia",0.091,0.145,0.127,0.151
"P10","Solo NBFamiliares",0.285,0.317,0.238,0.396
"P10","No alcanza NBFamiliares",0.437,0.319,0.295,0.097
"P10","No sabe",0,0,0.015,0.269
"P11","Positiva",0.537,0.258,0.086,0
"P11","Neutra",0.248,0.526,0.332,0.459
"P11","Negativa",0.207,0.201,0.578,0.175
"P11","No sabe",0.008,0.015,0.004,0.366
"P12","Positiva",0.392,0.368,0.437,0.088
"P12","Neutra",0.111,0.11,0.103,0.087
"P12","Negativa",0.451,0.507,0.45,0.556
"P12","No sabe",0.046,0.015,0.01,0.269
"P13","Positiva",0.223,0.169,0.154,0
"P13","Neutra",0.429,0.573,0.343,0.08
"P13","Negativa",0.34,0.24,0.483,0.554
"P13","No sabe",0.008,0.018,0.02,0.366
"P15","Muy buena",0.225,0.089,0.049,0
"P15","Buena",0.396,0.277,0.136,0.097
"P15","Ni buena ni mala",0.31,0.495,0.323,0.08
"P15","Mala",0.019,0.068,0.234,0.327
"P15","Muy mala",0.05,0.052,0.235,0
"P15","No sabe",0,0.019,0.023,0.496
"P16","Gobierno nacional",0.53,0.425,0.272,0.249
"P16","Gobierno provincial",0.236,0.412,0.58,0.316
"P16","No sabe",0.234,0.163,0.148,0.435
"P17","El anterior gobierno de Arabela Carreras",0.327,0.524,0.44,0.866
"P17","El actual gobierno de Alberto Weretilneck",0.283,0.31,0.491,0.134
"P17","No sabe",0.39,0.166,0.069,0
"P18","El anterior gobierno de Alberto Fernández",0.453,0.305,0.403,0
"P18","El actual gobierno de Javier Milei",0.538,0.642,0.502,1
"P18","No sabe",0.009,0.053,0.095,0
"P19","Positiva",0.505,0.156,0.135,0.087
"P19","Neutra",0.271,0.522,0.146,0.269
"P19","Negativa",0.216,0.32,0.702,0.328
"P19","No sabe",0.008,0.002,0.017,0.316
"P20","Positiva",0.532,0.073,0.035,0
"P20","Neutra",0.319,0.524,0.102,0.355
"P20","Negativa",0.133,0.401,0.827,0.417
"P20","No sabe",0.016,0.002,0.036,0.228
"P22","Muy de acuerdo",0.468,0.374,0.31,0.177
"P22","De acuerdo",0.23,0.224,0.171,0
"P22","Ni de acuerdo ni en desacuerdo",0.176,0.295,0.208,0.089
"P22","En desacuerdo",0.051,0.037,0.187,0
"P22","Muy en desacuerdo",0.049,0.05,0.103,0
"P22","No sabe",0.026,0.02,0.021,0.734
"P23","El estado nacional",0.055,0.111,0.165,0.118
"P23","El estado provincial",0.599,0.529,0.38,0.154
"P23","Ambos de forma coordinada",0.298,0.273,0.382,0.201
"P23","No sabe",0.048,0.087,0.073,0.527
"P24","Inseguridad y narcotráfico",0.19,0.312,0.269,0.265
"P24","Altos impuestos y tarifas",0.377,0.219,0.161,0.063
"P24","Educación y estado de las escuelas",0.201,0.149,0.156,0
"P24","Inflación",0.17,0.192,0.186,0.068
"P24","Estado de la salud",0.032,0.018,0.05,0
"P24","Corrupción",0.023,0.086,0.12,0.444
"P24","Pobreza",0,0.016,0.026,0
"P24","Medio ambiente, incendios y contaminación",0,0,0.002,0
"P24","Falta de trabajo",0.007,0.008,0.026,0
"P24","No sabe",0,0,0.004,0.16
"P28","Muy buena",0.039,0.003,0.003,0
"P28","Buena",0.162,0.078,0.003,0.063
"P28","Ni buena ni mala",0.452,0.542,0.245,0.151
"P28","Mala",0.23,0.266,0.427,0.221
"P28","Muy mala",0.094,0.063,0.274,0.125
"P28","No sabe",0.023,0.048,0.048,0.44
"P29","Peor",0.456,0.545,0.542,0.425
"P29","Igual",0.49,0.283,0.332,0.063
"P29","Mejor",0,0.093,0.059,0.069
"P29","No sabe",0.054,0.079,0.067,0.443
"P30","Peor",0.396,0.562,0.552,0.426
"P30","Igual",0.337,0.247,0.252,0.132
"P30","Mejor",0.198,0.094,0.104,0
"P30","No sabe",0.069,0.097,0.092,0.442
"P31","Javier Milei",0.331,0.389,0.487,0.063
"P31","Los gobernadores",0.652,0.562,0.405,0.503
"P31","No sabe",0.017,0.049,0.108,0.434
"P32","Positiva",0.709,0.42,0.149,0
"P32","Neutra",0.177,0.378,0.275,0.671
"P32","Negativa",0.114,0.173,0.552,0.329
"P32","No sabe",0,0.029,0.024,0
"P33","Positiva",0.407,0.113,0.13,0.3
"P33","Neutra",0.229,0.343,0.176,0
"P33","Negativa",0.364,0.544,0.692,0.192
"P33","No sabe",0,0,0.002,0.508
"P34","Positiva",0.297,0.338,0.201,0.06
"P34","Neutra",0.309,0.308,0.2,0.081
"P34","Negativa",0.322,0.3,0.595,0.13
"P34","No sabe",0.072,0.054,0.004,0.729
"P35","Positiva",0.285,0.141,0.162,0
"P35","Neutra",0.299,0.385,0.347,0.062
"P35","Negativa",0.254,0.388,0.436,0.142
"P35","No sabe",0.162,0.086,0.055,0.796
"P36","Positiva",0.506,0.496,0.304,0.27
"P36","Neutra",0.06,0.085,0.055,0
"P36","Negativa",0.434,0.406,0.639,0.14
"P36","No sabe",0,0.013,0.002,0.59
"P37","Positiva",0.4,0.215,0.249,0.068
"P37","Neutra",0.054,0.092,0.108,0.072
"P37","Negativa",0.546,0.687,0.641,0.44
"P37","No sabe",0,0.006,0.002,0.42
"P38","Positiva",0.335,0.358,0.141,0.08
"P38","Neutra",0.088,0.193,0.176,0.191
"P38","Negativa",0.577,0.449,0.681,0.309
"P38","No sabe",0,0,0.002,0.42
"P39","Positiva",0.443,0.507,0.279,0.27
"P39","Neutra",0.06,0.118,0.109,0
"P39","Negativa",0.467,0.375,0.61,0.309
"P39","No sabe",0.03,0,0.002,0.421
"P40","Positiva",0.349,0.376,0.433,0.14
"P40","Neutra",0.172,0.058,0.069,0
"P40","Negativa",0.449,0.554,0.498,0.44
"P40","No sabe",0.03,0.012,0,0.42
"P41","Positiva",0.349,0.356,0.447,0.14
"P41","Neutra",0.043,0.059,0.07,0
"P41","Negativa",0.546,0.585,0.476,0.44
"P41","No sabe",0.062,0,0.007,0.42
"P42","Positiva",0.428,0.341,0.442,0.14
"P42","Neutra",0.143,0.136,0.13,0
"P42","Negativa",0.429,0.509,0.428,0.44
"P42","No sabe",0,0.014,0,0.42
"P43","Positiva",0.265,0.229,0.293,0.139
"P43","Neutra",0.449,0.427,0.322,0.062
"P43","Negativa",0.259,0.323,0.374,0.299
"P43","No sabe",0.027,0.021,0.011,0.5
