"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto","opciones"
"Muy buena",0.003,0.005,0,0,0,0.009,0,0,0.005,0,0.006,0,0,0.006,0,0,0,0,6
"Buena",0.158,0.17,0.146,0.246,0.105,0.193,0.188,0.36,0.15,0.103,0.251,0.121,0.04,0.166,0.153,0,0,0,6
"Ni buena ni mala",0.323,0.263,0.383,0.258,0.304,0.359,0.357,0.271,0.291,0.375,0.364,0.207,0.403,0.399,0.257,0,0,0,6
"Mala",0.334,0.364,0.304,0.317,0.354,0.293,0.36,0.253,0.359,0.331,0.278,0.332,0.448,0.312,0.351,0,0,0,6
"Muy mala",0.171,0.183,0.16,0.179,0.233,0.126,0.07,0.093,0.189,0.177,0.09,0.34,0.098,0.103,0.235,0,0,0,6
"No sabe",0.011,0.015,0.007,0,0.004,0.02,0.025,0.023,0.006,0.014,0.011,0,0.011,0.014,0.004,0,0,0,6
"Positiva",0.161,0.175,0.146,0.246,0.105,0.202,0.188,0.36,0.155,0.103,0.257,0.121,0.04,0.172,0.153,0,0,0,4
"Neutra",0.323,0.263,0.383,0.258,0.304,0.359,0.357,0.271,0.291,0.375,0.364,0.207,0.403,0.399,0.257,0,0,0,4
"Negativa",0.505,0.547,0.464,0.496,0.587,0.419,0.43,0.346,0.548,0.508,0.368,0.672,0.546,0.415,0.586,0,0,0,4
"No sabe",0.011,0.015,0.007,0,0.004,0.02,0.025,0.023,0.006,0.014,0.011,0,0.011,0.014,0.004,0,0,0,4
