"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Si",0.81,0.869,0.741,0.847,0.825,0.544
"P05","Puede ser",0.156,0.111,0.174,0.093,0.093,0.266
"P05","No",0.034,0.02,0.085,0.06,0.082,0.19
"P06","Gerardo Zamora por el Frente Civico por Santiago",0.827,0.799,0.781,0.453,0.268,0.437
"P06","Pablo Mirolo por el Frente Renovador",0.116,0.05,0.136,0.266,0.062,0
"P06","Marcelo Lugones por Juntos por el Cambio",0.006,0,0,0.181,0.294,0.357
"P06","Emilio Rached por Juntos por el Cambio",0.006,0.059,0,0.022,0.113,0
"P06","Guillermo Suarez Melean por Juntos por el Cambio",0.008,0,0,0,0.042,0
"P06","Natalia Neme por Juntos por el Cambio",0.006,0,0,0,0.009,0
"P06","No sabe",0.031,0.092,0.083,0.078,0.212,0.206
"P08","Angel Nicolai del Frente Cívico por Santiago",0.542,0.585,0.569,0.186,0.163,0.185
"P08","Pablo Mirolo por el Frente renovador",0.236,0.211,0.164,0.251,0.096,0
"P08","Marcelo Lugones por Juntos por el Cambio",0.017,0,0,0.312,0.294,0.167
"P08","Emilio Rached por Juntos por el Cambio",0.011,0,0,0.125,0.134,0
"P08","Rodrigo Posse por Juntos por el Cambio",0.019,0,0.005,0,0.016,0
"P08","Facundo Perez Carletti por Juntos por el Cambio",0,0.011,0.027,0,0.094,0
"P08","Natalia Neme por Juntos por el Cambio",0.023,0.055,0.022,0.004,0.087,0
"P08","A otros candidatos",0.028,0.018,0.075,0.013,0.051,0.073
"P08","No sabe",0.124,0.12,0.138,0.109,0.065,0.575
"P10","El covid-19",0.26,0.188,0.2,0.071,0.02,0
"P10","El desempleo",0.207,0.352,0.337,0.681,0.137,0.148
"P10","El precio del dólar",0.125,0.209,0.031,0,0,0
"P10","La inseguridad",0.069,0.023,0.117,0.004,0,0.119
"P10","La inflación",0.111,0.045,0.145,0.054,0.067,0.073
"P10","La corrupción",0.033,0,0.03,0.08,0.45,0.094
"P10","La pobreza",0.117,0.093,0.087,0.086,0.184,0.195
"P10","Las tarifas",0.034,0,0.004,0,0.02,0.014
"P10","Otro",0.044,0.09,0.049,0.024,0.122,0.357
"P15","Muy buena",0.663,0.388,0.168,0.085,0.023,0
"P15","Buena",0.16,0.353,0.16,0.024,0,0.21
"P15","Ni buena ni mala",0.126,0.241,0.495,0.466,0.066,0.209
"P15","Mala",0.005,0.009,0.055,0.4,0.219,0.057
"P15","Muy mala",0.027,0,0.032,0.012,0.649,0
"P15","No sabe",0.019,0.009,0.09,0.013,0.043,0.524
"P16","Muy buena",0.029,0.044,0.083,0.163,0.247,0.167
"P16","Buena",0.035,0.166,0.057,0.357,0.267,0
"P16","Ni buena ni mala",0.218,0.408,0.437,0.135,0.196,0.091
"P16","Mala",0.381,0.217,0.259,0.297,0.142,0.071
"P16","Muy mala",0.335,0.067,0.155,0.025,0.144,0.119
"P16","No sabe",0.002,0.098,0.009,0.023,0.004,0.552
"P18","Muy buena",0.106,0.048,0.068,0.383,0.285,0.193
"P18","Buena",0.131,0.199,0.135,0.221,0.283,0
"P18","Ni buena ni mala",0.427,0.582,0.544,0.239,0.236,0.016
"P18","Mala",0.142,0.057,0.082,0.133,0.044,0
"P18","Muy mala",0.109,0.014,0,0.012,0.08,0
"P18","No sabe",0.085,0.1,0.171,0.012,0.072,0.791
"P19","Muy buena",0.171,0.015,0.043,0.004,0.048,0
"P19","Buena",0.26,0.39,0.022,0.295,0.097,0.095
"P19","Ni buena ni mala",0.445,0.465,0.678,0.466,0.076,0.015
"P19","Mala",0.069,0.014,0.075,0.219,0.273,0
"P19","Muy mala",0.02,0.01,0.035,0.016,0.463,0.364
"P19","No sabe",0.035,0.106,0.147,0,0.043,0.526
"P20","Si",0.686,0.612,0.419,0.775,0.555,0.327
"P20","No",0.314,0.388,0.581,0.225,0.445,0.673
