"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P12","Gran excedente habitual",0.037,0.014,0.004,0.011,0.033,0.023
"P12","Gran excedente excepcional",0.005,0.001,0.005,0.008,0.002,0
"P12","Pequeño excedente habitual",0.014,0.031,0.023,0.058,0.061,0.017
"P12","Pequeño excedente excepcional",0.027,0.058,0.053,0.069,0.082,0.007
"P12","Alcanza gastos familia",0.09,0.112,0.112,0.178,0.148,0.113
"P12","No alcanza gastos familia",0.065,0.078,0.122,0.1,0.067,0.236
"P12","Solo NBFamiliares",0.203,0.341,0.299,0.277,0.275,0.191
"P12","No alcanza NBFamiliares",0.549,0.363,0.368,0.289,0.33,0.298
"P12","No sabe",0.01,0.002,0.014,0.01,0.002,0.115
"P13","Empleado sector publico",0.474,0.229,0.187,0.195,0.219,0.075
"P13","Empleado sector privado",0.136,0.254,0.196,0.234,0.19,0.082
"P13","Changas o trabajos eventuales",0.195,0.214,0.275,0.174,0.147,0.23
"P13","Estudiante",0.025,0.016,0.035,0.057,0.033,0
"P13","Amas de casa",0.069,0.092,0.09,0.086,0.086,0.115
"P13","Profesional o independiente",0.029,0.083,0.084,0.113,0.139,0.234
"P13","Comerciante, emprendedor o empresario",0.01,0.03,0.038,0.065,0.047,0.045
"P13","Trabajador informal",0.001,0.028,0.028,0.023,0.037,0.014
"P13","No tengo trabajo",0.061,0.054,0.067,0.053,0.102,0.205
"P15","Muy buena",0.397,0.146,0.173,0.273,0.366,0.055
"P15","Buena",0.147,0.297,0.135,0.178,0.179,0.056
"P15","Ni buena ni mala",0.146,0.147,0.264,0.093,0.066,0.133
"P15","Mala",0.12,0.156,0.167,0.223,0.026,0.066
"P15","Muy mala",0.184,0.251,0.25,0.222,0.355,0.301
"P15","No sabe",0.006,0.003,0.011,0.011,0.008,0.389
"P20","Muy buena",0.573,0.19,0.057,0.018,0.042,0.087
"P20","Buena",0.2,0.563,0.183,0.07,0.029,0.019
"P20","Ni buena ni mala",0.113,0.142,0.571,0.267,0.086,0.337
"P20","Mala",0.072,0.068,0.137,0.547,0.274,0.013
"P20","Muy mala",0.038,0.028,0.029,0.083,0.563,0.091
"P20","No sabe",0.004,0.009,0.023,0.015,0.006,0.453
"P21","Gobierno nacional",0.483,0.517,0.334,0.228,0.121,0.178
"P21","Gobierno provincial",0.287,0.293,0.385,0.675,0.806,0.081
"P21","No sabe",0.23,0.19,0.281,0.097,0.073,0.741
"P22","El anterior gobierno de Anabela Carreras",0.338,0.421,0.396,0.363,0.311,0.433
"P22","El actual gobierno de Alberto Weretilneck",0.497,0.444,0.411,0.515,0.653,0.304
"P22","No sabe",0.165,0.135,0.193,0.122,0.036,0.263
"P23","El anterior gobierno de Alberto Fernández",0.339,0.39,0.273,0.29,0.131,0.102
"P23","El actual gobierno de Javier Milei",0.578,0.573,0.6,0.655,0.869,0.898
"P23","No sabe",0.083,0.037,0.127,0.055,0,0
"P24","Si",0.492,0.388,0.34,0.354,0.395,0.099
"P24","No",0.309,0.426,0.355,0.423,0.416,0.269
"P24","No sabe",0.199,0.186,0.305,0.223,0.189,0.632
"P25","Si",0.468,0.308,0.211,0.171,0.13,0.128
"P25","No",0.282,0.32,0.381,0.622,0.697,0.131
"P25","No sabe",0.25,0.372,0.408,0.207,0.173,0.741
"P26","Si",0.781,0.785,0.767,0.812,0.851,0.622
"P26","No",0.219,0.215,0.233,0.188,0.149,0.378
"P27","Estoy totalmente en desacuerdo, las universidades públicas son garantía de promoción social y contribuyen a igualar las oportunidades de todos los argentinos",0.635,0.612,0.508,0.379,0.272,0.395
"P27","Estoy en desacuerdo, sin universidades publicas no puede haber crecimiento sostenible ni mejora de la situación económica del país",0.178,0.172,0.194,0.096,0.135,0.324
"P27","Estoy parcialmente de acuerdo, es necesario una reforma profunda del sistema universitario público, incorporando exámenes de ingreso, arancelamiento para dar becas de estudio y racionalización de la oferta de carreras priorizando aquellas orientadas al desarrollo científico, tecnológico, la salud y el desarrollo económico",0.095,0.12,0.181,0.295,0.278,0.101
"P27","Estoy de acuerdo, las universidades publicas son muy ineficientes y costosas. La mayor parte de alumnos nunca terminan sus estudios, hay gran cantidad de carreras innecesarias y están muy politizadas",0.038,0.06,0.065,0.144,0.13,0.022
"P27","Estoy totalmente de acuerdo, las universidades publicas son centros de adoctrinamiento político y sirven a los intereses de los partidos políticos. Sería mejor utilizar esa plata para becar a los alumnos de escasos recursos para que pudieran elegir en que universidad privada estudiar",0.052,0.035,0.036,0.07,0.177,0.007
"P27","No sabe",0.002,0.001,0.016,0.016,0.008,0.151
"P28","1-Excelente",0.443,0.137,0.157,0.156,0.115,0.247
"P28","2",0.12,0.188,0.088,0.117,0.06,0.013
"P28","3",0.027,0.076,0.068,0.055,0.029,0.015
"P28","4",0.032,0.06,0.059,0.07,0.045,0.003
"P28","5",0.192,0.236,0.233,0.151,0.094,0.247
"P28","6",0.028,0.089,0.066,0.053,0.051,0.04
"P28","7",0.016,0.056,0.07,0.056,0.039,0.074
"P28","8",0.048,0.032,0.039,0.094,0.066,0.009
"P28","9-Pésimo",0.053,0.061,0.141,0.191,0.434,0.201
"P28","No sabe",0.041,0.065,0.079,0.057,0.067,0.151
"P29","1-Excelente",0.339,0.16,0.125,0.163,0.123,0.048
"P29","2",0.134,0.186,0.125,0.131,0.064,0.122
"P29","3",0.088,0.124,0.074,0.065,0.081,0.073
"P29","4",0.065,0.06,0.048,0.068,0.045,0.011
