"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0.024,0.009,0,0.035,0.056,0.003,0.004,0,0.008,0
"P12","Gran excedente excepcional",0.002,0,0,0.024,0.005,0,0.012,0.012,0.002,0
"P12","Pequeño excedente habitual",0.014,0.015,0.032,0.017,0.058,0.029,0.023,0.053,0.043,0.098
"P12","Pequeño excedente excepcional",0.049,0.06,0.044,0.067,0.054,0.122,0.072,0.013,0.035,0.051
"P12","Alcanza gastos familia",0.084,0.113,0.228,0.088,0.155,0.172,0.119,0.156,0.152,0.085
"P12","No alcanza gastos familia",0.088,0.059,0.151,0.093,0.121,0.056,0.083,0.055,0.098,0.122
"P12","Solo NBFamiliares",0.205,0.31,0.279,0.315,0.284,0.269,0.321,0.381,0.298,0.259
"P12","No alcanza NBFamiliares",0.512,0.416,0.263,0.361,0.267,0.349,0.349,0.323,0.357,0.385
"P12","No sabe",0.022,0.018,0.003,0,0,0,0.017,0.007,0.007,0
"P13","Empleado sector publico",0.284,0.206,0.226,0.187,0.205,0.368,0.227,0.276,0.199,0.23
"P13","Empleado sector privado",0.214,0.213,0.213,0.289,0.24,0.101,0.293,0.197,0.16,0.217
"P13","Changas o trabajos eventuales",0.252,0.21,0.173,0.155,0.186,0.141,0.12,0.114,0.293,0.219
"P13","Estudiante",0.012,0.027,0.079,0.048,0.055,0.093,0.02,0.049,0.029,0.025
"P13","Amas de casa",0.072,0.083,0.111,0.098,0.045,0.03,0.054,0.037,0.081,0.117
"P13","Profesional o independiente",0.053,0.096,0.073,0.086,0.123,0.112,0.131,0.231,0.109,0.072
"P13","Comerciante, emprendedor o empresario",0.013,0.048,0.05,0.06,0.069,0.068,0.019,0.051,0.032,0.023
"P13","Trabajador informal",0.034,0.028,0.013,0.012,0.024,0.055,0.064,0.018,0.028,0.016
"P13","No tengo trabajo",0.066,0.089,0.062,0.065,0.053,0.032,0.072,0.027,0.069,0.081
