"var","categoria","Si","No","No sabe"
"P08","Siempre",0.179,0.147,0.216
"P08","Casi siempre",0.382,0.385,0.155
"P08","Casi nunca",0.332,0.309,0.372
"P08","Nunca, pero esta es una excepción",0.107,0.159,0.257
"P09","Muy buena",0.157,0.15,0.165
"P09","Buena",0.222,0.248,0.135
"P09","Ni buena ni mala",0.323,0.385,0.405
"P09","Mala",0.206,0.123,0.204
"P09","Muy mala",0.083,0.093,0.005
"P09","No sabe",0.009,0.001,0.086
"P10","Muy buena",0.208,0.182,0.194
"P10","Buena",0.275,0.309,0.165
"P10","Ni buena ni mala",0.287,0.299,0.36
"P10","Mala",0.14,0.108,0.104
"P10","Muy mala",0.077,0.072,0.043
"P10","No sabe",0.013,0.03,0.134
"P13","Si",0.53,0.5,0.326
"P13","No",0.27,0.304,0.23
"P13","No sabe",0.2,0.196,0.444
"P15","Gobierno nacional",0.306,0.313,0.283
"P15","Gobierno provincial",0.605,0.507,0.384
"P15","No sabe",0.089,0.18,0.333
"P16","El gobierno anterior de Omar Gutierrez",0.48,0.493,0.394
"P16","El actual gobierno de Rolo Figueroa",0.171,0.289,0.232
"P16","No sabe",0.349,0.218,0.374
"P17","El gobierno anterior de Alberto Fernández",0.359,0.514,0.12
"P17","El actual gobierno de Javier Milei",0.553,0.341,0.577
"P17","No sabe",0.088,0.145,0.303
"P18","Muy buena",0.084,0.107,0.081
"P18","Buena",0.248,0.26,0.177
"P18","Ni buena ni mala",0.277,0.215,0.476
"P18","Mala",0.277,0.305,0.179
"P18","Muy mala",0.106,0.105,0.039
"P18","No sabe",0.008,0.008,0.048
"P19","Muy buena",0.082,0.058,0.081
"P19","Buena",0.154,0.187,0.229
"P19","Ni buena ni mala",0.186,0.218,0.438
"P19","Mala",0.364,0.377,0.164
"P19","Muy mala",0.211,0.148,0.073
"P19","No sabe",0.003,0.012,0.015
"P20","Muy buena",0.06,0.051,0.062
"P20","Buena",0.204,0.272,0.226
"P20","Ni buena ni mala",0.289,0.269,0.54
"P20","Mala",0.288,0.294,0.098
"P20","Muy mala",0.15,0.104,0.041
"P20","No sabe",0.009,0.01,0.033
"P21","Muy de acuerdo",0.405,0.318,0.21
"P21","De acuerdo",0.209,0.277,0.217
"P21","Ni de acuerdo ni en desacuerdo",0.206,0.237,0.46
"P21","En desacuerdo",0.116,0.101,0.021
"P21","Muy en desacuerdo",0.052,0.057,0.021
"P21","No sabe",0.012,0.01,0.071
"P22","El estado nacional",0.112,0.154,0.125
"P22","El estado provincial",0.544,0.501,0.441
"P22","Ambos de forma coordinada",0.303,0.267,0.27
"P22","No sabe",0.041,0.078,0.164
"P23","Si",0.734,0.268,0.252
"P23","No",0.199,0.611,0.412
"P23","No sabe",0.067,0.121,0.336
"P24","Excesiva",0.118,0.11,0.036
"P24","Adecuada",0.399,0.416,0.329
"P24","Insuficiente",0.319,0.295,0.229
"P24","Inaceptable",0.125,0.069,0.06
"P24","No sabe",0.039,0.11,0.346
"P26","Si",0.851,0.383,0.35
"P26","No",0.092,0.465,0.194
"P26","No sabe",0.057,0.152,0.456
"P27","Correcta",0.396,0.164,0.142
"P27","Incorrecta",0.514,0.621,0.239
"P27","No sabe",0.09,0.215,0.619
"P29","Correcta",0.587,0.328,0.268
"P29","Incorrecta",0.322,0.406,0.068
"P29","No sabe",0.091,0.266,0.664
"P30","Si",0.856,0.446,0.335
"P30","No",0.112,0.472,0.229
"P30","No sabe",0.032,0.082,0.436
"P31","Adecuada",0.28,0.135,0.117
"P31","Insuficiente",0.077,0.135,0.135
"P31","Excesiva",0.239,0.242,0.263
"P31","Inaceptable",0.372,0.416,0.259
"P31","No sabe",0.032,0.072,0.226
"P33","Si",0.538,0.38,0.241
"P33","No",0.389,0.452,0.355
"P33","No sabe",0.073,0.168,0.404
"P34","Si",0.57,0.49,0.237
"P34","No",0.348,0.389,0.332
"P34","No sabe",0.082,0.121,0.431
"P35","Inseguridad y narcotráfico",0.652,0.274,0.15
