"var","categoria","Si","No","No sabe"
"P08","Siempre",0.203,0.123,0.146
"P08","Casi siempre",0.306,0.402,0.368
"P08","Casi nunca",0.352,0.343,0.324
"P08","Nunca, pero esta es una excepción",0.139,0.132,0.162
"P09","Muy buena",0.175,0.136,0.104
"P09","Buena",0.22,0.264,0.147
"P09","Ni buena ni mala",0.32,0.361,0.479
"P09","Mala",0.176,0.174,0.195
"P09","Muy mala",0.102,0.053,0.031
"P09","No sabe",0.007,0.012,0.044
"P10","Muy buena",0.206,0.182,0.169
"P10","Buena",0.293,0.274,0.214
"P10","Ni buena ni mala",0.278,0.305,0.381
"P10","Mala",0.119,0.146,0.134
"P10","Muy mala",0.088,0.049,0.063
"P10","No sabe",0.016,0.044,0.039
"P13","Si",0.543,0.446,0.425
"P13","No",0.269,0.337,0.188
"P13","No sabe",0.188,0.217,0.387
"P15","Gobierno nacional",0.318,0.292,0.261
"P15","Gobierno provincial",0.588,0.543,0.398
"P15","No sabe",0.094,0.165,0.341
"P16","El gobierno anterior de Omar Gutierrez",0.466,0.445,0.606
"P16","El actual gobierno de Rolo Figueroa",0.19,0.274,0.228
"P16","No sabe",0.344,0.281,0.166
"P17","El gobierno anterior de Alberto Fernández",0.416,0.371,0.198
"P17","El actual gobierno de Javier Milei",0.477,0.508,0.506
"P17","No sabe",0.107,0.121,0.296
"P18","Muy buena",0.108,0.088,0.036
"P18","Buena",0.209,0.293,0.158
"P18","Ni buena ni mala",0.266,0.239,0.456
"P18","Mala",0.307,0.257,0.277
"P18","Muy mala",0.103,0.104,0.064
"P18","No sabe",0.007,0.019,0.009
"P19","Muy buena",0.098,0.046,0.048
"P19","Buena",0.124,0.231,0.144
"P19","Ni buena ni mala",0.201,0.233,0.313
"P19","Mala",0.378,0.321,0.377
"P19","Muy mala",0.198,0.162,0.089
"P19","No sabe",0.001,0.007,0.029
"P20","Muy buena",0.085,0.037,0.014
"P20","Buena",0.218,0.251,0.157
"P20","Ni buena ni mala",0.253,0.325,0.437
"P20","Mala",0.313,0.253,0.269
"P20","Muy mala",0.123,0.124,0.09
"P20","No sabe",0.008,0.01,0.033
"P21","Muy de acuerdo",0.429,0.305,0.178
"P21","De acuerdo",0.229,0.241,0.205
"P21","Ni de acuerdo ni en desacuerdo",0.191,0.239,0.459
"P21","En desacuerdo",0.098,0.13,0.095
"P21","Muy en desacuerdo",0.042,0.064,0.031
"P21","No sabe",0.011,0.021,0.032
"P22","El estado nacional",0.138,0.119,0.107
"P22","El estado provincial",0.554,0.564,0.217
"P22","Ambos de forma coordinada",0.268,0.235,0.549
"P22","No sabe",0.04,0.082,0.127
"P24","Excesiva",0.13,0.11,0.069
"P24","Adecuada",0.442,0.37,0.249
"P24","Insuficiente",0.271,0.313,0.376
"P24","Inaceptable",0.129,0.06,0.066
"P24","No sabe",0.028,0.147,0.24
"P26","Si",0.846,0.4,0.406
"P26","No",0.095,0.435,0.205
"P26","No sabe",0.059,0.165,0.389
"P27","Correcta",0.363,0.182,0.254
"P27","Incorrecta",0.526,0.578,0.332
"P27","No sabe",0.111,0.24,0.414
"P28","Si",0.777,0.309,0.325
"P28","No",0.169,0.563,0.349
"P28","No sabe",0.054,0.128,0.326
"P29","Correcta",0.55,0.39,0.321
"P29","Incorrecta",0.327,0.323,0.3
"P29","No sabe",0.123,0.287,0.379
