"var","categoria","Si","No","No sabe"
"P08","Siempre",0.201,0.132,0.12
"P08","Casi siempre",0.371,0.301,0.32
"P08","Casi nunca",0.301,0.352,0.311
"P08","Nunca, pero esta es una excepción",0.127,0.215,0.249
"P09","Muy buena",0.233,0.062,0.046
"P09","Buena",0.262,0.166,0.127
"P09","Ni buena ni mala",0.367,0.36,0.498
"P09","Mala",0.103,0.273,0.197
"P09","Muy mala",0.033,0.135,0.046
"P09","No sabe",0.002,0.004,0.086
"P10","Muy buena",0.277,0.108,0.118
"P10","Buena",0.292,0.202,0.217
"P10","Ni buena ni mala",0.317,0.325,0.51
"P10","Mala",0.067,0.201,0.068
"P10","Muy mala",0.036,0.14,0.008
"P10","No sabe",0.011,0.024,0.079
"P11","Muy buena",0.339,0.033,0.011
"P11","Buena",0.36,0.059,0.132
"P11","Ni buena ni mala",0.192,0.181,0.464
"P11","Mala",0.076,0.418,0.246
"P11","Muy mala",0.024,0.298,0.056
"P11","No sabe",0.009,0.011,0.091
"P12","Muy buena",0.365,0.026,0.009
"P12","Buena",0.358,0.054,0.1
"P12","Ni buena ni mala",0.21,0.252,0.511
"P12","Mala",0.052,0.378,0.234
"P12","Muy mala",0.014,0.287,0.024
"P12","No sabe",0.001,0.003,0.122
"P13","Si",0.688,0.376,0.243
"P13","No",0.212,0.446,0.097
"P13","No sabe",0.1,0.178,0.66
"P15","Gobierno nacional",0.499,0.131,0.244
"P15","Gobierno provincial",0.37,0.784,0.407
"P15","No sabe",0.131,0.085,0.349
"P16","El gobierno anterior de Omar Gutierrez",0.307,0.514,0.285
"P16","El actual gobierno de Rolo Figueroa",0.337,0.179,0.246
"P16","No sabe",0.356,0.307,0.469
"P17","El gobierno anterior de Alberto Fernández",0.417,0.455,0.25
"P17","El actual gobierno de Javier Milei",0.467,0.426,0.459
"P17","No sabe",0.116,0.119,0.291
"P18","Muy buena",0.165,0.036,0.055
"P18","Buena",0.289,0.151,0.227
"P18","Ni buena ni mala",0.28,0.263,0.303
"P18","Mala",0.23,0.353,0.247
"P18","Muy mala",0.034,0.191,0.132
"P18","No sabe",0.002,0.006,0.036
"P19","Muy buena",0.096,0.023,0.053
"P19","Buena",0.203,0.098,0.162
"P19","Ni buena ni mala",0.226,0.137,0.267
"P19","Mala",0.353,0.399,0.308
"P19","Muy mala",0.119,0.335,0.161
"P19","No sabe",0.003,0.008,0.049
"P20","Muy buena",0.098,0.05,0.007
"P20","Buena",0.277,0.114,0.141
"P20","Ni buena ni mala",0.261,0.263,0.439
"P20","Mala",0.284,0.355,0.192
"P20","Muy mala",0.077,0.205,0.174
"P20","No sabe",0.003,0.013,0.047
"P21","Muy de acuerdo",0.46,0.199,0.159
"P21","De acuerdo",0.215,0.168,0.256
"P21","Ni de acuerdo ni en desacuerdo",0.188,0.289,0.352
"P21","En desacuerdo",0.11,0.205,0.11
"P21","Muy en desacuerdo",0.017,0.122,0.062
"P21","No sabe",0.01,0.017,0.061
"P22","El estado nacional",0.166,0.124,0.066
"P22","El estado provincial",0.591,0.418,0.399
"P22","Ambos de forma coordinada",0.192,0.359,0.382
"P22","No sabe",0.051,0.099,0.153
"P23","Si",0.557,0.55,0.306
"P23","No",0.357,0.388,0.454
"P23","No sabe",0.086,0.062,0.24
"P24","Excesiva",0.125,0.175,0.08
"P24","Adecuada",0.403,0.376,0.339
"P24","Insuficiente",0.301,0.256,0.169
"P24","Inaceptable",0.1,0.135,0.061
"P24","No sabe",0.071,0.058,0.351
"P26","Si",0.746,0.697,0.489
"P26","No",0.179,0.206,0.2
"P26","No sabe",0.075,0.097,0.311
"P27","Correcta",0.362,0.279,0.219
"P27","Incorrecta",0.456,0.634,0.389
"P27","No sabe",0.182,0.087,0.392
"P28","Si",0.624,0.611,0.417
"P28","No",0.302,0.311,0.286
"P28","No sabe",0.074,0.078,0.297
"P29","Correcta",0.451,0.52,0.423
"P29","Incorrecta",0.359,0.319,0.179
"P29","No sabe",0.19,0.161,0.398
"P30","Si",0.725,0.705,0.569
"P30","No",0.198,0.267,0.215
"P30","No sabe",0.077,0.028,0.216
"P31","Adecuada",0.278,0.194,0.146
"P31","Insuficiente",0.097,0.121,0.068
"P31","Excesiva",0.257,0.217,0.123
"P31","Inaceptable",0.322,0.455,0.429
"P31","No sabe",0.046,0.013,0.234
"P33","Si",0.548,0.341,0.456
"P33","No",0.292,0.586,0.304
"P33","No sabe",0.16,0.073,0.24
"P34","Si",0.471,0.597,0.411
"P34","No",0.419,0.332,0.319
"P34","No sabe",0.11,0.071,0.27
"P35","Inseguridad y narcotráfico",0.448,0.529,0.391
"P35","Altos impuestos y tarifas",0.274,0.299,0.233
"P35","Educación y estado de las escuelas",0.153,0.079,0.24
"P35","Inflación",0.066,0.03,0.041
"P35","Estado de la salud",0.018,0.007,0.003
"P35","Corrupción",0.026,0.053,0.053
"P35","Pobreza",0.013,0.001,0
"P35","Medio ambiente, incendios y contaminación",0.001,0,0
"P35","Falta de trabajo",0,0,0
"P35","No sabe",0.001,0.002,0.039
"P39","Muy buena",0.099,0.041,0.025
"P39","Buena",0.354,0.154,0.285
"P39","Ni buena ni mala",0.337,0.333,0.419
"P39","Mala",0.164,0.318,0.232
"P39","Muy mala",0.023,0.127,0.014
"P39","No sabe",0.023,0.027,0.025
"P40","Peor",0.374,0.391,0.307
"P40","Igual",0.42,0.455,0.361
"P40","Mejor",0.12,0.08,0.143
"P40","No sabe",0.086,0.074,0.189
"P41","Peor",0.397,0.348,0.189
"P41","Igual",0.304,0.374,0.232
"P41","Mejor",0.215,0.17,0.278
"P41","No sabe",0.084,0.108,0.301
"P42","El gobierno de Javier Milei",0.433,0.198,0.221
"P42","El gobierno de Alberto Fernández",0.392,0.716,0.51
"P42","Ambos",0.164,0.081,0.165
"P42","No sabe",0.011,0.005,0.104
"P43","Javier Milei",0.315,0.633,0.387
