"var","categoria","Si","No","No sabe"
"P08","Siempre",0.166,0.185,0.159
"P08","Casi siempre",0.349,0.364,0.302
"P08","Casi nunca",0.352,0.324,0.319
"P08","Nunca, pero esta es una excepción",0.133,0.127,0.22
"P09","Muy buena",0.141,0.165,0.184
"P09","Buena",0.213,0.298,0.152
"P09","Ni buena ni mala",0.36,0.288,0.413
"P09","Mala",0.192,0.137,0.192
"P09","Muy mala",0.086,0.092,0.02
"P09","No sabe",0.008,0.02,0.039
"P10","Muy buena",0.183,0.169,0.263
"P10","Buena",0.278,0.349,0.144
"P10","Ni buena ni mala",0.311,0.239,0.362
"P10","Mala",0.133,0.14,0.099
"P10","Muy mala",0.076,0.07,0.056
"P10","No sabe",0.019,0.033,0.076
"P13","Si",0.514,0.465,0.467
"P13","No",0.256,0.393,0.202
"P13","No sabe",0.23,0.142,0.331
"P15","Gobierno nacional",0.305,0.298,0.297
"P15","Gobierno provincial",0.593,0.527,0.381
"P15","No sabe",0.102,0.175,0.322
"P16","El gobierno anterior de Omar Gutierrez",0.473,0.499,0.404
"P16","El actual gobierno de Rolo Figueroa",0.194,0.302,0.193
"P16","No sabe",0.333,0.199,0.403
"P17","El gobierno anterior de Alberto Fernández",0.366,0.481,0.282
"P17","El actual gobierno de Javier Milei",0.515,0.481,0.344
"P17","No sabe",0.119,0.038,0.374
"P18","Muy buena",0.094,0.107,0.053
"P18","Buena",0.215,0.274,0.254
"P18","Ni buena ni mala",0.262,0.243,0.42
"P18","Mala",0.309,0.264,0.19
"P18","Muy mala",0.11,0.112,0.038
"P18","No sabe",0.01,0,0.045
"P19","Muy buena",0.071,0.096,0.056
"P19","Buena",0.139,0.209,0.216
"P19","Ni buena ni mala",0.183,0.221,0.439
"P19","Mala",0.396,0.308,0.213
"P19","Muy mala",0.207,0.155,0.064
"P19","No sabe",0.004,0.011,0.012
"P20","Muy buena",0.065,0.03,0.071
"P20","Buena",0.217,0.275,0.183
"P20","Ni buena ni mala",0.246,0.343,0.494
"P20","Mala",0.32,0.245,0.155
"P20","Muy mala",0.144,0.095,0.064
"P20","No sabe",0.008,0.012,0.033
"P21","Muy de acuerdo",0.406,0.264,0.264
"P21","De acuerdo",0.202,0.334,0.209
"P21","Ni de acuerdo ni en desacuerdo",0.207,0.228,0.436
"P21","En desacuerdo",0.119,0.096,0.037
"P21","Muy en desacuerdo",0.054,0.05,0.027
"P21","No sabe",0.012,0.028,0.027
"P22","El estado nacional",0.139,0.122,0.081
"P22","El estado provincial",0.527,0.55,0.446
"P22","Ambos de forma coordinada",0.285,0.253,0.334
"P22","No sabe",0.049,0.075,0.139
"P23","Si",0.694,0.211,0.228
"P23","No",0.233,0.688,0.447
"P23","No sabe",0.073,0.101,0.325
"P24","Excesiva",0.127,0.11,0.047
"P24","Adecuada",0.418,0.403,0.291
"P24","Insuficiente",0.281,0.317,0.344
"P24","Inaceptable",0.114,0.085,0.021
"P24","No sabe",0.06,0.085,0.297
"P27","Correcta",0.369,0.139,0.131
