"var","categoria","Si","No","No sabe"
"P08","Siempre",0.176,0.185,0.084
"P08","Casi siempre",0.394,0.349,0.246
"P08","Casi nunca",0.316,0.297,0.423
"P08","Nunca, pero esta es una excepción",0.114,0.169,0.247
"P09","Muy buena",0.158,0.162,0.144
"P09","Buena",0.195,0.318,0.187
"P09","Ni buena ni mala",0.363,0.288,0.429
"P09","Mala",0.193,0.143,0.092
"P09","Muy mala",0.084,0.086,0.036
"P09","No sabe",0.007,0.003,0.112
"P10","Muy buena",0.194,0.198,0.207
"P10","Buena",0.287,0.278,0.156
"P10","Ni buena ni mala",0.278,0.343,0.371
"P10","Mala",0.147,0.109,0.029
"P10","Muy mala",0.074,0.062,0.064
"P10","No sabe",0.02,0.01,0.173
"P13","Si",0.507,0.491,0.379
"P13","No",0.265,0.354,0.136
"P13","No sabe",0.228,0.155,0.485
"P15","Gobierno nacional",0.305,0.321,0.314
"P15","Gobierno provincial",0.584,0.527,0.326
"P15","No sabe",0.111,0.152,0.36
"P16","El gobierno anterior de Omar Gutierrez",0.508,0.382,0.571
"P16","El actual gobierno de Rolo Figueroa",0.2,0.284,0.108
"P16","No sabe",0.292,0.334,0.321
"P17","El gobierno anterior de Alberto Fernández",0.425,0.288,0.345
"P17","El actual gobierno de Javier Milei",0.468,0.54,0.495
"P17","No sabe",0.107,0.172,0.16
"P18","Muy buena",0.104,0.063,0.056
"P18","Buena",0.221,0.303,0.291
"P18","Ni buena ni mala",0.255,0.302,0.448
"P18","Mala",0.3,0.243,0.089
"P18","Muy mala",0.112,0.081,0.054
"P18","No sabe",0.008,0.008,0.062
"P19","Muy buena",0.078,0.069,0.063
"P19","Buena",0.129,0.256,0.275
"P19","Ni buena ni mala",0.188,0.262,0.431
"P19","Mala",0.387,0.3,0.116
"P19","Muy mala",0.216,0.097,0.093
"P19","No sabe",0.002,0.016,0.022
"P20","Muy buena",0.058,0.062,0
"P20","Buena",0.202,0.299,0.273
"P20","Ni buena ni mala",0.284,0.335,0.468
"P20","Mala",0.306,0.212,0.158
"P20","Muy mala",0.142,0.079,0.064
"P20","No sabe",0.008,0.013,0.037
"P21","Muy de acuerdo",0.404,0.252,0.271
"P21","De acuerdo",0.208,0.31,0.238
