"var","categoria","Si","No","No sabe"
"P08","Siempre",0.197,0.176,0.127
"P08","Casi siempre",0.371,0.326,0.306
"P08","Casi nunca",0.335,0.35,0.362
"P08","Nunca, pero esta es una excepción",0.097,0.148,0.205
"P09","Muy buena",0.267,0.095,0.024
"P09","Buena",0.306,0.15,0.137
"P09","Ni buena ni mala",0.311,0.26,0.548
"P09","Mala",0.084,0.337,0.177
"P09","Muy mala",0.029,0.158,0.058
"P09","No sabe",0.003,0,0.056
"P10","Muy buena",0.374,0.02,0.052
"P10","Buena",0.348,0.187,0.178
"P10","Ni buena ni mala",0.195,0.263,0.57
"P10","Mala",0.046,0.358,0.076
"P10","Muy mala",0.026,0.147,0.046
"P10","No sabe",0.011,0.025,0.078
"P15","Gobierno nacional",0.408,0.166,0.257
"P15","Gobierno provincial",0.427,0.735,0.525
"P15","No sabe",0.165,0.099,0.218
"P16","El gobierno anterior de Omar Gutierrez",0.541,0.418,0.366
"P16","El actual gobierno de Rolo Figueroa",0.146,0.356,0.159
"P16","No sabe",0.313,0.226,0.475
"P17","El gobierno anterior de Alberto Fernández",0.396,0.474,0.18
"P17","El actual gobierno de Javier Milei",0.486,0.471,0.661
"P17","No sabe",0.118,0.055,0.159
"P18","Muy buena",0.137,0.063,0.052
"P18","Buena",0.279,0.201,0.177
"P18","Ni buena ni mala",0.248,0.277,0.392
"P18","Mala",0.274,0.303,0.249
"P18","Muy mala",0.055,0.155,0.092
"P18","No sabe",0.007,0.001,0.038
"P19","Muy buena",0.107,0.043,0.034
"P19","Buena",0.197,0.159,0.115
"P19","Ni buena ni mala",0.219,0.17,0.334
"P19","Mala",0.357,0.339,0.341
"P19","Muy mala",0.119,0.278,0.164
"P19","No sabe",0.001,0.011,0.012
"P20","Muy buena",0.098,0.013,0.02
"P20","Buena",0.3,0.157,0.143
"P20","Ni buena ni mala",0.289,0.271,0.381
"P20","Mala",0.234,0.32,0.32
"P20","Muy mala",0.069,0.226,0.122
"P20","No sabe",0.01,0.013,0.014
"P21","Muy de acuerdo",0.436,0.267,0.259
"P21","De acuerdo",0.274,0.196,0.195
"P21","Ni de acuerdo ni en desacuerdo",0.174,0.268,0.346
"P21","En desacuerdo",0.081,0.157,0.108
"P21","Muy en desacuerdo",0.027,0.096,0.053
"P21","No sabe",0.008,0.016,0.039
"P22","El estado nacional",0.13,0.163,0.091
"P22","El estado provincial",0.573,0.478,0.445
"P22","Ambos de forma coordinada",0.243,0.323,0.342
"P22","No sabe",0.054,0.036,0.122
"P23","Si",0.565,0.484,0.435
"P23","No",0.336,0.44,0.364
"P23","No sabe",0.099,0.076,0.201
"P24","Excesiva",0.094,0.156,0.113
"P24","Adecuada",0.478,0.334,0.281
"P24","Insuficiente",0.297,0.3,0.298
"P24","Inaceptable",0.084,0.133,0.077
"P24","No sabe",0.047,0.077,0.231
"P26","Si",0.655,0.577,0.651
"P26","No",0.218,0.325,0.148
"P26","No sabe",0.127,0.098,0.201
"P27","Correcta",0.262,0.327,0.281
"P27","Incorrecta",0.573,0.522,0.412
"P27","No sabe",0.165,0.151,0.307
"P28","Si",0.594,0.543,0.493
"P28","No",0.333,0.364,0.288
"P28","No sabe",0.073,0.093,0.219
"P29","Correcta",0.584,0.345,0.356
"P29","Incorrecta",0.277,0.438,0.278
"P29","No sabe",0.139,0.217,0.366
"P30","Si",0.687,0.642,0.65
"P30","No",0.243,0.313,0.162
"P30","No sabe",0.07,0.045,0.188
"P31","Adecuada",0.2,0.259,0.191
"P31","Insuficiente",0.096,0.136,0.078
"P31","Excesiva",0.262,0.234,0.211
"P31","Inaceptable",0.386,0.355,0.376
"P31","No sabe",0.056,0.016,0.144
"P33","Si",0.453,0.464,0.45
"P33","No",0.429,0.4,0.368
"P33","No sabe",0.118,0.136,0.182
"P34","Si",0.574,0.42,0.485
"P34","No",0.321,0.464,0.314
"P34","No sabe",0.105,0.116,0.201
"P35","Inseguridad y narcotráfico",0.534,0.447,0.393
"P35","Altos impuestos y tarifas",0.289,0.325,0.244
"P35","Educación y estado de las escuelas",0.089,0.113,0.222
"P35","Inflación",0.032,0.039,0.066
"P35","Estado de la salud",0.028,0.019,0
"P35","Corrupción",0.017,0.053,0.048
"P35","Pobreza",0.004,0.004,0.006
"P35","Medio ambiente, incendios y contaminación",0.001,0,0
"P35","Falta de trabajo",0.004,0,0
"P35","No sabe",0.002,0,0.021
"P39","Muy buena",0.122,0.053,0.032
"P39","Buena",0.375,0.207,0.199
"P39","Ni buena ni mala",0.317,0.307,0.539
"P39","Mala",0.14,0.314,0.165
"P39","Muy mala",0.034,0.091,0.038
"P39","No sabe",0.012,0.028,0.027
"P40","Peor",0.305,0.405,0.319
"P40","Igual",0.432,0.443,0.472
"P40","Mejor",0.197,0.054,0.098
"P40","No sabe",0.066,0.098,0.111
"P41","Peor",0.244,0.443,0.319
"P41","Igual",0.289,0.343,0.329
"P41","Mejor",0.355,0.112,0.197
"P41","No sabe",0.112,0.102,0.155
"P42","El gobierno de Javier Milei",0.355,0.326,0.278
"P42","El gobierno de Alberto Fernández",0.476,0.511,0.568
"P42","Ambos",0.151,0.14,0.123
"P42","No sabe",0.018,0.023,0.031
"P43","Javier Milei",0.407,0.496,0.442
"P43","Los gobernadores",0.491,0.472,0.376
"P43","No sabe",0.102,0.032,0.182
"P44","Muy buena",0.318,0.091,0.043
"P44","Buena",0.413,0.156,0.191
"P44","Ni buena ni mala",0.229,0.272,0.604
"P44","Mala",0.027,0.332,0.065
"P44","Muy mala",0.006,0.143,0.038
"P44","No sabe",0.007,0.006,0.059
"P45","Muy buena",0.147,0.117,0.042
"P45","Buena",0.299,0.167,0.097
"P45","Ni buena ni mala",0.338,0.268,0.463
"P45","Mala",0.124,0.252,0.199
"P45","Muy mala",0.06,0.188,0.103
"P45","No sabe",0.032,0.008,0.096
"P46","Muy buena",0.112,0.058,0.041
"P46","Buena",0.195,0.145,0.091
