"var","categoria","Si","No","No sabe"
"P08","Siempre",0.179,0.179,0.157
"P08","Casi siempre",0.373,0.381,0.237
"P08","Casi nunca",0.346,0.281,0.342
"P08","Nunca, pero esta es una excepción",0.102,0.159,0.264
"P09","Muy buena",0.175,0.133,0.148
"P09","Buena",0.24,0.227,0.15
"P09","Ni buena ni mala",0.366,0.3,0.392
"P09","Mala",0.161,0.191,0.194
"P09","Muy mala",0.055,0.124,0.068
"P09","No sabe",0.003,0.025,0.048
"P10","Muy buena",0.236,0.152,0.158
"P10","Buena",0.286,0.269,0.257
"P10","Ni buena ni mala",0.31,0.262,0.388
"P10","Mala",0.122,0.167,0.053
"P10","Muy mala",0.042,0.116,0.094
"P10","No sabe",0.004,0.034,0.05
"P13","Si",0.549,0.435,0.393
"P13","No",0.234,0.366,0.254
"P13","No sabe",0.217,0.199,0.353
"P15","Gobierno nacional",0.228,0.392,0.32
"P15","Gobierno provincial",0.672,0.474,0.301
"P15","No sabe",0.1,0.134,0.379
"P16","El gobierno anterior de Omar Gutierrez",0.541,0.358,0.558
"P16","El actual gobierno de Rolo Figueroa",0.138,0.361,0.295
"P16","No sabe",0.321,0.281,0.147
"P17","El gobierno anterior de Alberto Fernández",0.567,0.333,0.144
"P17","El actual gobierno de Javier Milei",0.311,0.605,0.715
"P17","No sabe",0.122,0.062,0.141
"P18","Muy buena",0.088,0.112,0.017
"P18","Buena",0.216,0.288,0.273
"P18","Ni buena ni mala",0.28,0.243,0.388
"P18","Mala",0.29,0.27,0.204
"P18","Muy mala",0.12,0.078,0.098
"P18","No sabe",0.006,0.009,0.02
"P19","Muy buena",0.072,0.086,0.026
"P19","Buena",0.133,0.205,0.254
"P19","Ni buena ni mala",0.194,0.227,0.313
"P19","Mala",0.385,0.337,0.227
"P19","Muy mala",0.216,0.143,0.147
"P19","No sabe",0,0.002,0.033
"P20","Muy buena",0.062,0.039,0.06
"P20","Buena",0.241,0.224,0.228
"P20","Ni buena ni mala",0.271,0.331,0.425
"P20","Mala",0.292,0.269,0.185
"P20","Muy mala",0.128,0.129,0.061
"P20","No sabe",0.006,0.008,0.041
"P21","Muy de acuerdo",0.346,0.376,0.309
"P21","De acuerdo",0.23,0.258,0.195
"P21","Ni de acuerdo ni en desacuerdo",0.245,0.173,0.37
"P21","En desacuerdo",0.113,0.122,0.066
"P21","Muy en desacuerdo",0.058,0.048,0.009
"P21","No sabe",0.008,0.023,0.051
"P22","El estado nacional",0.152,0.087,0.102
"P22","El estado provincial",0.483,0.59,0.473
"P22","Ambos de forma coordinada",0.327,0.237,0.29
"P22","No sabe",0.038,0.086,0.135
"P23","Si",0.591,0.56,0.301
"P23","No",0.313,0.344,0.455
"P23","No sabe",0.096,0.096,0.244
"P24","Excesiva",0.146,0.068,0.094
"P24","Adecuada",0.516,0.274,0.335
"P24","Insuficiente",0.205,0.421,0.307
"P24","Inaceptable",0.076,0.151,0.035
"P24","No sabe",0.057,0.086,0.229
"P26","Si",0.716,0.677,0.385
"P26","No",0.189,0.246,0.267
"P26","No sabe",0.095,0.077,0.348
"P27","Correcta",0.178,0.486,0.196
"P27","Incorrecta",0.714,0.323,0.287
"P27","No sabe",0.108,0.191,0.517
"P28","Si",0.634,0.548,0.358
"P28","No",0.32,0.359,0.309
"P28","No sabe",0.046,0.093,0.333
"P29","Correcta",0.648,0.284,0.268
"P29","Incorrecta",0.194,0.563,0.204
"P29","No sabe",0.158,0.153,0.528
"P30","Si",0.728,0.67,0.461
"P30","No",0.216,0.283,0.224
"P30","No sabe",0.056,0.047,0.315
"P31","Adecuada",0.105,0.401,0.143
"P31","Insuficiente",0.075,0.121,0.18
"P31","Excesiva",0.243,0.218,0.328
"P31","Inaceptable",0.559,0.197,0.167
"P31","No sabe",0.018,0.063,0.182
"P33","Si",0.37,0.593,0.372
"P33","No",0.521,0.327,0.208
"P33","No sabe",0.109,0.08,0.42
"P35","Inseguridad y narcotráfico",0.556,0.4,0.381
"P35","Altos impuestos y tarifas",0.246,0.36,0.266
"P35","Educación y estado de las escuelas",0.088,0.118,0.295
"P35","Inflación",0.037,0.053,0.029
"P35","Estado de la salud",0.024,0.019,0.002
"P35","Corrupción",0.037,0.041,0.006
"P35","Pobreza",0.002,0.007,0.008
"P35","Medio ambiente, incendios y contaminación",0,0,0
"P35","Falta de trabajo",0.003,0.002,0
"P35","No sabe",0.007,0,0.013
"P39","Muy buena",0.107,0.07,0.024
"P39","Buena",0.284,0.287,0.311
"P39","Ni buena ni mala",0.357,0.366,0.387
"P39","Mala",0.193,0.187,0.216
"P39","Muy mala",0.05,0.065,0.017
"P39","No sabe",0.009,0.025,0.045
"P40","Peor",0.295,0.411,0.297
"P40","Igual",0.479,0.4,0.427
"P40","Mejor",0.141,0.113,0.166
"P40","No sabe",0.085,0.076,0.11
"P41","Peor",0.274,0.385,0.305
"P41","Igual",0.312,0.341,0.246
"P41","Mejor",0.327,0.148,0.226
"P41","No sabe",0.087,0.126,0.223
"P42","El gobierno de Javier Milei",0.214,0.466,0.401
"P42","El gobierno de Alberto Fernández",0.652,0.376,0.313
"P42","Ambos",0.108,0.151,0.239
"P42","No sabe",0.026,0.007,0.047
"P43","Javier Milei",0.57,0.303,0.317
"P43","Los gobernadores",0.336,0.653,0.414
"P43","No sabe",0.094,0.044,0.269
"P44","Muy buena",0.216,0.177,0.13
"P44","Buena",0.303,0.287,0.25
"P44","Ni buena ni mala",0.323,0.274,0.478
"P44","Mala",0.113,0.167,0.038
"P44","Muy mala",0.043,0.074,0.033
"P44","No sabe",0.002,0.021,0.071
"P45","Muy buena",0.107,0.145,0.07
"P45","Buena",0.211,0.237,0.175
"P45","Ni buena ni mala",0.322,0.346,0.44
"P45","Mala",0.209,0.15,0.127
"P45","Muy mala",0.129,0.084,0.075
"P45","No sabe",0.022,0.038,0.113
"P46","Muy buena",0.079,0.063,0.131
"P46","Buena",0.143,0.178,0.159
"P46","Ni buena ni mala",0.212,0.244,0.311
"P46","Mala",0.364,0.309,0.256
"P46","Muy mala",0.196,0.181,0.093
"P46","No sabe",0.006,0.025,0.05
"P47","Muy buena",0.101,0.029,0.097
"P47","Buena",0.136,0.142,0.109
"P47","Ni buena ni mala",0.389,0.424,0.505
"P47","Mala",0.205,0.189,0.097
"P47","Muy mala",0.122,0.167,0.098
"P47","No sabe",0.047,0.049,0.094
"P48","Muy buena",0.135,0.151,0.129
"P48","Buena",0.134,0.249,0.192
