"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P04","Gran excedente habitual",0.027,0.003,0.003,0.011,0.033,0
"P04","Gran excedente excepcional",0.017,0.005,0.009,0.012,0.01,0.007
"P04","Pequeño excedente habitual",0.118,0.104,0.08,0.119,0.113,0.025
"P04","Pequeño excedente excepcional",0.169,0.155,0.114,0.17,0.103,0.042
"P04","Alcanza gastos familia",0.123,0.161,0.18,0.172,0.176,0.095
"P04","No alcanza gastos familia",0.084,0.084,0.081,0.082,0.074,0.211
"P04","Solo NBFamiliares",0.229,0.309,0.272,0.241,0.255,0.33
"P04","No alcanza NBFamiliares",0.229,0.171,0.26,0.191,0.233,0.273
"P04","No sabe",0.004,0.008,0.001,0.002,0.003,0.017
"P05","Muy buena",0.116,0.073,0.051,0.044,0.072,0.062
"P05","Buena",0.159,0.121,0.071,0.092,0.03,0.146
"P05","Ni buena ni mala",0.266,0.181,0.165,0.091,0.025,0.247
"P05","Mala",0.223,0.279,0.283,0.285,0.224,0.26
"P05","Muy mala",0.236,0.346,0.43,0.488,0.649,0.285
"P06","Muy buena",0.119,0.058,0.028,0.009,0.015,0.05
"P06","Buena",0.21,0.126,0.044,0.059,0.024,0.052
"P06","Ni buena ni mala",0.268,0.221,0.177,0.09,0.026,0.22
"P06","Mala",0.18,0.222,0.244,0.23,0.173,0.271
"P06","Muy mala",0.223,0.373,0.507,0.612,0.762,0.407
"P07","Muy buena",0.2,0.093,0.049,0.038,0.057,0.022
"P07","Buena",0.255,0.211,0.123,0.119,0.071,0.074
"P07","Ni buena ni mala",0.267,0.341,0.341,0.241,0.293,0.306
"P07","Mala",0.171,0.208,0.25,0.394,0.277,0.305
"P07","Muy mala",0.107,0.147,0.237,0.208,0.302,0.293
"P08","Muy buena",0.097,0.012,0.029,0.026,0.027,0.024
"P08","Buena",0.282,0.205,0.129,0.137,0.117,0.086
"P08","Ni buena ni mala",0.353,0.413,0.426,0.372,0.336,0.398
"P08","Mala",0.149,0.276,0.247,0.322,0.264,0.238
