"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P04","Gran excedente habitual",0.031,0.007,0.008,0.012,0.028,0.004
"P04","Gran excedente excepcional",0.013,0.021,0.005,0.018,0.013,0.002
"P04","Pequeño excedente habitual",0.133,0.123,0.071,0.103,0.095,0.049
"P04","Pequeño excedente excepcional",0.17,0.161,0.135,0.111,0.123,0.095
"P04","Alcanza gastos familia",0.097,0.136,0.191,0.153,0.148,0.132
"P04","No alcanza gastos familia",0.09,0.087,0.088,0.075,0.098,0.117
"P04","Solo NBFamiliares",0.27,0.285,0.247,0.303,0.23,0.305
"P04","No alcanza NBFamiliares",0.194,0.176,0.254,0.211,0.261,0.287
"P04","No sabe",0.002,0.004,0.001,0.014,0.004,0.009
"P05","Muy buena",0.126,0.057,0.073,0.056,0.083,0.079
"P05","Buena",0.195,0.136,0.089,0.065,0.041,0.096
"P05","Ni buena ni mala",0.299,0.318,0.142,0.074,0.044,0.163
"P05","Mala",0.224,0.263,0.295,0.302,0.181,0.279
"P05","Muy mala",0.156,0.226,0.401,0.503,0.651,0.383
"P06","Muy buena",0.155,0.082,0.031,0.035,0.017,0.031
"P06","Buena",0.277,0.181,0.057,0.033,0.017,0.09
"P06","Ni buena ni mala",0.292,0.344,0.156,0.108,0.012,0.151
"P06","Mala",0.173,0.199,0.257,0.262,0.165,0.241
"P06","Muy mala",0.103,0.194,0.499,0.562,0.789,0.487
"P07","Muy buena",0.265,0.105,0.07,0.059,0.038,0.075
"P07","Buena",0.282,0.293,0.132,0.103,0.072,0.15
"P07","Ni buena ni mala",0.244,0.308,0.323,0.277,0.276,0.343
"P07","Mala",0.159,0.2,0.243,0.391,0.267,0.257
"P07","Muy mala",0.05,0.094,0.232,0.17,0.347,0.175
"P08","Muy buena",0.122,0.038,0.017,0.042,0.034,0.011
"P08","Buena",0.359,0.269,0.116,0.11,0.122,0.123
"P08","Ni buena ni mala",0.327,0.419,0.446,0.327,0.285,0.453
"P08","Mala",0.133,0.186,0.25,0.384,0.281,0.237
"P08","Muy mala",0.059,0.088,0.171,0.137,0.278,0.176
"P09","Muy buena",0.218,0.076,0.036,0.056,0.031,0.019
"P09","Buena",0.343,0.298,0.108,0.109,0.082,0.159
"P09","Ni buena ni mala",0.232,0.334,0.322,0.242,0.153,0.3
"P09","Mala",0.136,0.175,0.277,0.331,0.305,0.3
"P09","Muy mala",0.071,0.117,0.257,0.262,0.429,0.222
"P10","Muy buena",0.238,0.09,0.058,0.089,0.062,0.032
"P10","Buena",0.338,0.371,0.163,0.147,0.135,0.201
"P10","Ni buena ni mala",0.286,0.341,0.414,0.401,0.379,0.383
"P10","Mala",0.085,0.122,0.237,0.242,0.211,0.316
"P10","Muy mala",0.053,0.076,0.128,0.121,0.213,0.068
"P11","Ha aumentado significativamente",0.202,0.1,0.029,0.062,0.027,0.048
"P11","Ha aumentado ligeramente",0.286,0.281,0.137,0.097,0.089,0.106
"P11","Se mantiene igual",0.311,0.332,0.328,0.247,0.225,0.281
"P11","Ha disminuido ligeramente",0.128,0.18,0.249,0.258,0.239,0.338
"P11","Ha disminuido significativamente",0.073,0.107,0.257,0.336,0.42,0.227
"P12","Muy baja",0.11,0.06,0.048,0.131,0.031,0.064
"P12","Baja",0.061,0.089,0.046,0.027,0.013,0.051
"P12","Moderada",0.182,0.148,0.094,0.067,0.037,0.109
"P12","Alta",0.376,0.327,0.195,0.149,0.092,0.186
"P12","Muy alta",0.271,0.376,0.617,0.626,0.827,0.59
"P13","Muy bajas",0.087,0.043,0.041,0.069,0.09,0.037
"P13","Bajas",0.069,0.104,0.112,0.126,0.137,0.075
"P13","Adecuadas",0.406,0.363,0.24,0.219,0.167,0.3
"P13","Altas",0.275,0.309,0.318,0.29,0.208,0.298
"P13","Muy altas",0.163,0.181,0.289,0.296,0.398,0.29
"P14","No, ninguna dificultad",0.423,0.361,0.223,0.255,0.236,0.234
"P14","Alguna dificultad ocasional",0.311,0.305,0.369,0.298,0.311,0.334
"P14","Sí, dificultades frecuentes",0.266,0.334,0.408,0.447,0.453,0.432
"P15","Sí, absolutamente",0.721,0.559,0.383,0.3,0.197,0.345
"P15","Sí, en cierta medida",0.194,0.333,0.367,0.36,0.299,0.371
"P15","No, en absoluto",0.085,0.108,0.25,0.34,0.504,0.284
"P16","Reducir la inflación",0.506,0.502,0.392,0.36,0.246,0.343
"P16","Implementar reformas fiscales",0.102,0.118,0.097,0.1,0.074,0.053
"P16","Establecer políticas de control de precios",0.283,0.222,0.143,0.094,0.086,0.176
"P16","Reducir el gasto público",0.067,0.109,0.293,0.385,0.531,0.356
"P16","Estimular la inversión extranjera",0.027,0.033,0.051,0.051,0.046,0.053
