"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P04","Gran excedente habitual",0.02,0.008,0.008,0.029,0.023,0.023
"P04","Gran excedente excepcional",0.018,0.015,0.007,0.02,0.009,0.009
"P04","Pequeño excedente habitual",0.145,0.13,0.058,0.054,0.055,0.063
"P04","Pequeño excedente excepcional",0.142,0.164,0.117,0.11,0.133,0.103
"P04","Alcanza gastos familia",0.115,0.16,0.141,0.125,0.127,0.134
"P04","No alcanza gastos familia",0.106,0.087,0.095,0.088,0.085,0.101
"P04","Solo NBFamiliares",0.243,0.28,0.32,0.27,0.224,0.232
"P04","No alcanza NBFamiliares",0.208,0.154,0.253,0.301,0.329,0.324
"P04","No sabe",0.003,0.002,0.001,0.003,0.015,0.011
"P05","Muy buena",0.141,0.057,0.057,0.084,0.043,0.076
"P05","Buena",0.175,0.136,0.075,0.087,0.048,0.068
"P05","Ni buena ni mala",0.276,0.28,0.163,0.112,0.044,0.158
"P05","Mala",0.241,0.245,0.286,0.307,0.212,0.309
"P05","Muy mala",0.167,0.282,0.419,0.41,0.653,0.389
"P06","Muy buena",0.152,0.06,0.033,0.046,0.028,0.039
"P06","Buena",0.214,0.178,0.067,0.064,0.012,0.053
"P06","Ni buena ni mala",0.283,0.269,0.177,0.133,0.039,0.166
"P06","Mala",0.174,0.217,0.248,0.237,0.141,0.29
"P06","Muy mala",0.177,0.276,0.475,0.52,0.78,0.452
"P07","Muy buena",0.234,0.118,0.053,0.059,0.042,0.071
"P07","Buena",0.256,0.254,0.144,0.144,0.112,0.086
"P07","Ni buena ni mala",0.24,0.305,0.365,0.271,0.288,0.291
"P07","Mala",0.18,0.199,0.253,0.291,0.238,0.361
"P07","Muy mala",0.09,0.124,0.185,0.235,0.32,0.191
"P08","Muy buena",0.11,0.033,0.022,0.04,0.053,0.016
"P08","Buena",0.279,0.255,0.125,0.142,0.097,0.132
"P08","Ni buena ni mala",0.381,0.424,0.418,0.348,0.287,0.383
"P08","Mala",0.16,0.203,0.279,0.281,0.276,0.278
"P08","Muy mala",0.07,0.085,0.156,0.189,0.287,0.191
"P09","Muy buena",0.188,0.072,0.036,0.059,0.034,0.031
"P09","Buena",0.293,0.288,0.135,0.118,0.074,0.135
"P09","Ni buena ni mala",0.265,0.315,0.298,0.241,0.156,0.286
"P09","Mala",0.161,0.192,0.292,0.273,0.283,0.334
"P09","Muy mala",0.093,0.133,0.239,0.309,0.453,0.214
"P10","Muy buena",0.218,0.09,0.049,0.082,0.088,0.03
"P10","Buena",0.294,0.307,0.208,0.156,0.121,0.191
"P10","Ni buena ni mala",0.283,0.404,0.424,0.334,0.3,0.384
"P10","Mala",0.144,0.129,0.197,0.294,0.272,0.279
"P10","Muy mala",0.061,0.07,0.122,0.134,0.219,0.116
"P11","Ha aumentado significativamente",0.184,0.077,0.043,0.04,0.065,0.037
"P11","Ha aumentado ligeramente",0.27,0.259,0.137,0.132,0.093,0.127
"P11","Se mantiene igual",0.283,0.344,0.303,0.266,0.177,0.259
"P11","Ha disminuido ligeramente",0.164,0.177,0.26,0.294,0.194,0.332
"P11","Ha disminuido significativamente",0.099,0.143,0.257,0.268,0.471,0.245
"P12","Muy baja",0.112,0.056,0.056,0.055,0.079,0.083
"P12","Baja",0.034,0.07,0.056,0.065,0.034,0.048
"P12","Moderada",0.172,0.155,0.094,0.088,0.01,0.044
"P12","Alta",0.373,0.297,0.191,0.203,0.053,0.19
"P12","Muy alta",0.309,0.422,0.603,0.589,0.824,0.635
"P13","Muy bajas",0.077,0.05,0.046,0.07,0.092,0.032
"P13","Bajas",0.113,0.129,0.085,0.081,0.12,0.074
"P13","Adecuadas",0.352,0.353,0.268,0.201,0.113,0.196
"P13","Altas",0.312,0.291,0.317,0.355,0.223,0.34
"P13","Muy altas",0.146,0.177,0.284,0.293,0.452,0.358
"P14","No, ninguna dificultad",0.447,0.37,0.201,0.219,0.217,0.226
"P14","Alguna dificultad ocasional",0.275,0.353,0.375,0.262,0.248,0.322
"P14","Sí, dificultades frecuentes",0.278,0.277,0.424,0.519,0.535,0.452
"P15","Sí, absolutamente",0.686,0.492,0.376,0.4,0.288,0.436
"P15","Sí, en cierta medida",0.199,0.329,0.378,0.301,0.247,0.371
"P15","No, en absoluto",0.115,0.179,0.246,0.299,0.465,0.193
"P16","Reducir la inflación",0.478,0.413,0.423,0.394,0.364,0.4
"P16","Implementar reformas fiscales",0.099,0.133,0.071,0.085,0.055,0.074
"P16","Establecer políticas de control de precios",0.258,0.246,0.133,0.125,0.06,0.122
"P16","Reducir el gasto público",0.099,0.15,0.308,0.343,0.485,0.336
"P16","Estimular la inversión extranjera",0.042,0.04,0.052,0.045,0.035,0.038
"P16","Aumentar los subsidios a los servicios públicos",0.024,0.018,0.013,0.008,0.001,0.03
"P17","Fomentar la competencia entre proveedores",0.419,0.231,0.321,0.218,0.438,0.339
"P17","Incrementar la inversión en infraestructura",0.157,0.361,0.169,0.141,0.176,0.162
