"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P04","Gran excedente habitual",0.029,0.011,0.012,0.01,0.035,0.007
"P04","Gran excedente excepcional",0.024,0.017,0.011,0.005,0.016,0.004
"P04","Pequeño excedente habitual",0.16,0.097,0.092,0.065,0.076,0.052
"P04","Pequeño excedente excepcional",0.14,0.178,0.14,0.082,0.082,0.115
"P04","Alcanza gastos familia",0.095,0.167,0.14,0.151,0.118,0.143
"P04","No alcanza gastos familia",0.088,0.079,0.083,0.122,0.088,0.132
"P04","Solo NBFamiliares",0.201,0.292,0.293,0.289,0.247,0.272
"P04","No alcanza NBFamiliares",0.263,0.157,0.227,0.268,0.335,0.257
"P04","No sabe",0,0.002,0.002,0.008,0.003,0.018
"P05","Muy buena",0.203,0.084,0.056,0.073,0.066,0.052
"P05","Buena",0.198,0.155,0.085,0.057,0.059,0.09
"P05","Ni buena ni mala",0.244,0.302,0.182,0.112,0.048,0.175
"P05","Mala",0.228,0.215,0.281,0.348,0.207,0.305
"P05","Muy mala",0.127,0.244,0.396,0.41,0.62,0.378
"P06","Muy buena",0.277,0.06,0.034,0.027,0.052,0.034
"P06","Buena",0.242,0.222,0.092,0.021,0.009,0.064
"P06","Ni buena ni mala",0.256,0.32,0.192,0.18,0.027,0.159
"P06","Mala",0.119,0.201,0.235,0.246,0.136,0.28
"P06","Muy mala",0.106,0.197,0.447,0.526,0.776,0.463
"P07","Muy buena",0.352,0.134,0.066,0.011,0.052,0.083
"P07","Buena",0.227,0.304,0.167,0.126,0.069,0.102
"P07","Ni buena ni mala",0.212,0.294,0.33,0.31,0.251,0.331
"P07","Mala",0.145,0.184,0.266,0.343,0.199,0.287
"P07","Muy mala",0.064,0.084,0.171,0.21,0.429,0.197
"P08","Muy buena",0.231,0.025,0.024,0.005,0.044,0.013
"P08","Buena",0.311,0.293,0.165,0.088,0.085,0.116
"P08","Ni buena ni mala",0.291,0.409,0.427,0.421,0.252,0.407
"P08","Mala",0.121,0.193,0.255,0.317,0.259,0.284
"P08","Muy mala",0.046,0.08,0.129,0.169,0.36,0.18
"P09","Muy buena",0.297,0.072,0.047,0.025,0.05,0.039
"P09","Buena",0.288,0.336,0.167,0.083,0.068,0.146
"P09","Ni buena ni mala",0.218,0.318,0.292,0.325,0.156,0.253
"P09","Mala",0.129,0.167,0.276,0.336,0.226,0.309
"P09","Muy mala",0.068,0.107,0.218,0.231,0.5,0.253
"P10","Muy buena",0.327,0.113,0.066,0.041,0.08,0.026
"P10","Buena",0.293,0.356,0.229,0.147,0.095,0.2
"P10","Ni buena ni mala",0.261,0.344,0.398,0.442,0.249,0.4
"P10","Mala",0.067,0.14,0.205,0.255,0.277,0.249
"P10","Muy mala",0.052,0.047,0.102,0.115,0.299,0.125
"P11","Ha aumentado significativamente",0.271,0.107,0.051,0.04,0.045,0.033
"P11","Ha aumentado ligeramente",0.308,0.285,0.166,0.079,0.085,0.134
"P11","Se mantiene igual",0.223,0.355,0.307,0.309,0.159,0.271
"P11","Ha disminuido ligeramente",0.115,0.141,0.253,0.298,0.22,0.305
"P11","Ha disminuido significativamente",0.083,0.112,0.223,0.274,0.491,0.257
"P12","Muy baja",0.152,0.059,0.056,0.085,0.072,0.055
"P12","Baja",0.071,0.073,0.048,0.045,0.017,0.049
"P12","Moderada",0.157,0.19,0.102,0.066,0.044,0.06
"P12","Alta",0.376,0.358,0.207,0.211,0.085,0.19
"P12","Muy alta",0.244,0.32,0.587,0.593,0.782,0.646
"P13","Muy bajas",0.13,0.048,0.044,0.046,0.098,0.034
"P13","Bajas",0.082,0.095,0.109,0.121,0.13,0.083
"P13","Adecuadas",0.381,0.389,0.272,0.179,0.107,0.267
"P13","Altas",0.289,0.341,0.306,0.328,0.235,0.295
"P13","Muy altas",0.118,0.127,0.269,0.326,0.43,0.321
"P14","No, ninguna dificultad",0.484,0.353,0.272,0.143,0.204,0.225
"P14","Alguna dificultad ocasional",0.251,0.322,0.362,0.307,0.23,0.363
"P14","Sí, dificultades frecuentes",0.265,0.325,0.366,0.55,0.566,0.412
"P15","Sí, absolutamente",0.756,0.549,0.387,0.406,0.331,0.391
"P15","Sí, en cierta medida",0.157,0.303,0.363,0.322,0.23,0.381
"P15","No, en absoluto",0.087,0.148,0.25,0.272,0.439,0.228
"P16","Reducir la inflación",0.466,0.465,0.411,0.411,0.306,0.389
"P16","Implementar reformas fiscales",0.088,0.157,0.083,0.064,0.066,0.09
"P16","Establecer políticas de control de precios",0.284,0.211,0.146,0.112,0.185,0.144
"P16","Reducir el gasto público",0.076,0.132,0.31,0.302,0.393,0.31
"P16","Estimular la inversión extranjera",0.045,0.027,0.038,0.081,0.05,0.039
"P16","Aumentar los subsidios a los servicios públicos",0.041,0.008,0.012,0.03,0,0.028
"P17","Fomentar la competencia entre proveedores",0.271,0.264,0.323,0.283,0.389,0.326
"P17","Incrementar la inversión en infraestructura",0.203,0.241,0.202,0.191,0.207,0.152
"P17","Implementar políticas de subsidios focalizados en grupos vulnerable",0.213,0.201,0.164,0.173,0.083,0.143
"P17","Realizar auditorías periódicas a las empresas de servicios públicos",0.313,0.294,0.311,0.353,0.321,0.379
"P18","Muy positiva",0.628,0.26,0.104,0.105,0.081,0.075
"P18","Positiva",0.135,0.447,0.194,0.093,0.089,0.111
"P18","Neutral",0.112,0.185,0.511,0.342,0.108,0.206
"P18","Algo negativa",0.066,0.066,0.107,0.283,0.135,0.071
"P18","Negativa",0.031,0.022,0.048,0.121,0.524,0.058
"P18","No sabe",0.028,0.02,0.036,0.056,0.063,0.479
"P19","Muy positivo",0.751,0.181,0.063,0.02,0.015,0.034
"P19","Positivo",0.142,0.611,0.142,0.043,0.006,0.077
"P19","Neutral",0.052,0.16,0.63,0.241,0.119,0.097
"P19","Algo negativo",0.017,0.005,0.083,0.561,0.096,0.044
"P19","Negativo",0.011,0.017,0.043,0.093,0.709,0.034
"P19","No sabe",0.027,0.026,0.039,0.042,0.055,0.714
"P21","Muy positiva",0.868,0.466,0.258,0.128,0.071,0.225
"P21","Positiva",0.079,0.423,0.204,0.206,0.077,0.212
"P21","Neutral",0.044,0.074,0.397,0.209,0.179,0.163
"P21","Algo negativa",0.004,0.013,0.066,0.293,0.091,0.068
"P21","Negativa",0.003,0.02,0.056,0.14,0.552,0.084
"P21","No sabe",0.002,0.004,0.019,0.024,0.03,0.248
"P22","Muy positivo",0.848,0.502,0.255,0.16,0.061,0.235
"P22","Positivo",0.086,0.323,0.269,0.191,0.09,0.236
"P22","Neutral",0.02,0.126,0.288,0.226,0.185,0.233
