"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P04","Gran excedente habitual",0.019,0.003,0.011,0.014,0.026,0.014
"P04","Gran excedente excepcional",0.018,0.01,0.008,0.014,0.015,0.004
"P04","Pequeño excedente habitual",0.109,0.098,0.077,0.088,0.082,0.026
"P04","Pequeño excedente excepcional",0.153,0.128,0.111,0.189,0.126,0.064
"P04","Alcanza gastos familia",0.128,0.141,0.167,0.14,0.127,0.113
"P04","No alcanza gastos familia",0.084,0.082,0.082,0.112,0.138,0.107
"P04","Solo NBFamiliares",0.26,0.303,0.318,0.25,0.193,0.342
"P04","No alcanza NBFamiliares",0.227,0.232,0.219,0.19,0.29,0.309
"P04","No sabe",0.002,0.003,0.007,0.003,0.003,0.021
"P05","Muy buena",0.112,0.054,0.054,0.059,0.075,0.089
"P05","Buena",0.165,0.085,0.085,0.054,0.035,0.123
"P05","Ni buena ni mala",0.317,0.222,0.095,0.052,0.045,0.143
"P05","Mala",0.228,0.312,0.265,0.365,0.187,0.323
"P05","Muy mala",0.178,0.327,0.501,0.47,0.658,0.322
"P06","Muy buena",0.133,0.032,0.023,0.02,0.028,0.06
"P06","Buena",0.23,0.102,0.036,0.039,0.01,0.038
"P06","Ni buena ni mala",0.312,0.24,0.116,0.058,0.023,0.159
"P06","Mala",0.176,0.275,0.234,0.252,0.124,0.289
"P06","Muy mala",0.149,0.351,0.591,0.631,0.815,0.454
"P07","Muy buena",0.207,0.054,0.061,0.032,0.04,0.058
"P07","Buena",0.275,0.177,0.111,0.104,0.079,0.085
"P07","Ni buena ni mala",0.252,0.366,0.34,0.32,0.269,0.244
"P07","Mala",0.169,0.277,0.258,0.348,0.248,0.344
"P07","Muy mala",0.097,0.126,0.23,0.196,0.364,0.269
"P08","Muy buena",0.093,0.014,0.022,0.016,0.027,0.024
"P08","Buena",0.286,0.185,0.097,0.126,0.109,0.073
"P08","Ni buena ni mala",0.389,0.425,0.415,0.338,0.298,0.435
"P08","Mala",0.152,0.256,0.288,0.4,0.246,0.287
"P08","Muy mala",0.08,0.12,0.178,0.12,0.32,0.181
"P09","Muy buena",0.141,0.043,0.033,0.048,0.042,0.039
"P09","Buena",0.315,0.19,0.088,0.096,0.059,0.153
"P09","Ni buena ni mala",0.286,0.331,0.255,0.257,0.178,0.287
"P09","Mala",0.157,0.254,0.323,0.326,0.272,0.281
"P09","Muy mala",0.101,0.182,0.301,0.273,0.449,0.24
"P10","Muy buena",0.176,0.056,0.065,0.054,0.042,0.054
"P10","Buena",0.322,0.259,0.162,0.169,0.128,0.127
"P10","Ni buena ni mala",0.31,0.416,0.418,0.378,0.325,0.365
"P10","Mala",0.127,0.178,0.245,0.266,0.261,0.291
"P10","Muy mala",0.065,0.091,0.11,0.133,0.244,0.163
"P11","Ha aumentado significativamente",0.156,0.059,0.03,0.019,0.034,0.049
"P11","Ha aumentado ligeramente",0.269,0.205,0.096,0.101,0.097,0.118
"P11","Se mantiene igual",0.302,0.337,0.312,0.208,0.157,0.317
"P11","Ha disminuido ligeramente",0.163,0.234,0.281,0.305,0.228,0.286
"P11","Ha disminuido significativamente",0.11,0.165,0.281,0.367,0.484,0.23
"P12","Muy baja",0.092,0.063,0.075,0.049,0.026,0.074
"P12","Baja",0.071,0.063,0.032,0.028,0.009,0.107
"P12","Moderada",0.18,0.103,0.096,0.05,0.022,0.042
"P12","Alta",0.334,0.267,0.156,0.171,0.075,0.203
"P12","Muy alta",0.323,0.504,0.641,0.702,0.868,0.574
"P13","Muy bajas",0.055,0.032,0.061,0.073,0.097,0.038
"P13","Bajas",0.065,0.095,0.138,0.157,0.153,0.083
"P13","Adecuadas",0.38,0.304,0.202,0.17,0.165,0.206
"P13","Altas",0.304,0.336,0.303,0.344,0.185,0.34
"P13","Muy altas",0.196,0.233,0.296,0.256,0.4,0.333
"P14","No, ninguna dificultad",0.386,0.267,0.214,0.233,0.243,0.156
"P14","Alguna dificultad ocasional",0.284,0.352,0.394,0.341,0.26,0.366
"P14","Sí, dificultades frecuentes",0.33,0.381,0.392,0.426,0.497,0.478
"P15","Sí, absolutamente",0.668,0.438,0.28,0.304,0.196,0.461
"P15","Sí, en cierta medida",0.227,0.381,0.393,0.351,0.309,0.292
"P15","No, en absoluto",0.105,0.181,0.327,0.345,0.495,0.247
"P16","Reducir la inflación",0.481,0.415,0.405,0.335,0.242,0.434
"P16","Implementar reformas fiscales",0.094,0.114,0.092,0.084,0.08,0.056
"P16","Establecer políticas de control de precios",0.271,0.16,0.095,0.11,0.082,0.213
"P16","Reducir el gasto público",0.096,0.239,0.356,0.432,0.518,0.258
"P16","Estimular la inversión extranjera",0.03,0.058,0.046,0.022,0.068,0.019
"P16","Aumentar los subsidios a los servicios públicos",0.028,0.014,0.006,0.017,0.01,0.02
"P17","Fomentar la competencia entre proveedores",0.247,0.28,0.376,0.314,0.399,0.372
"P17","Incrementar la inversión en infraestructura",0.18,0.22,0.209,0.232,0.231,0.097
"P17","Implementar políticas de subsidios focalizados en grupos vulnerable",0.243,0.18,0.114,0.104,0.059,0.163
"P17","Realizar auditorías periódicas a las empresas de servicios públicos",0.33,0.32,0.301,0.35,0.311,0.368
"P18","Muy positiva",0.351,0.126,0.062,0.057,0.07,0.122
"P18","Positiva",0.253,0.276,0.146,0.16,0.079,0.075
"P18","Neutral",0.242,0.378,0.492,0.353,0.233,0.218
"P18","Algo negativa",0.078,0.099,0.109,0.213,0.171,0.08
"P18","Negativa",0.025,0.024,0.098,0.139,0.392,0.142
"P18","No sabe",0.051,0.097,0.093,0.078,0.055,0.363
"P19","Muy positivo",0.334,0.086,0.03,0.024,0.026,0.033
"P19","Positivo",0.28,0.274,0.083,0.061,0.043,0.072
"P19","Neutral",0.252,0.395,0.56,0.396,0.236,0.197
"P19","Algo negativo",0.04,0.088,0.125,0.27,0.15,0.075
"P19","Negativo",0.02,0.026,0.09,0.162,0.466,0.119
"P19","No sabe",0.074,0.131,0.112,0.087,0.079,0.504
"P20","Muy positivo",0.258,0.037,0.009,0.017,0.017,0.032
"P20","Positivo",0.245,0.22,0.093,0.031,0.039,0.033
"P20","Neutral",0.357,0.525,0.61,0.486,0.338,0.268
"P20","Algo negativo",0.042,0.07,0.09,0.262,0.106,0.088
"P20","Negativo",0.016,0.033,0.074,0.118,0.418,0.124
"P20","No sabe",0.082,0.115,0.124,0.086,0.082,0.455
"P21","Muy positiva",0.806,0.174,0.047,0.032,0.015,0.093
"P21","Positiva",0.082,0.629,0.149,0.097,0.026,0.042
"P21","Neutral",0.072,0.153,0.667,0.306,0.122,0.171
"P21","Algo negativa",0.016,0.012,0.054,0.464,0.075,0.161
"P21","Negativa",0.006,0.015,0.033,0.089,0.742,0.06
"P21","No sabe",0.018,0.017,0.05,0.012,0.02,0.473
"P23","Muy positivo",0.789,0.087,0.032,0.026,0.014,0.038
"P23","Positivo",0.124,0.735,0.118,0.108,0.02,0.105
"P23","Neutral",0.058,0.154,0.754,0.266,0.199,0.176
"P23","Algo negativo",0.011,0.012,0.033,0.492,0.069,0.019
"P23","Negativo",0.009,0.005,0.031,0.08,0.66,0.037
"P23","No sabe",0.009,0.007,0.032,0.028,0.038,0.625
"P24","Muy positiva",0.489,0.101,0.028,0.045,0.015,0.14
"P24","Positiva",0.259,0.447,0.122,0.122,0.06,0.102
"P24","Neutral",0.142,0.269,0.527,0.306,0.207,0.228
"P24","Algo negativa",0.034,0.068,0.124,0.313,0.099,0.085
"P24","Negativa",0.031,0.049,0.124,0.171,0.552,0.042
"P24","No sabe",0.045,0.066,0.075,0.043,0.067,0.403
"P25","Muy positivo",0.416,0.082,0.04,0.047,0.017,0.079
"P25","Positivo",0.297,0.382,0.087,0.121,0.028,0.095
"P25","Neutral",0.166,0.31,0.514,0.256,0.164,0.185
"P25","Algo negativo",0.044,0.076,0.162,0.327,0.116,0.106
"P25","Negativo",0.028,0.067,0.125,0.184,0.59,0.051
"P25","No sabe",0.049,0.083,0.072,0.065,0.085,0.484
"P26","Muy positivo",0.367,0.058,0.04,0.038,0.009,0.094
"P26","Positivo",0.281,0.345,0.071,0.128,0.039,0.034
"P26","Neutral",0.25,0.418,0.553,0.351,0.248,0.133
"P26","Algo negativo",0.034,0.053,0.158,0.207,0.137,0.046
"P26","Negativo",0.028,0.047,0.092,0.18,0.483,0.07
"P26","No sabe",0.04,0.079,0.086,0.096,0.084,0.623
"P27","Muy positiva",0.666,0.301,0.152,0.133,0.125,0.139
"P27","Positiva",0.154,0.359,0.28,0.198,0.105,0.131
"P27","Neutral",0.115,0.212,0.388,0.299,0.171,0.065
"P27","Algo negativa",0.031,0.049,0.066,0.179,0.135,0.079
"P27","Negativa",0.018,0.033,0.083,0.123,0.441,0.082
"P27","No sabe",0.016,0.046,0.031,0.068,0.023,0.504
"P28","Muy positivo",0.663,0.257,0.124,0.154,0.133,0.132
"P28","Positivo",0.181,0.389,0.262,0.148,0.138,0.119
"P28","Neutral",0.083,0.209,0.416,0.269,0.139,0.132
"P28","Algo negativo",0.042,0.08,0.074,0.255,0.095,0.056
"P28","Negativo",0.019,0.024,0.079,0.13,0.473,0.058
"P28","No sabe",0.012,0.041,0.045,0.044,0.022,0.503
"P29","Muy positivo",0.597,0.24,0.129,0.14,0.143,0.116
"P29","Positivo",0.165,0.304,0.221,0.17,0.088,0.158
"P29","Neutral",0.198,0.319,0.476,0.371,0.266,0.125
"P29","Algo negativo",0.013,0.053,0.051,0.188,0.084,0.04
"P29","Negativo",0.015,0.036,0.071,0.086,0.385,0.102
"P29","No sabe",0.012,0.048,0.052,0.045,0.034,0.459
