"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","En juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.053,0.13,0.167,0.078
"P06","En Juntos por el cambio, A Andrés Petrillo con el apoyo de Jorge Macri",0.09,0.174,0.203,0.201
"P06","En juntos por el Cambio,a Mauricio D’alessandro",0.009,0.057,0.087,0.061
"P06","En el frente de todos, a Gabriel Katopodis con el apoyo de Alberto Fernández",0.559,0.327,0.168,0.223
"P06","En el frente de todos, a Juan Esleiman con el apoyo de Sergio Massa",0.124,0.078,0.071,0.088
"P06","En el frente de todos, a Leonardo Grosso",0.105,0.038,0.033,0.075
"P06","Al candidato de Javier Milei",0.002,0.069,0.199,0.13
"P06","Al Candidato de la izquierda",0.016,0.016,0.006,0.014
"P06","No sabe",0.042,0.111,0.066,0.13
"P08","En Juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.132,0.13,0.239,0.102
"P08","En Juntos por el Cambio, a Andrés Petrillo con el apoyo de Jorge Macri",0.061,0.152,0.181,0.138
"P08","En Juntos por el Cambio, a Mauricio D’alessandro",0.054,0.073,0.096,0.063
"P08","En el Frente de Todos, a Fernando Moreira con el apoyo de Alberto Fernández",0.47,0.263,0.143,0.176
"P08","En el Frente de Todos, a Juan Esleiman con el apoyo de Sergio Massa",0.117,0.093,0.033,0.062
"P08","En el Frente de Todos, a Leonardo Grosso",0.127,0.076,0.047,0.13
"P08","Al candidato de Javier Milei",0.002,0.091,0.19,0.133
"P08","Al Candidato del Frente de Izquierda",0,0.016,0.011,0.01
"P08","No sabe",0.037,0.106,0.06,0.186
"P10","A Santiago López Medrano por Juntos por el Cambio",0.124,0.304,0.484,0.162
"P10","A Gabriel Katopodis por el Frente de Todos",0.781,0.391,0.14,0.314
"P10","Al candidato de los liberales libertarios",0.044,0.111,0.216,0.188
"P10","Al candidato del Frente de Izquierda",0.012,0.049,0.047,0.037
"P10","No sabe",0.039,0.145,0.113,0.299
"P12","A Santiago López Medrano por Juntos por el Cambio",0.198,0.322,0.45,0.183
"P12","A Fernando Moreira por el Frente de Todos",0.677,0.326,0.141,0.29
"P12","Al candidato de los liberales libertarios",0.007,0.108,0.207,0.171
"P12","Al candidato del Frente de Izquierda",0.022,0.031,0.022,0.01
"P12","No sabe",0.096,0.213,0.18,0.346
"P14","A Santiago López Medrano por Juntos por el Cambio",0.163,0.339,0.45,0.143
"P14","A Juan Esleiman por el Frente de Todos",0.548,0.339,0.159,0.262
"P14","Al candidato de los liberales libertarios",0.014,0.111,0.199,0.195
"P14","Al candidato del Frente de Izquierda",0.061,0.017,0.045,0.016
"P14","No sabe",0.214,0.194,0.147,0.384
"P16","A Andrés Petrillo por Juntos por el Cambio",0.201,0.289,0.398,0.182
"P16","A Gabriel Katopodis por el Frente de Todos",0.714,0.42,0.211,0.339
"P16","Al candidato de los liberales libertarios",0.018,0.105,0.23,0.169
"P16","Al candidato del Frente de Izquierda",0.006,0.011,0.014,0.024
"P16","No sabe",0.061,0.175,0.147,0.286
"P17","A Andrés Petrillo por Juntos por el Cambio",0.178,0.313,0.403,0.191
"P17","A Fernando Moreira por el Frente de Todos",0.746,0.366,0.134,0.301
"P17","Al candidato de los liberales libertarios",0.009,0.128,0.221,0.18
"P17","Al candidato del Frente de Izquierda",0.006,0.036,0.022,0.015
"P17","No sabe",0.061,0.157,0.22,0.313
"P18","A Andrés Petrillo por Juntos por el Cambio",0.179,0.319,0.422,0.186
"P18","A Juan Esleiman por el Frente de Todos",0.582,0.312,0.138,0.241
"P18","Al candidato de los liberales libertarios",0.017,0.127,0.215,0.197
"P18","Al candidato del Frente de Izquierda",0.038,0.029,0.031,0.017
"P18","No sabe",0.184,0.213,0.194,0.359
"P19","Lo votaría",0.125,0.138,0.234,0.021
"P19","Puede que lo vote",0.142,0.147,0.173,0.105
"P19","Nunca lo votaría",0.59,0.36,0.417,0.324
"P19","No sabe",0.143,0.355,0.176,0.55
"P20","Lo votaría",0.539,0.085,0.098,0.077
"P20","Puede que lo vote",0.247,0.255,0.043,0.105
"P20","Nunca lo votaría",0.126,0.365,0.776,0.308
"P20","No sabe",0.088,0.295,0.083,0.51
"P21","Lo votaría",0.152,0.151,0.191,0.068
"P21","Puede que lo vote",0.166,0.172,0.183,0.11
"P21","Nunca lo votaría",0.538,0.378,0.413,0.348
"P21","No sabe",0.144,0.299,0.213,0.474
"P22","Lo votaría",0.695,0.301,0.143,0.235
"P22","Puede que lo vote",0.14,0.162,0.123,0.148
"P22","Nunca lo votaría",0.122,0.386,0.659,0.41
"P22","No sabe",0.043,0.151,0.075,0.207
"P23","Lo votaría",0.146,0.099,0.2,0.106
"P23","Puede que lo vote",0.15,0.277,0.19,0.102
"P23","Nunca lo votaría",0.549,0.379,0.429,0.393
"P23","No sabe",0.155,0.245,0.181,0.399
"P24","Lo votaría",0.255,0.06,0.06,0.04
"P24","Puede que lo vote",0.252,0.227,0.131,0.135
"P24","Nunca lo votaría",0.33,0.429,0.613,0.311
"P24","No sabe",0.163,0.284,0.196,0.514
"P25","Lo votaría",0.251,0.041,0.083,0.117
"P25","Puede que lo vote",0.244,0.134,0.106,0.082
"P25","Nunca lo votaría",0.324,0.509,0.628,0.323
"P25","No sabe",0.181,0.316,0.183,0.478
"P26","En Juntos por el Cambio, a Horacio Rodríguez Larreta presidente con Diego Santilli de gobernador",0.17,0.247,0.202,0.123
"P26","En Juntos por el Cambio, a Patricia Bullrich presidenta con Joaquín De La Torre de gobernador",0.158,0.188,0.328,0.162
"P26","En el Frente de Todos, a Alberto Fernández presidente con Victoria Tolosa paz de gobernadora",0.135,0.186,0.147,0.138
"P26","En el Frente de Todos, a Sergio Massa presidente con Axel Kicillof de gobernador",0.448,0.217,0.083,0.321
"P26","Por los liberales, a  Javier Milei presidente con Carolina Píparo de gobernadora",0.002,0.066,0.155,0.11
"P26","Solo como gobernador a José Luis Espert",0.007,0.015,0.024,0.021
"P26","A los candidatos a presidente y gobernador del Frente de Izquierda",0.025,0.01,0.01,0.005
"P26","No sabe",0.055,0.071,0.051,0.12
"P27","En Juntos por el Cambio, a Mauricio Macri presidente con Cristian Ritondo de gobernador",0.073,0.191,0.172,0.067
"P27","En Juntos por el Cambio, a Horacio Rodríguez Larreta presidente con Diego Santilli de gobernador",0.125,0.15,0.159,0.123
"P27","En Juntos por el Cambio, a Patricia Bullrich presidenta con Joaquín De La Torre de gobernador",0.052,0.147,0.202,0.097
"P27","En el Frente de Todos, a Alberto Fernández presidente con Victoria Tolosa paz de gobernadora",0.139,0.143,0.092,0.11
"P27","En el Frente de Todos, a Sergio Massa presidente con Axel Kicillof de gobernador",0.533,0.22,0.132,0.321
"P27","Por los liberales, a Javier Milei presidente con Carolina Píparo de gobernadora",0.007,0.068,0.128,0.107
"P27","Solo como gobernador a José Luis Espert",0.013,0.019,0.034,0.036
"P27","A los candidatos a presidente y gobernador del Frente de Izquierda",0.025,0.022,0.04,0.044
"P27","No sabe",0.033,0.04,0.041,0.095
"P28","A Horacio Rodríguez Larreta presidente con Diego Santilli de gobernador por Juntos por el Cambio",0.183,0.23,0.253,0.189
"P28","A Sergio Massa presidente con Axel Kicillof de gobernador por el Frente de Todos",0.651,0.321,0.116,0.257
"P28","A Javier Milei presidente con Carolina Píparo de gobernadora por la Libertad Avanza",0.018,0.16,0.231,0.163
"P28","Solo como gobernador a José Luis Espert",0.023,0.125,0.114,0.071
"P28","A los candidatos a presidente y gobernador del Frente de Izquierda",0.034,0.059,0.097,0.06
"P28","No sabe",0.091,0.105,0.189,0.26
"P29","A Patricia Bullrich presidenta con Joaquín De La Torre de gobernador por Juntos por el Cambio",0.206,0.323,0.444,0.205
"P29","A Sergio Massa presidente con Axel Kicillof de gobernador por el Frente de Todos",0.69,0.329,0.174,0.332
"P29","A Javier Milei presidente con Carolina Píparo de gobernadora por la Libertad Avanza",0.015,0.137,0.192,0.148
"P29","Solo como gobernador a José Luis Espert",0.005,0.031,0.042,0.062
"P29","A los candidatos a presidente y gobernador del Frente de Izquierda",0.007,0.039,0.026,0.005
"P29","No sabe",0.077,0.141,0.122,0.248
"P30","A Mauricio Macri presidente con Cristian Ritondo de gobernador por Juntos por el Cambio",0.167,0.29,0.392,0.226
"P30","A Sergio Massa presidente con Axel Kicillof de gobernador por el Frente de Todos",0.706,0.32,0.12,0.351
"P30","A Javier Milei presidente con Carolina Píparo de gobernadora por la Libertad Avanza",0.025,0.15,0.182,0.153
"P30","Solo como gobernador a José Luis Espert",0.003,0.103,0.121,0.057
"P30","A los candidatos a presidente y gobernador del Frente de Izquierda",0.026,0.033,0.025,0.007
"P30","No sabe",0.073,0.104,0.16,0.206
"P31","Positiva",0.391,0.166,0.207,0.077
"P31","Neutra",0.156,0.659,0.328,0.043
"P31","Negativa",0.22,0.107,0.31,0.055
"P31","No sabe",0.233,0.068,0.155,0.825
"P33","Positiva",0.361,0.124,0.155,0.066
"P33","Neutra",0.219,0.617,0.188,0.065
"P33","Negativa",0.26,0.189,0.475,0.09
"P33","No sabe",0.16,0.07,0.182,0.779
"P34","Positiva",0.809,0.369,0.122,0.267
"P34","Neutra",0.101,0.383,0.135,0.165
"P34","Negativa",0.075,0.236,0.692,0.278
"P34","No sabe",0.015,0.012,0.051,0.29
"P35","Positiva",0.351,0.235,0.231,0.193
"P35","Neutra",0.223,0.5,0.235,0.13
"P35","Negativa",0.322,0.21,0.451,0.242
"P35","No sabe",0.104,0.055,0.083,0.435
"P36","Positiva",0.36,0.144,0.115,0.061
"P36","Neutra",0.358,0.592,0.251,0.155
"P36","Negativa",0.132,0.138,0.499,0.087
"P36","No sabe",0.15,0.126,0.135,0.697
"P37","Positiva",0.482,0.083,0.104,0.119
"P37","Neutra",0.3,0.631,0.227,0.12
"P37","Negativa",0.098,0.146,0.504,0.101
"P37","No sabe",0.12,0.14,0.165,0.66
"P38","Positiva",0.802,0.134,0.073,0.124
"P38","Neutra",0.106,0.544,0.092,0.174
"P38","Negativa",0.069,0.266,0.812,0.252
