"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","En juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0,0.041,0.121,0.213,0.178,0.106
"P06","En Juntos por el cambio, A Andrés Petrillo con el apoyo de Jorge Macri",0.16,0.052,0.217,0.222,0.106,0.167
"P06","En juntos por el Cambio,a Mauricio D’alessandro",0,0.023,0.057,0.098,0.027,0.074
"P06","En el frente de todos, a Gabriel Katopodis con el apoyo de Alberto Fernández",0.302,0.613,0.349,0.254,0.221,0.255
"P06","En el frente de todos, a Juan Esleiman con el apoyo de Sergio Massa",0.099,0.059,0.099,0.048,0.047,0.104
"P06","En el frente de todos, a Leonardo Grosso",0.407,0.105,0.022,0,0,0.01
"P06","Al candidato de Javier Milei",0,0.021,0.053,0.143,0.255,0.148
"P06","Al Candidato de la izquierda",0.032,0.005,0.018,0,0,0.014
"P06","No sabe",0,0.081,0.064,0.022,0.166,0.122
"P08","En Juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.156,0.131,0.175,0.146,0.142,0.172
"P08","En Juntos por el Cambio, a Andrés Petrillo con el apoyo de Jorge Macri",0.097,0.033,0.18,0.161,0.089,0.129
"P08","En Juntos por el Cambio, a Mauricio D’alessandro",0.038,0.124,0.073,0.135,0.037,0.053
"P08","En el Frente de Todos, a Fernando Moreira con el apoyo de Alberto Fernández",0.144,0.439,0.295,0.206,0.254,0.244
"P08","En el Frente de Todos, a Juan Esleiman con el apoyo de Sergio Massa",0.041,0.112,0.082,0.088,0.039,0.093
"P08","En el Frente de Todos, a Leonardo Grosso",0.492,0.125,0.038,0.026,0.004,0.031
"P08","Al candidato de Javier Milei",0,0.021,0.075,0.226,0.249,0.101
"P08","Al Candidato del Frente de Izquierda",0.032,0,0.009,0,0.007,0.011
"P08","No sabe",0,0.015,0.073,0.012,0.179,0.166
"P10","A Santiago López Medrano por Juntos por el Cambio",0.032,0.109,0.375,0.412,0.254,0.288
"P10","A Gabriel Katopodis por el Frente de Todos",0.832,0.68,0.395,0.221,0.189,0.278
"P10","Al candidato de los liberales libertarios",0.042,0.124,0.1,0.261,0.288,0.118
"P10","Al candidato del Frente de Izquierda",0.053,0.067,0.026,0.047,0.025,0.042
"P10","No sabe",0.041,0.02,0.104,0.059,0.244,0.274
"P12","A Santiago López Medrano por Juntos por el Cambio",0.275,0.205,0.33,0.404,0.285,0.27
"P12","A Fernando Moreira por el Frente de Todos",0.546,0.56,0.4,0.28,0.159,0.262
"P12","Al candidato de los liberales libertarios",0,0.007,0.106,0.189,0.286,0.133
"P12","Al candidato del Frente de Izquierda",0.063,0.082,0.011,0.006,0.007,0.017
"P12","No sabe",0.116,0.146,0.153,0.121,0.263,0.318
"P14","A Santiago López Medrano por Juntos por el Cambio",0.078,0.149,0.377,0.445,0.261,0.254
"P14","A Juan Esleiman por el Frente de Todos",0.706,0.488,0.339,0.223,0.154,0.189
"P14","Al candidato de los liberales libertarios",0.032,0.007,0.108,0.189,0.247,0.152
"P14","Al candidato del Frente de Izquierda",0.036,0.117,0.029,0.014,0.046,0.022
"P14","No sabe",0.148,0.239,0.147,0.129,0.292,0.383
"P16","A Andrés Petrillo por Juntos por el Cambio",0.224,0.158,0.314,0.419,0.205,0.251
"P16","A Gabriel Katopodis por el Frente de Todos",0.697,0.739,0.44,0.353,0.215,0.303
"P16","Al candidato de los liberales libertarios",0,0,0.124,0.182,0.317,0.125
"P16","Al candidato del Frente de Izquierda",0.021,0.005,0.01,0,0,0.021
"P16","No sabe",0.058,0.098,0.112,0.046,0.263,0.3
"P17","A Andrés Petrillo por Juntos por el Cambio",0.208,0.099,0.345,0.459,0.232,0.252
"P17","A Fernando Moreira por el Frente de Todos",0.71,0.79,0.403,0.185,0.189,0.253
"P17","Al candidato de los liberales libertarios",0,0,0.125,0.182,0.305,0.153
"P17","Al candidato del Frente de Izquierda",0.033,0.046,0.02,0.014,0,0.021
"P17","No sabe",0.049,0.065,0.107,0.16,0.274,0.321
"P18","A Andrés Petrillo por Juntos por el Cambio",0.176,0.099,0.369,0.474,0.232,0.23
"P18","A Juan Esleiman por el Frente de Todos",0.639,0.706,0.324,0.192,0.161,0.18
"P18","Al candidato de los liberales libertarios",0.032,0,0.116,0.182,0.299,0.142
"P18","Al candidato del Frente de Izquierda",0.033,0.039,0.034,0.014,0.006,0.037
"P18","No sabe",0.12,0.156,0.157,0.138,0.302,0.411
"P19","Lo votaría",0.121,0.089,0.146,0.286,0.165,0.096
"P19","Puede que lo vote",0.18,0.153,0.151,0.129,0.166,0.124
"P19","Nunca lo votaría",0.573,0.627,0.438,0.354,0.445,0.324
"P19","No sabe",0.126,0.131,0.265,0.231,0.224,0.456
