"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P07","Al candidato del Frente de Todos",0.465,0.182,0.103,0.131,0.535
"P07","Al candidato de Juntos por el Cambio",0.504,0.702,0.658,0.406,0.429
"P07","Al candidato de los liberales - libertarios",0.016,0.021,0.095,0,0
"P07","Al candidato de la Izquierda",0,0,0,0.04,0
"P07","A otro candidato",0.012,0.088,0.112,0,0
"P07","No sabe",0.003,0.007,0.032,0.423,0.036
"P08","A Julio Zamora por el Frente de Todos",0.259,0.16,0.133,0.513,0.572
"P08","A Malena Galmarini por el Frente de Todos",0.031,0.028,0.032,0.014,0.026
"P08","A Segundo Cernadas por Cambiemos",0.518,0.524,0.262,0.385,0.201
"P08","A Nicolás Massot por Cambiemos",0.183,0.167,0.416,0.073,0
"P08","Al candidato de los liberales libertarios",0,0.08,0.053,0.015,0.201
"P08","A Paula Akerfeld por el Frente de Izquierda",0,0.003,0.004,0,0
"P08","No sabe",0.009,0.038,0.1,0,0
"P10","A Julio Zamora por el Frente de Todos",0.26,0.135,0.198,0.105,0.506
"P10","A Segundo Cernadas por Cambiemos",0.575,0.54,0.606,0.838,0.293
"P10","Al candidato de los liberales libertarios",0.086,0.269,0.052,0.029,0.201
"P10","A Paula Akerfeld por el Frente de Izquierda",0.009,0.007,0.007,0,0
"P10","No sabe",0.07,0.049,0.137,0.028,0
"P12","A Malena Galmarini por el Frente de Todos",0.138,0.05,0.142,0.408,0.066
"P12","A Segundo Cernadas por Cambiemos",0.679,0.736,0.645,0.459,0.443
"P12","Al candidato de los liberales libertarios",0.012,0.167,0.007,0.015,0.491
"P12","A Paula Akerfeld por el Frente de Izquierda",0.013,0,0.021,0,0
"P12","No sabe",0.158,0.047,0.185,0.118,0
"P14","Muy buena",0.174,0.074,0.005,0.408,0.18
"P14","Buena",0.041,0.013,0.023,0,0
"P14","Ni buena ni mala",0.339,0.16,0.067,0.044,0.625
"P14","Mala",0.163,0.115,0.326,0.224,0.063
"P14","Muy mala",0.266,0.544,0.569,0.246,0.132
"P14","No sabe",0.017,0.094,0.01,0.078,0
"P15","Muy buena",0.286,0.183,0.098,0.528,0.18
"P15","Buena",0.261,0.104,0.088,0.21,0.036
"P15","Ni buena ni mala",0.095,0.267,0.216,0.176,0.652
"P15","Mala",0.206,0.164,0.394,0.058,0.026
"P15","Muy mala",0.149,0.245,0.201,0.028,0.106
"P15","No sabe",0.003,0.037,0.003,0,0
"P16","Muy buena",0.524,0.433,0.342,0.069,0.069
"P16","Buena",0.194,0.226,0.262,0.603,0.375
"P16","Ni buena ni mala",0.125,0.203,0.233,0.223,0.29
"P16","Mala",0.035,0.036,0.139,0.09,0.065
"P16","Muy mala",0.023,0.079,0.004,0,0
"P16","No sabe",0.099,0.023,0.02,0.015,0.201
"P17","Muy buena",0.03,0.127,0.005,0,0
"P17","Buena",0.036,0.014,0.027,0.408,0.253
"P17","Ni buena ni mala",0.446,0.41,0.279,0.31,0.382
"P17","Mala",0.024,0.047,0.122,0.014,0
"P17","Muy mala",0.027,0.098,0.133,0,0
"P17","No sabe",0.437,0.304,0.434,0.268,0.365
"P18","Muy buena",0.074,0.225,0.217,0.043,0.095
"P18","Buena",0.107,0.098,0.159,0.466,0.348
"P18","Ni buena ni mala",0.396,0.408,0.39,0.309,0.066
"P18","Mala",0.067,0.062,0.113,0.09,0
"P18","Muy mala",0,0.027,0.068,0,0
"P18","No sabe",0.356,0.18,0.053,0.092,0.491
"P19","Muy buena",0.357,0.12,0.113,0.422,0.18
"P19","Buena",0.101,0.149,0.079,0.356,0.303
"P19","Ni buena ni mala",0.277,0.253,0.254,0.165,0.095
"P19","Mala",0.145,0.34,0.295,0.057,0.099
"P19","Muy mala",0.106,0.138,0.259,0,0.033
"P19","No sabe",0.014,0,0,0,0.29
"P20","Que continúe el intendente Julio Zamora",0.28,0.123,0.024,0.512,0.216
"P20","Que continúe Julio Zamora pero con mejoras",0.234,0.12,0.22,0.086,0.356
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.16,0.135,0.159,0.246,0.227
"P20","Que cambie el intendente Julio Zamora",0.326,0.622,0.597,0.156,0.201
"P21","La seguridad",0.413,0.343,0.312,0.837,0.674
"P21","El tránsito",0.089,0.023,0.007,0,0.066
"P21","El arreglo de las calles",0.17,0.088,0.045,0.055,0.201
"P21","El estado de las escuelas y la educación",0.043,0.046,0.04,0,0
"P21","El sistema de salud",0.07,0.083,0.052,0,0.026
"P21","El deporte y la cultura",0.044,0.156,0.141,0.043,0
"P21","La obra pública",0.013,0.009,0.015,0,0
"P21","La luminaria",0.058,0.039,0.18,0.014,0
"P21","No sabe",0.1,0.213,0.208,0.051,0.033
"P22","La seguridad",0.384,0.19,0.197,0.055,0.29
"P22","El tránsito",0.098,0.095,0.133,0.043,0
"P22","El arreglo de las calles",0.138,0.266,0.084,0.295,0.095
"P22","El estado de las escuelas y la educación",0.124,0.078,0.171,0.503,0.446
"P22","El sistema de salud",0.133,0.126,0.12,0.09,0
"P22","El deporte y la cultura",0.02,0.07,0.034,0,0
"P22","La obra pública",0.021,0.02,0.058,0,0.099
"P22","La luminaria",0.013,0.02,0.024,0,0
"P22","No sabe",0.069,0.135,0.179,0.014,0.07
"P23","Agua corriente y cloacas",0.486,0.551,0.558,0.479,0.684
"P23","Energía eléctrica",0.078,0.124,0.063,0.058,0
"P23","Red de gas natural",0.101,0.011,0.075,0.041,0
"P23","Recolección de residuos",0.096,0.19,0.097,0.422,0.026
"P23","Ninguno",0.239,0.124,0.207,0,0.29
"P24","Los robos",0.348,0.208,0.153,0.014,0.53
"P24","El narcotráfico",0.232,0.366,0.446,0.13,0.216
"P24","La ausencia de patrulleros y personal policial",0.337,0.255,0.075,0.183,0.228
"P24","Otro",0.08,0.107,0.192,0.265,0
"P24","Ninguno",0.003,0.064,0.134,0.408,0.026
"P30","Seguro lo votaria",0.21,0.319,0.137,0.421,0.138
"P30","Quizás lo votaría",0.376,0.349,0.396,0.229,0.619
"P30","Nunca lo votaría",0.414,0.332,0.467,0.35,0.243
