"var","categoria","Si","No"
"P04","Tengo trabajo estable",0.477,0.446
"P04","Realizo changas o trabajos de vez en cuando",0.172,0.159
"P04","No tengo trabajo",0.151,0.181
"P04","Soy jubilado o pensionado",0.2,0.214
"P05","1",0.296,0.319
"P05","2",0.084,0.065
"P05","3",0.076,0.073
"P05","4",0.087,0.065
"P05","5",0.189,0.194
"P05","6",0.048,0.033
"P05","7",0.071,0.075
"P05","8",0.042,0.07
"P05","9",0.107,0.106
"P06","1",0.257,0.245
"P06","2",0.054,0.05
"P06","3",0.054,0.055
"P06","4",0.046,0.058
"P06","5",0.179,0.18
"P06","6",0.059,0.033
"P06","7",0.075,0.066
"P06","8",0.067,0.082
"P06","9",0.209,0.231
"P07","1",0.366,0.347
"P07","2",0.04,0.026
"P07","3",0.054,0.031
"P07","4",0.021,0.031
"P07","5",0.104,0.127
"P07","6",0.038,0.012
"P07","7",0.036,0.034
"P07","8",0.041,0.048
"P07","9",0.3,0.344
"P09","Del Frente de Todos y el peronismo",0.329,0.311
"P09","De Juntos por el cambio",0.361,0.311
"P09","De los Liberales libertarios",0.189,0.214
"P09","De la Izquierda",0.02,0.033
"P09","No sabe",0.101,0.131
"P10","A Alberto Fernández",0.078,0.098
"P10","A Sergio Massa",0.269,0.137
"P10","A algún candidato del peronismo",0.18,0.213
"P10","A algún candidato del kirchnerismo",0.473,0.552
"P11","A Alberto Fernández",0.049,0.075
"P11","A Sergio Massa",0.155,0.102
"P11","A algún candidato del peronismo",0.122,0.107
"P11","A Cristina Fernández de Kirchner",0.674,0.716
"P12","A Horacio Rodriguez Larreta",0.254,0.22
"P12","A Patricia Bullrich",0.659,0.688
"P12","A Facundo Manes",0.052,0.019
"P12","A Gerardo Morales",0.035,0.073
"P13","Lo votaría",0.134,0.09
"P13","Puede que lo vote",0.23,0.189
"P13","Nunca lo votaría",0.578,0.572
"P13","No sabe",0.058,0.149
"P14","Lo votaría",0.086,0.051
"P14","Puede que lo vote",0.156,0.166
"P14","Nunca lo votaría",0.693,0.688
"P14","No sabe",0.065,0.095
"P15","Lo votaría",0.109,0.116
"P15","Puede que lo vote",0.243,0.255
"P15","Nunca lo votaría",0.61,0.58
"P15","No sabe",0.038,0.049
"P16","Lo votaría",0.069,0.067
"P16","Puede que lo vote",0.218,0.234
"P16","Nunca lo votaría",0.609,0.566
"P16","No sabe",0.104,0.133
"P17","La votaría",0.317,0.269
"P17","Puede que la vote",0.15,0.195
"P17","Nunca la votaría",0.486,0.478
"P17","No sabe",0.047,0.058
"P18","Lo votaría",0.211,0.213
"P18","Puede que lo vote",0.185,0.176
"P18","Nunca lo votaría",0.56,0.555
"P18","No sabe",0.044,0.056
"P19","La votaría",0.126,0.099
"P19","Puede que la vote",0.21,0.222
"P19","Nunca la votaría",0.613,0.603
"P19","No sabe",0.051,0.076
"P20","Lo votaría",0.141,0.126
"P20","Puede que lo vote",0.189,0.122
"P20","Nunca lo votaría",0.596,0.666
"P20","No sabe",0.074,0.086
"P21","Lo votaría",0.136,0.082
"P21","Puede que lo vote",0.175,0.188
"P21","Nunca lo votaría",0.638,0.662
"P21","No sabe",0.051,0.068
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.07,0.055
"P22","Patricia Bullrich por Juntos por el Cambio",0.299,0.279
"P22","Facundo Manes por Juntos por el Cambio",0.047,0.051
"P22","Alberto Fernández por el Frente de Todos",0.032,0.045
"P22","Sergio Massa por el Frente de Todos",0.085,0.067
"P22","Wado de Pedro por el Frente de Todos",0.136,0.133
"P22","Daniel Scioli por el Frente de Todos",0.091,0.059
"P22","Javier Milei por los liberales libertarios",0.175,0.189
"P22","Al candidato del Frente de Izquierda",0.014,0.021
"P22","No sabe",0.051,0.101
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.069,0.053
"P23","Patricia Bullrich por Juntos por el Cambio",0.271,0.278
"P23","María Eugenia Vidal por Juntos por el Cambio",0.047,0.034
"P23","Facundo Manes por Juntos por el Cambio",0.043,0.05
"P23","Sergio Massa por el Frente de Todos",0.11,0.084
"P23","Wado de Pedro por el Frente de Todos",0.144,0.133
"P23","Daniel Scioli por el Frente de Todos",0.084,0.068
"P23","Javier Milei por los liberales libertarios",0.176,0.197
"P23","Al candidato del Frente de Izquierda",0.012,0.033
"P23","No sabe",0.044,0.07
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.066,0.051
"P24","Patricia Bullrich por Juntos por el Cambio",0.275,0.289
"P24","María Eugenia Vidal por Juntos por el Cambio",0.046,0.027
"P24","Facundo Manes por Juntos por el Cambio",0.045,0.046
"P24","Sergio Massa por el Frente de Todos",0.111,0.086
"P24","Wado de Pedro por el Frente de Todos",0.161,0.145
"P24","Alberto Fernández por el Frente de Todos",0.055,0.051
"P24","Javier Milei por los liberales libertarios",0.175,0.2
"P24","Al candidato del Frente de Izquierda",0.01,0.028
"P24","No sabe",0.056,0.077
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.076,0.057
"P25","Patricia Bullrich por Juntos por el Cambio",0.236,0.234
"P25","Facundo Manes por Juntos por el Cambio",0.086,0.09
"P25","Sergio Massa por el Frente de Todos",0.083,0.086
"P25","Wado de Pedro por el Frente de Todos",0.137,0.157
"P25","Daniel Scioli por el Frente de Todos",0.12,0.06
"P25","Javier Milei por los liberales libertario",0.127,0.157
"P25","Al candidato del Frente de Izquierda",0.091,0.096
"P25","No sabe",0.044,0.063
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.099,0.08
"P26","Patricia Bulrich por Juntos por el Cambio",0.295,0.297
"P26","Alberto Fernández por el Frente de Todos",0.063,0.077
"P26","Sergio Massa por el Frente de Todos",0.203,0.171
"P26","Javier Milei por los liberales libertarios",0.192,0.193
"P26","Al candidato del Frente de Izquierda",0.053,0.047
"P26","No sabe",0.095,0.135
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.099,0.081
"P27","Patricia Bullrich por Juntos por el Cambio",0.293,0.311
"P27","Wado de Pedro por el Frente de Todos",0.162,0.154
"P27","Sergio Massa por el Frente de Todos",0.151,0.113
"P27","Javier Milei por los liberales libertarios",0.196,0.213
"P27","Al candidato del Frente de Izquierda",0.031,0.04
"P27","No sabe",0.068,0.088
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.101,0.077
"P28","Patricia Bullrich por Juntos por el Cambio",0.294,0.294
"P28","Wado de Pedro por el Frente de Todos",0.159,0.16
"P28","Daniel Scioli por el Frente de Todos",0.142,0.116
"P28","Javier Milei por los liberales libertarios",0.197,0.232
"P28","Al candidato del Frente de Izquierda",0.031,0.044
"P28","No sabe",0.076,0.077
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.125,0.123
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.256,0.258
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.134,0.097
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.178,0.169
"P29","Javier Milei presidente y su candidato a vice",0.195,0.216
"P29","A los candidatos de la izquierda",0.027,0.039
"P29","No sabe",0.085,0.098
"P30","Alberto Fernández por el Frente de Todos",0.252,0.209
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.224,0.234
"P30","Javier Milei por los liberales libertarios",0.292,0.271
"P30","Al candidato del Frente de Izquierda",0.045,0.057
"P30","No sabe",0.187,0.229
"P31","Sergio Massa por el Frente de Todos",0.274,0.223
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.246,0.239
"P31","Javier Milei por los liberales libertarios",0.282,0.277
"P31","Al candidato del Frente de Izquierda",0.04,0.057
"P31","No sabe",0.158,0.204
"P32","Wado de Pedro por el Frente de Todos",0.283,0.246
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.255,0.244
"P32","Javier Milei por los liberales libertarios",0.282,0.277
"P32","Al candidato del Frente de Izquierda",0.027,0.042
"P32","No sabe",0.153,0.191
"P33","Daniel Scioli por el Frente de Todos",0.278,0.251
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.267,0.258
"P33","Javier Milei por los liberales libertarios",0.277,0.27
"P33","Al candidato del Frente de Izquierda",0.036,0.047
"P33","No sabe",0.142,0.174
"P34","Sergio Massa por el Frente de Todos",0.283,0.245
"P34","Patricia Bullrich por Juntos por el Cambio",0.346,0.365
"P34","Javier Milei por los liberales libertarios",0.211,0.203
"P34","Al candidato del Frente de Izquierda",0.039,0.049
"P34","No sabe",0.121,0.138
"P35","Alberto Fernández por el Frente de Todos",0.247,0.242
"P35","Patricia Bullrich por Juntos por el Cambio",0.356,0.367
"P35","Javier Milei por los liberales libertarios",0.207,0.21
"P35","Al candidato del Frente de Izquierda",0.056,0.052
"P35","No sabe",0.134,0.129
"P36","Wado de Pedro por el Frente de Todos",0.271,0.244
"P36","Patricia Bullrich por Juntos por el Cambio",0.364,0.377
"P36","Javier Milei por los liberales libertarios",0.2,0.207
"P36","Al candidato del Frente de Izquierda",0.039,0.045
"P36","No sabe",0.126,0.127
"P37","Daniel Scioli por el Frente de Todos",0.289,0.247
"P37","Patricia Bullrich por Juntos por el Cambio",0.361,0.364
"P37","Javier Milei por los liberales libertarios",0.203,0.214
"P37","Al candidato del Frente de Izquierda",0.037,0.043
"P37","No sabe",0.11,0.132
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.25,0.238
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.267,0.235
"P38","Javier Milei presidente y su candidato a vice",0.268,0.271
"P38","A los candidatos de la izquierda",0.042,0.063
"P38","No sabe",0.173,0.193
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.332,0.325
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.266,0.215
"P39","Javier Milei presidente y su candidato a vice",0.211,0.217
"P39","A los candidatos de la izquierda",0.047,0.059
"P39","No sabe",0.144,0.184
"P40","Sergio Massa por el Frente de Todos",0.333,0.294
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.392,0.381
"P40","No sabe",0.275,0.325
"P41","Alberto Fernández por el Frente de Todos",0.279,0.293
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.411,0.398
"P41","No sabe",0.31,0.309
"P42","Sergio Massa por el Frente de Todos",0.328,0.296
"P42","Patricia Bullrich por Juntos por el Cambio",0.476,0.488
"P42","No sabe",0.196,0.216
"P43","Alberto Fernández por el Frente de Todos",0.287,0.289
"P43","Patricia Bullrich por Juntos por el Cambio",0.488,0.498
"P43","No sabe",0.225,0.213
"P44","Wado de Pedro por el Frente de Todos",0.301,0.277
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.418,0.414
"P44","No sabe",0.281,0.309
"P45","Daniel Scioli por el Frente de Todos",0.318,0.27
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.409,0.417
"P45","No sabe",0.273,0.313
"P46","Wado de Pedro por el Frente de Todos",0.308,0.273
"P46","Patricia Bullrich por Juntos por el Cambio",0.48,0.498
"P46","No sabe",0.212,0.229
"P47","Daniel Scioli por el Frente de Todos",0.316,0.298
"P47","Patricia Bullrich por Juntos por el Cambio",0.487,0.506
