"var","categoria","Si","No"
"P06","1 hijo",0.633,0.552
"P06","2 hijos",0.18,0.293
"P06","3 hijos",0.062,0.08
"P06","4 o más hijos",0.125,0.075
"P07","Con hijos de 3 años y menos",0.569,0.436
"P07","Con hijos mayores de 3 años",0.431,0.564
"P08","En un Centro de Salud",0.487,0.505
"P08","En un hospital",0.169,0.223
"P08","En un sanatorio",0.059,0.043
"P08","En un Consultorio Privado",0.081,0.036
"P08","En un vacunatorio",0.204,0.193
"P09","Si",0.886,0.977
"P09","No",0.114,0.023
"P10","Si, son efectivas",0.904,0.983
"P10","No, no son efectivas",0.096,0.017
"P11","Si",0.863,0.973
"P11","No",0.137,0.027
"P14","Si",0.893,0.937
"P14","No",0.107,0.063
"P15","Si, las conozco",0.773,0.823
"P15","No, no las conozco",0.124,0.084
"P15","Algunas",0.103,0.093
"P16","Si",0.622,0.74
"P16","A veces",0.261,0.203
"P16","No",0.117,0.057
"P17","Sí, hay suficiente información",0.249,0.225
"P17","No, no hay suficiente información",0.751,0.775
"P18","Si",0.264,0.074
"P18","Sí, pero es necesario",0.455,0.545
"P18","No",0.281,0.381
"P19","Sí, mucho",0.354,0.199
"P19","Si, un poco",0.554,0.692
"P19","No",0.092,0.109
"P20","Si",0.372,0.158
"P20","No",0.558,0.768
"P20","No recuerda",0.07,0.074
"P21","La quíntuple",0.344,0.205
"P21","La triple viral (Sarampión, rubeola y paperas)",0.073,0.21
"P21","La Neumococo",0.038,0.064
"P21","La BCG",0.06,0.066
"P21","Otra",0.204,0.07
"P21","No recuerda",0.281,0.385
"P22","Si",0.648,0.563
"P22","No",0.267,0.351
"P22","No recuerda",0.085,0.086
"P23","La quíntuple",0.29,0.23
"P23","La triple viral (Sarampión, rubeola y paperas)",0.068,0.162
"P23","La Neumococo",0.025,0.057
"P23","La BCG",0.089,0.07
"P23","Otra",0.097,0.059
"P23","No recuerda",0.431,0.422
"P24","Sí, una vez",0.22,0.09
"P24","Si varias veces",0.148,0.081
"P24","No",0.551,0.737
"P24","No recuerdo",0.081,0.092
"P25","Si",0.605,0.689
"P25","No",0.395,0.311
"P26","Si",0.456,0.545
"P26","No",0.544,0.455
"P27","Si, la Polio y la quíntuple",0.173,0.167
"P27","Si, la triple viral y la BCG",0.209,0.249
"P27","Otras",0.045,0.038
"P27","No recuerdo",0.573,0.546
"P28","Si",0.251,0.35
"P28","No",0.749,0.65
"P29","Si",0.235,0.203
"P29","No",0.765,0.797
"P30","Si, Infanrix",0.24,0.098
"P30","Si, Hexaxim",0.196,0.148
"P30","No recuerdo",0.564,0.754
"P31","Si",0.88,0.939
"P31","No",0.12,0.061
"P32","Si",0.473,0.518
"P32","No",0.527,0.482
"P33","Miedo al contagio",0.441,0.428
"P33","Porque el lugar donde vacuno a mis hijos se encontraba cerrado",0.357,0.336
"P33","Porque el lugar donde vacuno a mi hijo atendía en horario reducido",0.132,0.179
"P33","Porque era costoso el viaje",0.07,0.057
"P34","Si, una dosis",0.523,0.535
"P34","Si, dos dosis",0.295,0.37
"P34","Ninguna",0.182,0.095
"P35","Sputnik V",0.335,0.304
"P35","Sinopharm",0.228,0.318
"P35","AstraZeneca",0.36,0.329
"P35","Johnson",0.006,0.004
"P35","Phizer",0.03,0.008
"P35","Moderna",0.026,0.005
"P35","Otra",0.015,0.032
