"var","categoria","Si","No"
"P06","1 hijo",0.569,0.354
"P06","2 hijos",0.282,0.167
"P06","3 hijos",0.074,0.128
"P06","4 o más hijos",0.075,0.351
"P07","Con hijos de 3 años y menos",0.453,0.662
"P07","Con hijos mayores de 3 años",0.547,0.338
"P08","En un Centro de Salud",0.523,0.125
"P08","En un hospital",0.209,0.251
"P08","En un sanatorio",0.047,0.044
"P08","En un Consultorio Privado",0.034,0.349
"P08","En un vacunatorio",0.187,0.231
"P10","Si, son efectivas",0.992,0.34
"P10","No, no son efectivas",0.008,0.66
"P11","Si",0.977,0.325
"P11","No",0.023,0.675
"P12","Si",0.148,0.485
"P12","No",0.852,0.515
"P13","La quíntuple",0.123,0.033
"P13","La triple viral (Sarampión, rubeola y paperas)",0.107,0.218
"P13","La Neumococo",0.073,0.014
"P13","La BCG",0.019,0.111
"P13","Otra",0.146,0.453
"P13","No recuerda",0.532,0.171
"P14","Si",0.944,0.537
"P14","No",0.056,0.463
"P15","Si, las conozco",0.825,0.534
"P15","No, no las conozco",0.082,0.319
"P15","Algunas",0.093,0.147
"P16","Si",0.732,0.418
"P16","A veces",0.209,0.306
"P16","No",0.059,0.276
"P17","Sí, hay suficiente información",0.231,0.15
"P17","No, no hay suficiente información",0.769,0.85
"P18","Si",0.092,0.447
"P18","Sí, pero es necesario",0.534,0.445
"P18","No",0.374,0.108
"P19","Sí, mucho",0.218,0.357
"P19","Si, un poco",0.675,0.542
"P19","No",0.107,0.101
"P20","Si",0.185,0.354
"P20","No",0.743,0.529
"P20","No recuerda",0.072,0.117
"P21","La quíntuple",0.242,0.322
"P21","La triple viral (Sarampión, rubeola y paperas)",0.177,0.041
"P21","La Neumococo",0.059,0
"P21","La BCG",0.059,0.169
"P21","Otra",0.101,0.273
"P21","No recuerda",0.362,0.195
"P22","Si",0.573,0.673
"P22","No",0.341,0.245
"P22","No recuerda",0.086,0.082
"P23","La quíntuple",0.246,0.08
"P23","La triple viral (Sarampión, rubeola y paperas)",0.15,0.029
"P23","La Neumococo",0.052,0.03
"P23","La BCG",0.072,0.1
"P23","Otra",0.057,0.316
"P23","No recuerda",0.423,0.445
"P24","Sí, una vez",0.106,0.214
"P24","Si varias veces",0.083,0.363
"P24","No",0.72,0.358
"P24","No recuerdo",0.091,0.065
"P25","Si",0.68,0.582
"P25","No",0.32,0.418
"P26","Si",0.532,0.531
"P26","No",0.468,0.469
"P27","Si, la Polio y la quíntuple",0.166,0.219
"P27","Si, la triple viral y la BCG",0.243,0.246
"P27","Otras",0.039,0.035
"P27","No recuerdo",0.552,0.5
"P28","Si",0.338,0.259
"P28","No",0.662,0.741
"P29","Si",0.206,0.272
"P29","No",0.794,0.728
"P30","Si, Infanrix",0.125,0.056
"P30","Si, Hexaxim",0.131,0.807
"P30","No recuerdo",0.744,0.137
"P31","Si",0.938,0.647
"P31","No",0.062,0.353
"P32","Si",0.516,0.349
"P32","No",0.484,0.651
"P33","Miedo al contagio",0.437,0.245
"P33","Porque el lugar donde vacuno a mis hijos se encontraba cerrado",0.342,0.288
"P33","Porque el lugar donde vacuno a mi hijo atendía en horario reducido",0.168,0.25
"P33","Porque era costoso el viaje",0.053,0.217
"P34","Si, una dosis",0.54,0.306
"P34","Si, dos dosis",0.362,0.248
"P34","Ninguna",0.098,0.446
"P35","Sputnik V",0.31,0.255
"P35","Sinopharm",0.309,0.084
"P35","AstraZeneca",0.331,0.437
"P35","Johnson",0.004,0.019
"P35","Phizer",0.01,0.031
"P35","Moderna",0.009,0
"P35","Otra",0.027,0.174
