"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P04","Tengo trabajo estable",0.32,0.387,0.486
"P04","Realizo changas o trabajos de vez en cuando",0.263,0.25,0.137
"P04","No tengo trabajo",0.211,0.195,0.144
"P04","Soy jubilado o pensionado",0.206,0.168,0.233
"P05","1",0.458,0.364,0.342
"P05","2",0.106,0.139,0.06
"P05","3",0.113,0.081,0.08
"P05","4",0.054,0.067,0.11
"P05","5",0.149,0.19,0.22
"P05","6",0.008,0.039,0.035
"P05","7",0.001,0.044,0.057
"P05","8",0.025,0.011,0.033
"P05","9",0.086,0.065,0.063
"P06","1",0.228,0.192,0.198
"P06","2",0.045,0.053,0.058
"P06","3",0.019,0.032,0.021
"P06","4",0.015,0.02,0.055
"P06","5",0.181,0.18,0.227
"P06","6",0.068,0.051,0.05
"P06","7",0.039,0.135,0.077
"P06","8",0.023,0.067,0.075
"P06","9",0.382,0.27,0.239
"P07","1",0.264,0.28,0.291
"P07","2",0.046,0.036,0.052
"P07","3",0.016,0.03,0.032
"P07","4",0.002,0.019,0.022
"P07","5",0.118,0.122,0.155
"P07","6",0.02,0.028,0.024
"P07","7",0.022,0.033,0.029
"P07","8",0.028,0.077,0.047
"P07","9",0.484,0.375,0.348
"P12","A Horacio Rodriguez Larreta",0.424,0.194,0.21
"P12","A Mauricio Macri",0.296,0.466,0.294
"P12","A Patricia Bullrich",0.199,0.262,0.293
"P12","A Facundo Manes",0.045,0.065,0.152
"P12","A Gerardo Morales",0.036,0.013,0.051
"P14","Lo votaría",0.6,0.597,0.495
"P14","Puede que lo vote",0.267,0.324,0.201
"P14","Nunca lo votaría",0.124,0.059,0.27
"P14","No sabe",0.009,0.02,0.034
"P15","Lo votaría",0.182,0.145,0.084
"P15","Puede que lo vote",0.098,0.103,0.074
"P15","Nunca lo votaría",0.709,0.705,0.811
"P15","No sabe",0.011,0.047,0.031
"P16","Lo votaría",0.055,0.03,0.028
"P16","Puede que lo vote",0.028,0.068,0.05
"P16","Nunca lo votaría",0.909,0.886,0.905
"P16","No sabe",0.008,0.016,0.017
"P17","La votaría",0.069,0.029,0.064
"P17","Puede que la vote",0.023,0.061,0.02
"P17","Nunca la votaría",0.906,0.896,0.914
"P17","No sabe",0.002,0.014,0.002
"P18","Lo votaría",0.464,0.319,0.312
"P18","Puede que lo vote",0.258,0.47,0.375
"P18","Nunca lo votaría",0.268,0.192,0.274
"P18","No sabe",0.01,0.019,0.039
"P19","Lo votaría",0.252,0.171,0.213
"P19","Puede que lo vote",0.288,0.392,0.317
"P19","Nunca lo votaría",0.381,0.388,0.423
"P19","No sabe",0.079,0.049,0.047
"P20","La votaría",0.416,0.479,0.472
"P20","Puede que la vote",0.267,0.323,0.297
