"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.828,0.765,0.104,0.461
"P07","De Cambiemos",0.072,0.046,0.451,0.148
"P07","De los Liberales libertarios",0.034,0.054,0.303,0.163
"P07","De la Izquierda",0,0.024,0.024,0.005
"P07","No sabe",0.066,0.111,0.118,0.223
"P09","A Alberto Fernández",0.221,0.138,0.241,0.015
"P09","A Sergio Massa",0.102,0.097,0.154,0.169
"P09","A algún candidato del peronismo",0.09,0.08,0.218,0.062
"P09","A algún candidato del kirchnerismo",0.587,0.685,0.387,0.754
"P10","A Alberto Fernández",0.098,0.102,0.058,0.026
"P10","A Sergio Massa",0.015,0.04,0.127,0.123
"P10","A algún candidato del peronismo",0.081,0.044,0.249,0.029
"P10","A Cristina Fernández de Kirchner",0.806,0.814,0.566,0.822
"P11","A Horacio Rodriguez Larreta",0.28,0.42,0.171,0.261
"P11","A Patricia Bullrich",0.246,0.123,0.73,0.598
"P11","A Facundo Manes",0.474,0.324,0.053,0.045
"P11","A Gerardo Morales",0,0.133,0.046,0.096
"P12","Lo votaria",0.577,0.714,0.1,0.423
"P12","Puede que lo vote",0.083,0.167,0.166,0.198
"P12","Nunca lo votaría",0.124,0.086,0.607,0.223
"P12","No sabe",0.216,0.033,0.127,0.156
"P13","Lo votaria",0.152,0.08,0.213,0.125
"P13","Puede que lo vote",0.104,0.116,0.308,0.099
"P13","Nunca lo votaría",0.597,0.745,0.343,0.577
"P13","No sabe",0.147,0.059,0.136,0.199
"P14","Lo votaria",0.121,0.013,0.088,0.021
"P14","Puede que lo vote",0.072,0.076,0.193,0.081
"P14","Nunca lo votaría",0.507,0.596,0.339,0.406
"P14","No sabe",0.3,0.315,0.38,0.492
"P15","Lo votaria",0.14,0.024,0.038,0.01
"P15","Puede que lo vote",0.211,0.246,0.105,0.051
"P15","Nunca lo votaría",0.333,0.445,0.498,0.426
"P15","No sabe",0.316,0.285,0.359,0.513
"P16","Lo votaria",0.065,0.011,0.045,0.024
"P16","Puede que lo vote",0.074,0.049,0.086,0.03
"P16","Nunca lo votaría",0.442,0.576,0.433,0.431
"P16","No sabe",0.419,0.364,0.436,0.515
"P17","Lo votaria",0.11,0.016,0.03,0
"P17","Puede que lo vote",0.049,0.039,0.095,0.053
"P17","Nunca lo votaría",0.504,0.605,0.447,0.479
"P17","No sabe",0.337,0.34,0.428,0.468
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.624,0.735,0.081,0.45
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.074,0.075,0.04,0.024
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.117,0.043,0.208,0.121
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.091,0.024,0.297,0.102
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0,0,0.063,0.007
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.064,0.034,0.094,0.107
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.017,0.031,0.162,0.039
"P18","Al candidato del Frente de Izquierda",0.013,0.003,0.017,0.023
"P18","No sabe",0,0.055,0.038,0.127
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.697,0.639,0.066,0.376
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.114,0.132,0.042,0.049
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.063,0.02,0.155,0.053
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.004,0.006,0.332,0.047
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.099,0.021,0.252,0.105
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.004,0.039,0.029,0.049
"P19","No sabe",0.019,0.143,0.124,0.321
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.751,0.839,0.112,0.556
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.08,0.021,0.42,0.1
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.042,0.046,0.259,0.066
"P20","Al candidato del Frente de Izquierda",0.06,0.016,0.057,0.017
"P20","No sabe",0.067,0.078,0.152,0.261
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.826,0.857,0.102,0.555
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.121,0.056,0.474,0.108
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.033,0.013,0.26,0.081
"P21","Al candidato del Frente de Izquierda",0.013,0.004,0.029,0.008
"P21","No sabe",0.007,0.07,0.135,0.248
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.806,0.81,0.058,0.361
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.069,0.032,0.345,0.092
