"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.707,0.77,0.153,0.499
"P07","De Cambiemos",0.085,0.049,0.429,0.143
"P07","De los Liberales libertarios",0.045,0.076,0.293,0.109
"P07","De la Izquierda",0.01,0.017,0.022,0.017
"P07","No sabe",0.153,0.088,0.103,0.232
"P09","A Alberto Fernández",0.391,0.102,0.137,0.067
"P09","A Sergio Massa",0.081,0.112,0.086,0.216
"P09","A algún candidato del peronismo",0.124,0.047,0.201,0.036
"P09","A algún candidato del kirchnerismo",0.404,0.739,0.576,0.681
"P10","A Alberto Fernández",0.351,0.015,0.014,0.052
"P10","A Sergio Massa",0.013,0.042,0.1,0.077
"P10","A algún candidato del peronismo",0.081,0.022,0.182,0.078
"P10","A Cristina Fernández de Kirchner",0.555,0.921,0.704,0.793
"P11","A Horacio Rodriguez Larreta",0.185,0.201,0.191,0.085
"P11","A Patricia Bullrich",0.678,0.295,0.702,0.696
"P11","A Facundo Manes",0.137,0.216,0.061,0.184
"P11","A Gerardo Morales",0,0.288,0.046,0.035
"P12","Lo votaria",0.557,0.64,0.163,0.382
"P12","Puede que lo vote",0.152,0.199,0.149,0.205
"P12","Nunca lo votaría",0.17,0.087,0.57,0.23
"P12","No sabe",0.121,0.074,0.118,0.183
"P13","Lo votaria",0.158,0.084,0.212,0.069
"P13","Puede que lo vote",0.158,0.091,0.283,0.184
"P13","Nunca lo votaría",0.524,0.762,0.367,0.612
"P13","No sabe",0.16,0.063,0.138,0.135
"P14","Lo votaria",0.13,0.031,0.079,0.027
"P14","Puede que lo vote",0.153,0.029,0.181,0.132
"P14","Nunca lo votaría",0.342,0.675,0.357,0.4
"P14","No sabe",0.375,0.265,0.383,0.441
"P15","Lo votaria",0.156,0.043,0.032,0
"P15","Puede que lo vote",0.134,0.223,0.114,0.201
"P15","Nunca lo votaría",0.311,0.471,0.491,0.382
"P15","No sabe",0.399,0.263,0.363,0.417
"P16","Lo votaria",0.09,0.007,0.043,0.008
"P16","Puede que lo vote",0.098,0.052,0.073,0.1
"P16","Nunca lo votaría",0.359,0.593,0.442,0.439
"P16","No sabe",0.453,0.348,0.442,0.453
"P17","Lo votaria",0.141,0.004,0.026,0.011
"P17","Puede que lo vote",0.066,0.013,0.091,0.078
"P17","Nunca lo votaría",0.351,0.691,0.448,0.503
"P17","No sabe",0.442,0.292,0.435,0.408
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.618,0.693,0.14,0.356
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.06,0.095,0.036,0.05
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.109,0.04,0.203,0.124
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.102,0.008,0.287,0.107
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0,0.003,0.059,0.004
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.061,0.044,0.079,0.145
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.036,0.081,0.145,0.035
"P18","Al candidato del Frente de Izquierda",0.014,0,0.014,0.038
"P18","No sabe",0,0.036,0.037,0.141
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.513,0.594,0.131,0.44
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.179,0.112,0.038,0.055
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.102,0.02,0.141,0.051
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.012,0.036,0.309,0.054
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.114,0.05,0.251,0.027
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.013,0.044,0.021,0.073
"P19","No sabe",0.067,0.144,0.109,0.3
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.693,0.851,0.163,0.499
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.126,0.031,0.397,0.057
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.046,0.069,0.245,0.073
"P20","Al candidato del Frente de Izquierda",0.094,0,0.051,0.044
"P20","No sabe",0.041,0.049,0.144,0.327
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.692,0.848,0.168,0.555
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.222,0.028,0.445,0.111
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.031,0.085,0.24,0.04
"P21","Al candidato del Frente de Izquierda",0.024,0,0.025,0.02
"P21","No sabe",0.031,0.039,0.122,0.274
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.72,0.705,0.129,0.442
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.112,0.031,0.328,0.077
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.055,0.087,0.328,0.05
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.039,0.023,0.035,0.046
"P22","No sabe",0.074,0.154,0.18,0.385
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.641,0.748,0.126,0.448
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.152,0.037,0.406,0.072
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.056,0.081,0.309,0.034
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.025,0.004,0.028,0.064
"P23","No sabe",0.126,0.13,0.131,0.382
"P24","Muy buena",0.501,0.58,0.133,0.273
"P24","Buena",0.193,0.251,0.116,0.227
"P24","Ni buena ni mala",0.08,0.111,0.255,0.182
"P24","Mala",0.022,0.041,0.169,0.091
"P24","Muy mala",0.096,0.003,0.277,0.148
"P24","No sabe",0.007,0.005,0.018,0.022
"P24","No lo conozco",0.101,0.009,0.032,0.057
"P25","Muy buena",0.189,0.083,0.022,0.02
"P25","Buena",0.069,0.161,0.037,0.115
"P25","Ni buena ni mala",0.301,0.46,0.297,0.351
"P25","Mala",0.054,0.089,0.17,0.137
"P25","Muy mala",0.127,0.008,0.187,0.066
"P25","No sabe",0.09,0.15,0.14,0.144
"P25","No lo conozco",0.17,0.049,0.147,0.167
"P26","Muy buena",0.191,0.01,0.08,0.033
"P26","Buena",0.089,0.05,0.181,0.089
"P26","Ni buena ni mala",0.158,0.105,0.295,0.183
"P26","Mala",0.227,0.26,0.178,0.183
"P26","Muy mala",0.217,0.506,0.178,0.373
"P26","No sabe",0.024,0.055,0.031,0.042
"P26","No lo conozco",0.094,0.014,0.057,0.097
"P27","Muy buena",0.168,0.046,0.068,0.046
"P27","Buena",0.075,0.017,0.115,0.055
"P27","Ni buena ni mala",0.235,0.187,0.265,0.177
"P27","Mala",0.131,0.178,0.087,0.152
"P27","Muy mala",0.133,0.239,0.098,0.296
"P27","No sabe",0.095,0.13,0.157,0.096
"P27","No lo conozco",0.163,0.203,0.21,0.178
"P28","Muy buena",0.163,0.017,0.034,0.003
"P28","Buena",0.08,0.004,0.048,0.016
"P28","Ni buena ni mala",0.235,0.281,0.256,0.181
"P28","Mala",0.078,0.076,0.088,0.094
"P28","Muy mala",0.074,0.155,0.078,0.174
"P28","No sabe",0.161,0.163,0.203,0.199
"P28","No lo conozco",0.209,0.304,0.293,0.333
"P29","Muy buena",0.126,0.004,0.047,0.007
"P29","Buena",0.089,0.038,0.058,0.004
"P29","Ni buena ni mala",0.169,0.162,0.283,0.104
"P29","Mala",0.116,0.174,0.098,0.141
"P29","Muy mala",0.151,0.216,0.112,0.222
"P29","No sabe",0.079,0.162,0.164,0.129
"P29","No lo conozco",0.27,0.244,0.238,0.393
"P30","Muy buena",0.424,0.404,0.08,0.153
"P30","Buena",0.245,0.383,0.094,0.27
"P30","Ni buena ni mala",0.086,0.083,0.209,0.197
"P30","Mala",0.085,0.081,0.252,0.12
"P30","Muy mala",0.117,0.034,0.331,0.143
"P30","No sabe",0.043,0.015,0.034,0.117
"P31","Que continúe el intendente Lucas Gui",0.531,0.308,0.093,0.199
"P31","Que continúe Lucas Gui pero con mejoras",0.269,0.55,0.157,0.384
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.054,0.072,0.114,0.131
"P31","Que cambie el intendente Lucas Gui",0.146,0.07,0.636,0.286
"P32","La seguridad",0.316,0.107,0.036,0.071
"P32","El tránsito",0.119,0.08,0.047,0.046
"P32","El arreglo de las calles",0.155,0.147,0.115,0.101
"P32","Los parques y espacios públicos",0.126,0.175,0.138,0.208
"P32","El sistema de salud",0.037,0.133,0.039,0.116
"P32","La limpieza de las calles",0.097,0.041,0.076,0.063
"P32","El deporte y la cultura",0.033,0.187,0.084,0.136
"P32","La luminaria",0.034,0.03,0.082,0.056
"P32","No sabe",0.083,0.1,0.383,0.203
"P33","La seguridad",0.486,0.217,0.547,0.274
"P33","El tránsito",0.169,0.098,0.034,0.046
"P33","El arreglo de las calles",0.115,0.271,0.194,0.192
"P33","Los parques y espacios públicos",0.019,0.033,0.03,0.062
"P33","El sistema de salud",0.038,0.067,0.041,0.098
"P33","La limpieza de las calles",0.031,0.112,0.022,0.038
"P33","El deporte y la cultura",0.012,0.019,0.018,0.07
"P33","La luminaria",0.039,0.023,0.013,0.02
"P33","No sabe",0.091,0.16,0.101,0.2
"P34","Agua corriente y cloacas",0.39,0.109,0.281,0.194
"P34","Energía eléctrica",0.179,0.152,0.151,0.116
"P34","Red de gas natural",0.045,0.026,0.084,0.049
"P34","Recolección de residuos",0.084,0.293,0.228,0.317
"P34","Ninguno",0.302,0.42,0.256,0.324
"P35","Los robos",0.521,0.465,0.455,0.387
"P35","El narcotráfico",0.115,0.082,0.12,0.085
"P35","La ausencia de patrulleros y personal policial",0.138,0.176,0.269,0.187
"P35","Otro",0.041,0.177,0.11,0.226
"P35","Ninguno",0.185,0.1,0.046,0.115
"P36","Muy buena",0.338,0.174,0.091,0.097
"P36","Buena",0.252,0.285,0.078,0.126
"P36","Ni buena ni mala",0.164,0.246,0.324,0.194
"P36","Mala",0.085,0.032,0.201,0.262
"P36","Muy mala",0.042,0.052,0.136,0.079
"P36","No sabe",0.119,0.211,0.17,0.242
"P38","Lo votaria",0.525,0.163,0.027,0.073
"P38","Puede que lo vote",0.35,0.553,0.071,0.254
"P38","Nunca lo votaría",0.074,0.154,0.858,0.207
"P38","No sabe",0.051,0.13,0.044,0.466
"P39","Lo votaria",0.497,0.188,0.024,0.132
"P39","Puede que lo vote",0.323,0.567,0.071,0.257
"P39","Nunca lo votaría",0.094,0.137,0.863,0.274
"P39","No sabe",0.086,0.108,0.042,0.337
