"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.163,0.163,0.445,0.327
"P07","De Cambiemos",0.553,0.411,0.233,0.238
"P07","De los Liberales libertarios",0.113,0.285,0.196,0.248
"P07","De la Izquierda",0.008,0.041,0.015,0.014
"P07","No sabe",0.163,0.1,0.111,0.173
"P09","A Alberto Fernández",0.405,0.268,0.144,0.161
"P09","A Sergio Massa",0.067,0.072,0.08,0.348
"P09","A algún candidato del peronismo",0.241,0.237,0.08,0.103
"P09","A algún candidato del kirchnerismo",0.287,0.423,0.696,0.388
"P10","A Alberto Fernández",0.429,0.254,0.048,0.054
"P10","A Sergio Massa",0.032,0.012,0.061,0.103
"P10","A algún candidato del peronismo",0.385,0.254,0.053,0.066
"P10","A Cristina Fernández de Kirchner",0.154,0.48,0.838,0.777
"P11","A Horacio Rodriguez Larreta",0.129,0.195,0.183,0.347
"P11","A Patricia Bullrich",0.572,0.719,0.715,0.608
"P11","A Facundo Manes",0.234,0.033,0.057,0
"P11","A Gerardo Morales",0.065,0.053,0.045,0.045
"P12","Lo votaria",0.154,0.149,0.388,0.29
"P12","Puede que lo vote",0.248,0.187,0.135,0.174
"P12","Nunca lo votaría",0.503,0.538,0.376,0.344
"P12","No sabe",0.095,0.126,0.101,0.192
"P13","Lo votaria",0.263,0.17,0.151,0.187
"P13","Puede que lo vote",0.305,0.355,0.182,0.152
"P13","Nunca lo votaría",0.316,0.355,0.567,0.39
"P13","No sabe",0.116,0.12,0.1,0.271
"P14","Lo votaria",0.213,0.068,0.056,0.048
"P14","Puede que lo vote",0.155,0.21,0.122,0.103
"P14","Nunca lo votaría",0.28,0.332,0.482,0.352
"P14","No sabe",0.352,0.39,0.34,0.497
"P15","Lo votaria",0.152,0.008,0.038,0.055
"P15","Puede que lo vote",0.073,0.148,0.161,0.047
"P15","Nunca lo votaría",0.405,0.507,0.488,0.327
"P15","No sabe",0.37,0.337,0.313,0.571
"P16","Lo votaria",0.126,0.048,0.029,0.008
"P16","Puede que lo vote",0.043,0.121,0.045,0.089
"P16","Nunca lo votaría",0.46,0.356,0.55,0.266
"P16","No sabe",0.371,0.475,0.376,0.637
"P17","Lo votaria",0.128,0.034,0.022,0.007
"P17","Puede que lo vote",0.08,0.17,0.044,0.02
"P17","Nunca lo votaría",0.426,0.347,0.581,0.367
"P17","No sabe",0.366,0.449,0.353,0.606
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.04,0.182,0.4,0.273
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.065,0.035,0.053,0.042
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.242,0.237,0.12,0.141
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.292,0.245,0.182,0.167
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.035,0.058,0.034,0.031
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.273,0.079,0.049,0.041
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.028,0.106,0.097,0.237
"P18","Al candidato del Frente de Izquierda",0.02,0.007,0.019,0.006
"P18","No sabe",0.005,0.051,0.046,0.062
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.094,0.097,0.372,0.287
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.021,0.072,0.078,0.027
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.309,0.133,0.069,0.095
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.28,0.3,0.171,0.155
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.187,0.274,0.135,0.2
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.044,0.018,0.028,0.049
"P19","No sabe",0.065,0.106,0.147,0.187
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.073,0.185,0.473,0.414
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.442,0.395,0.227,0.162
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.235,0.236,0.139,0.207
"P20","Al candidato del Frente de Izquierda",0.169,0.024,0.038,0.033
"P20","No sabe",0.081,0.16,0.123,0.184
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.096,0.149,0.496,0.374
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.571,0.442,0.259,0.204
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.151,0.26,0.129,0.231
"P21","Al candidato del Frente de Izquierda",0.016,0.013,0.025,0.019
"P21","No sabe",0.166,0.136,0.091,0.172
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.069,0.144,0.424,0.284
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.47,0.329,0.166,0.165
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.166,0.317,0.203,0.275
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.035,0.023,0.033,0.04
"P22","No sabe",0.26,0.187,0.174,0.236
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.092,0.124,0.419,0.301
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.487,0.447,0.203,0.224
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.122,0.275,0.207,0.219
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.041,0.015,0.026,0.054
"P23","No sabe",0.258,0.139,0.145,0.202
"P24","Muy buena",0.171,0.106,0.312,0.258
"P24","Buena",0.163,0.14,0.178,0.101
"P24","Ni buena ni mala",0.249,0.234,0.189,0.226
"P24","Mala",0.101,0.244,0.079,0.159
"P24","Muy mala",0.269,0.22,0.202,0.129
"P24","No sabe",0.018,0.043,0.002,0.026
"P24","No lo conozco",0.029,0.013,0.038,0.101
"P25","Muy buena",0.109,0.012,0.06,0.033
"P25","Buena",0.023,0.047,0.078,0.059
"P25","Ni buena ni mala",0.203,0.327,0.335,0.355
"P25","Mala",0.176,0.173,0.135,0.127
"P25","Muy mala",0.246,0.131,0.145,0.063
"P25","No sabe",0.123,0.161,0.128,0.178
"P25","No lo conozco",0.12,0.149,0.119,0.185
"P26","Muy buena",0.219,0.089,0.044,0.098
"P26","Buena",0.149,0.195,0.123,0.079
"P26","Ni buena ni mala",0.23,0.295,0.217,0.219
"P26","Mala",0.14,0.18,0.199,0.278
"P26","Muy mala",0.181,0.129,0.348,0.204
"P26","No sabe",0.023,0.038,0.025,0.05
"P26","No lo conozco",0.058,0.074,0.044,0.072
"P27","Muy buena",0.185,0.044,0.066,0.051
"P27","Buena",0.129,0.191,0.05,0.043
"P27","Ni buena ni mala",0.279,0.282,0.214,0.23
"P27","Mala",0.048,0.039,0.153,0.119
"P27","Muy mala",0.09,0.041,0.201,0.127
"P27","No sabe",0.142,0.165,0.124,0.187
"P27","No lo conozco",0.127,0.238,0.192,0.243
"P28","Muy buena",0.216,0.022,0.029,0.008
"P28","Buena",0.064,0.087,0.028,0
"P28","Ni buena ni mala",0.199,0.31,0.231,0.215
"P28","Mala",0.04,0.042,0.104,0.119
"P28","Muy mala",0.09,0.038,0.143,0.045
"P28","No sabe",0.201,0.192,0.187,0.24
"P28","No lo conozco",0.19,0.309,0.278,0.373
"P29","Muy buena",0.102,0.032,0.038,0.056
"P29","Buena",0.048,0.122,0.024,0.07
"P29","Ni buena ni mala",0.267,0.281,0.209,0.186
"P29","Mala",0.09,0.067,0.149,0.083
"P29","Muy mala",0.162,0.09,0.189,0.067
"P29","No sabe",0.173,0.155,0.134,0.238
"P29","No lo conozco",0.158,0.253,0.257,0.3
"P30","Muy buena",0.175,0.066,0.208,0.192
"P30","Buena",0.114,0.149,0.197,0.161
"P30","Ni buena ni mala",0.189,0.208,0.159,0.192
"P30","Mala",0.236,0.191,0.166,0.303
"P30","Muy mala",0.268,0.318,0.248,0.08
"P30","No sabe",0.018,0.068,0.022,0.072
"P31","Que continúe el intendente Lucas Gui",0.215,0.062,0.219,0.192
"P31","Que continúe Lucas Gui pero con mejoras",0.149,0.191,0.293,0.268
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.093,0.168,0.083,0.11
"P31","Que cambie el intendente Lucas Gui",0.543,0.579,0.405,0.43
"P32","La seguridad",0.228,0.044,0.082,0.041
"P32","El tránsito",0.079,0.046,0.062,0.028
"P32","El arreglo de las calles",0.066,0.113,0.132,0.14
"P32","Los parques y espacios públicos",0.226,0.146,0.137,0.156
"P32","El sistema de salud",0.025,0.037,0.079,0.079
"P32","La limpieza de las calles",0.023,0.113,0.055,0.093
"P32","El deporte y la cultura",0.103,0.058,0.109,0.135
"P32","La luminaria",0.026,0.099,0.054,0.069
"P32","No sabe",0.224,0.344,0.29,0.259
"P33","La seguridad",0.661,0.508,0.425,0.381
"P33","El tránsito",0.097,0.066,0.062,0.021
"P33","El arreglo de las calles",0.118,0.175,0.209,0.229
"P33","Los parques y espacios públicos",0.011,0.027,0.036,0.043
"P33","El sistema de salud",0.038,0.077,0.046,0.049
"P33","La limpieza de las calles",0.019,0.04,0.037,0.071
"P33","El deporte y la cultura",0.014,0.024,0.011,0.078
"P33","La luminaria",0,0.017,0.023,0.016
"P33","No sabe",0.042,0.066,0.151,0.112
"P34","Agua corriente y cloacas",0.361,0.233,0.239,0.29
"P34","Energía eléctrica",0.184,0.196,0.132,0.126
"P34","Red de gas natural",0.03,0.067,0.073,0.059
"P34","Recolección de residuos",0.21,0.208,0.235,0.29
"P34","Ninguno",0.215,0.296,0.321,0.235
"P35","Los robos",0.547,0.481,0.471,0.322
"P35","El narcotráfico",0.123,0.112,0.097,0.107
"P35","La ausencia de patrulleros y personal policial",0.187,0.294,0.203,0.309
"P35","Otro",0.079,0.068,0.14,0.192
"P35","Ninguno",0.064,0.045,0.089,0.07
"P36","Muy buena",0.312,0.089,0.123,0.112
"P36","Buena",0.125,0.109,0.138,0.094
"P36","Ni buena ni mala",0.266,0.261,0.297,0.289
"P36","Mala",0.144,0.193,0.142,0.264
"P36","Muy mala",0.052,0.109,0.14,0.023
"P36","No sabe",0.101,0.239,0.16,0.218
"P37","Lo votaria",0.231,0.065,0.102,0.068
"P37","Puede que lo vote",0.013,0.091,0.221,0.165
"P37","Nunca lo votaría",0.656,0.802,0.588,0.515
"P37","No sabe",0.1,0.042,0.089,0.252
"P38","Lo votaria",0.236,0.062,0.107,0.043
"P38","Puede que lo vote",0.039,0.169,0.239,0.17
"P38","Nunca lo votaría",0.696,0.754,0.546,0.479
"P38","No sabe",0.029,0.015,0.108,0.308
"P39","Lo votaria",0.218,0.041,0.13,0.051
"P39","Puede que lo vote",0.014,0.156,0.249,0.191
"P39","Nunca lo votaría",0.736,0.787,0.539,0.5
"P39","No sabe",0.032,0.016,0.082,0.258
"P40","Lo votaria",0.364,0.117,0.069,0.142
"P40","Puede que lo vote",0.194,0.417,0.187,0.182
"P40","Nunca lo votaría",0.401,0.43,0.701,0.371
"P40","No sabe",0.041,0.036,0.043,0.305
"P41","Lo votaria",0.662,0.336,0.21,0.21
"P41","Puede que lo vote",0.17,0.38,0.092,0.149
"P41","Nunca lo votaría",0.163,0.262,0.686,0.303
"P41","No sabe",0.005,0.022,0.012,0.338
"P43","Lo votaria",0.44,0.097,0.012,0.028
"P43","Puede que lo vote",0.225,0.414,0.083,0.104
"P43","Nunca lo votaría",0.283,0.326,0.886,0.208
"P43","No sabe",0.052,0.163,0.019,0.66
"P44","Lo votaria",0.479,0.301,0.198,0.217
"P44","Puede que lo vote",0.147,0.279,0.12,0.109
"P44","Nunca lo votaría",0.349,0.369,0.668,0.367
"P44","No sabe",0.025,0.051,0.014,0.307
"P45","Lo votaria",0.266,0.226,0.101,0.065
"P45","Puede que lo vote",0.284,0.355,0.146,0.225
"P45","Nunca lo votaría",0.365,0.351,0.731,0.318
"P45","No sabe",0.085,0.068,0.022,0.392
"P46","Muy buena",0.225,0.022,0.056,0.093
"P46","Buena",0.069,0.097,0.14,0.103
"P46","Ni buena ni mala",0.084,0.093,0.252,0.222
"P46","Mala",0.216,0.139,0.19,0.268
"P46","Muy mala",0.395,0.647,0.362,0.293
"P46","No sabe",0.011,0.002,0,0.021
"P47","Muy buena",0.375,0.225,0.108,0.125
"P47","Buena",0.169,0.187,0.155,0.128
"P47","Ni buena ni mala",0.15,0.196,0.09,0.187
"P47","Mala",0.153,0.171,0.182,0.266
"P47","Muy mala",0.153,0.221,0.454,0.268
"P47","No sabe",0,0,0.011,0.026
"P48","Muy buena",0.277,0.102,0.379,0.304
"P48","Buena",0.071,0.117,0.054,0.057
"P48","Ni buena ni mala",0.026,0.024,0.042,0.041
"P48","Mala",0.175,0.092,0.089,0.198
"P48","Muy mala",0.451,0.656,0.43,0.367
"P48","No sabe",0,0.009,0.006,0.033
"P49","Muy buena",0.393,0.133,0.078,0.114
"P49","Buena",0.198,0.241,0.104,0.197
"P49","Ni buena ni mala",0.221,0.228,0.208,0.189
"P49","Mala",0.104,0.201,0.168,0.219
"P49","Muy mala",0.084,0.192,0.424,0.219
"P49","No sabe",0,0.005,0.018,0.062
"P50","Muy buena",0.264,0.03,0.05,0.03
"P50","Buena",0.118,0.131,0.177,0.191
"P50","Ni buena ni mala",0.201,0.104,0.245,0.135
"P50","Mala",0.233,0.174,0.138,0.221
