"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.194,0.202,0.418,0.237
"P07","De Cambiemos",0.6,0.44,0.129,0.177
"P07","De los Liberales libertarios",0.105,0.268,0.235,0.264
"P07","De la Izquierda",0,0.014,0.053,0.014
"P07","No sabe",0.101,0.076,0.165,0.308
"P09","A Alberto Fernández",0.284,0.297,0.108,0.228
"P09","A Sergio Massa",0.133,0.277,0.14,0.204
"P09","A algún candidato del peronismo",0.22,0.089,0.151,0.075
"P09","A algún candidato del kirchnerismo",0.363,0.337,0.601,0.493
"P10","A Alberto Fernández",0.193,0.258,0.055,0.133
"P10","A Sergio Massa",0.059,0.181,0.085,0.039
"P10","A algún candidato del peronismo",0.204,0.127,0.083,0.136
"P10","A Cristina Fernández de Kirchner",0.544,0.434,0.777,0.692
"P11","A Horacio Rodriguez Larreta",0.283,0.226,0.233,0.228
"P11","A Patricia Bullrich",0.683,0.636,0.508,0.703
"P11","A Facundo Manes",0.019,0.097,0.191,0.007
"P11","A Gerardo Morales",0.015,0.041,0.068,0.062
"P12","Lo votaria",0.293,0.093,0.381,0.125
"P12","Puede que lo vote",0.134,0.34,0.124,0.086
"P12","Nunca lo votaría",0.504,0.454,0.426,0.19
"P12","No sabe",0.069,0.113,0.069,0.599
"P14","Lo votaria",0.251,0.102,0.015,0.018
"P14","Puede que lo vote",0.114,0.384,0.073,0.056
"P14","Nunca lo votaría",0.342,0.204,0.661,0.102
"P14","No sabe",0.293,0.31,0.251,0.824
"P15","Lo votaria",0.106,0.044,0.029,0.023
"P15","Puede que lo vote",0.093,0.265,0.129,0.055
"P15","Nunca lo votaría",0.486,0.368,0.587,0.13
"P15","No sabe",0.315,0.323,0.255,0.792
"P16","Lo votaria",0.122,0.042,0.019,0.039
"P16","Puede que lo vote",0.064,0.203,0.052,0.018
"P16","Nunca lo votaría",0.464,0.337,0.607,0.179
"P16","No sabe",0.35,0.418,0.322,0.764
"P17","Lo votaria",0.1,0.058,0.021,0.008
"P17","Puede que lo vote",0.086,0.173,0.037,0.03
"P17","Nunca lo votaría",0.459,0.347,0.655,0.2
"P17","No sabe",0.355,0.422,0.287,0.762
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.141,0.097,0.422,0.195
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.03,0.054,0.053,0.072
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.353,0.22,0.076,0.075
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.313,0.345,0.091,0.206
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.03,0.06,0.028,0.013
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.046,0.057,0.104,0.043
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.066,0.125,0.122,0.233
"P18","Al candidato del Frente de Izquierda",0.007,0.006,0.03,0.013
"P18","No sabe",0.014,0.036,0.074,0.15
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.193,0.102,0.384,0.151
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.048,0.074,0.059,0.096
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.278,0.145,0.058,0.077
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.34,0.349,0.073,0.142
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.053,0.212,0.192,0.31
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.014,0.007,0.041,0.039
"P19","No sabe",0.074,0.111,0.193,0.185
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.224,0.146,0.499,0.274
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.604,0.428,0.079,0.162
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.108,0.192,0.22,0.244
"P20","Al candidato del Frente de Izquierda",0.034,0.084,0.035,0.07
"P20","No sabe",0.03,0.15,0.167,0.25
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.242,0.132,0.533,0.296
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.598,0.506,0.107,0.19
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.08,0.224,0.214,0.303
"P21","Al candidato del Frente de Izquierda",0.014,0.018,0.032,0.04
"P21","No sabe",0.066,0.12,0.114,0.171
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.173,0.12,0.44,0.237
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.585,0.367,0.07,0.12
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.124,0.301,0.239,0.374
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.029,0.017,0.063,0.036
"P22","No sabe",0.089,0.195,0.188,0.233
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.175,0.108,0.444,0.26
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.598,0.463,0.102,0.196
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.139,0.245,0.238,0.305
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0,0.028,0.05,0.024
"P23","No sabe",0.088,0.156,0.166,0.215
"P24","Muy buena",0.245,0.088,0.323,0.11
"P24","Buena",0.134,0.176,0.162,0.068
"P24","Ni buena ni mala",0.163,0.25,0.169,0.284
"P24","Mala",0.169,0.212,0.1,0.13
"P24","Muy mala",0.276,0.247,0.201,0.105
"P24","No sabe",0.006,0.019,0.011,0.132
"P24","No lo conozco",0.007,0.008,0.034,0.171
"P25","Muy buena",0.082,0.039,0.055,0.006
"P25","Buena",0.062,0.084,0.07,0.029
"P25","Ni buena ni mala",0.315,0.297,0.332,0.333
"P25","Mala",0.13,0.164,0.133,0.157
"P25","Muy mala",0.19,0.193,0.163,0.032
"P25","No sabe",0.124,0.131,0.126,0.194
"P25","No lo conozco",0.097,0.092,0.121,0.249
"P26","Muy buena",0.324,0.059,0.019,0.015
"P26","Buena",0.318,0.28,0.034,0.088
"P26","Ni buena ni mala",0.16,0.442,0.159,0.325
"P26","Mala",0.073,0.103,0.271,0.154
"P26","Muy mala",0.083,0.049,0.44,0.073
"P26","No sabe",0.025,0.03,0.032,0.135
"P26","No lo conozco",0.017,0.037,0.045,0.21
"P27","Muy buena",0.138,0.123,0.029,0.013
"P27","Buena",0.162,0.162,0.038,0.053
"P27","Ni buena ni mala",0.245,0.338,0.244,0.257
"P27","Mala",0.064,0.026,0.178,0.095
"P27","Muy mala",0.098,0.041,0.229,0.08
"P27","No sabe",0.173,0.133,0.104,0.211
"P27","No lo conozco",0.12,0.177,0.178,0.291
"P28","Muy buena",0.102,0.048,0.026,0.004
"P28","Buena",0.038,0.109,0.011,0.044
"P28","Ni buena ni mala",0.284,0.285,0.211,0.303
"P28","Mala",0.064,0.031,0.146,0.071
"P28","Muy mala",0.069,0.039,0.184,0.013
"P28","No sabe",0.195,0.206,0.165,0.206
"P28","No lo conozco",0.248,0.282,0.257,0.359
"P29","Muy buena",0.07,0.061,0.06,0.02
"P29","Buena",0.087,0.111,0.024,0.041
"P29","Ni buena ni mala",0.25,0.285,0.173,0.323
"P29","Mala",0.112,0.062,0.166,0.067
"P29","Muy mala",0.093,0.097,0.215,0.06
"P29","No sabe",0.156,0.156,0.129,0.168
"P29","No lo conozco",0.232,0.228,0.233,0.321
"P30","Muy buena",0.161,0.051,0.246,0.07
"P30","Buena",0.07,0.118,0.233,0.092
"P30","Ni buena ni mala",0.214,0.224,0.128,0.257
"P30","Mala",0.165,0.226,0.172,0.213
"P30","Muy mala",0.377,0.339,0.197,0.177
"P30","No sabe",0.013,0.042,0.024,0.191
"P31","Que continúe el intendente Lucas Gui",0.18,0.045,0.258,0.107
"P31","Que continúe Lucas Gui pero con mejoras",0.108,0.175,0.309,0.268
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.132,0.108,0.093,0.111
"P31","Que cambie el intendente Lucas Gui",0.58,0.672,0.34,0.514
"P32","La seguridad",0.118,0.085,0.064,0.087
"P32","El tránsito",0.039,0.031,0.068,0.062
"P32","El arreglo de las calles",0.094,0.095,0.136,0.097
"P32","Los parques y espacios públicos",0.124,0.162,0.18,0.144
"P32","El sistema de salud",0.057,0.021,0.089,0.04
"P32","La limpieza de las calles",0.052,0.083,0.052,0.094
"P32","El deporte y la cultura",0.042,0.074,0.148,0.041
"P32","La luminaria",0.059,0.099,0.038,0.072
"P32","No sabe",0.415,0.35,0.225,0.363
"P33","La seguridad",0.527,0.564,0.381,0.468
"P33","El tránsito",0.029,0.048,0.078,0.053
"P33","El arreglo de las calles",0.226,0.108,0.236,0.119
"P33","Los parques y espacios públicos",0.045,0.032,0.039,0.027
"P33","El sistema de salud",0.042,0.049,0.043,0.089
"P33","La limpieza de las calles",0.019,0.044,0.046,0.014
"P33","El deporte y la cultura",0.019,0.045,0.021,0.003
"P33","La luminaria",0.019,0.015,0.018,0.026
"P33","No sabe",0.074,0.095,0.138,0.201
"P34","Agua corriente y cloacas",0.269,0.271,0.22,0.308
"P34","Energía eléctrica",0.123,0.165,0.137,0.181
"P34","Red de gas natural",0.124,0.071,0.053,0.025
"P34","Recolección de residuos",0.242,0.242,0.254,0.211
"P34","Ninguno",0.242,0.251,0.336,0.275
"P35","Los robos",0.427,0.539,0.416,0.434
"P35","El narcotráfico",0.134,0.101,0.102,0.112
"P35","La ausencia de patrulleros y personal policial",0.24,0.223,0.24,0.171
"P35","Otro",0.12,0.093,0.148,0.213
"P35","Ninguno",0.079,0.044,0.094,0.07
"P36","Muy buena",0.117,0.13,0.143,0.101
"P36","Buena",0.032,0.165,0.172,0.064
"P36","Ni buena ni mala",0.37,0.247,0.249,0.349
