"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.105,0.246,0.569,0.212
"P07","De Cambiemos",0.568,0.203,0.118,0
"P07","De los Liberales libertarios",0.255,0.365,0.144,0.187
"P07","De la Izquierda",0.009,0.008,0.033,0
"P07","No sabe",0.063,0.178,0.136,0.601
"P09","A Alberto Fernández",0.225,0.312,0.142,0.492
"P09","A Sergio Massa",0.174,0.06,0.107,0.508
"P09","A algún candidato del peronismo",0.322,0.101,0.079,0
"P09","A algún candidato del kirchnerismo",0.279,0.527,0.672,0
"P10","A Alberto Fernández",0.241,0.091,0.065,0
"P10","A Sergio Massa",0,0.051,0.071,0
"P10","A algún candidato del peronismo",0.356,0.084,0.047,0.492
"P10","A Cristina Fernández de Kirchner",0.403,0.774,0.817,0.508
"P11","A Horacio Rodriguez Larreta",0.15,0.405,0.252,0
"P11","A Patricia Bullrich",0.802,0.195,0.466,0
"P11","A Facundo Manes",0.014,0.294,0.195,0
"P11","A Gerardo Morales",0.034,0.106,0.087,0
"P12","Lo votaria",0.085,0.243,0.503,0
"P12","Puede que lo vote",0.194,0.121,0.15,0.121
"P12","Nunca lo votaría",0.622,0.461,0.245,0.139
"P12","No sabe",0.099,0.175,0.102,0.74
"P13","Lo votaria",0.298,0.156,0.069,0
"P13","Puede que lo vote",0.346,0.302,0.12,0
"P13","Nunca lo votaría",0.223,0.342,0.72,0.247
"P13","No sabe",0.133,0.2,0.091,0.753
"P14","Lo votaria",0.145,0.092,0.011,0
"P14","Puede que lo vote",0.201,0.105,0.102,0.035
"P14","Nunca lo votaría",0.277,0.337,0.56,0
"P14","No sabe",0.377,0.466,0.327,0.965
"P15","Lo votaria",0.062,0.068,0.027,0
"P15","Puede que lo vote",0.117,0.072,0.169,0.035
"P15","Nunca lo votaría",0.432,0.41,0.514,0.091
"P15","No sabe",0.389,0.45,0.29,0.874
"P16","Lo votaria",0.054,0.073,0.019,0
"P16","Puede que lo vote",0.121,0.037,0.032,0
"P16","Nunca lo votaría",0.379,0.387,0.558,0.126
"P16","No sabe",0.446,0.503,0.391,0.874
"P17","Lo votaria",0.051,0.075,0.005,0
"P17","Puede que lo vote",0.123,0.063,0.032,0.121
"P17","Nunca lo votaría",0.4,0.389,0.595,0.126
"P17","No sabe",0.426,0.473,0.368,0.753
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.055,0.186,0.545,0
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.039,0.03,0.061,0.121
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.225,0.19,0.1,0.091
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.395,0.146,0.061,0.179
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.038,0.085,0.03,0
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.048,0.071,0.102,0
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.15,0.255,0.039,0.154
"P18","Al candidato del Frente de Izquierda",0.004,0.006,0.026,0
"P18","No sabe",0.046,0.031,0.036,0.455
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.04,0.21,0.489,0.091
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.053,0.055,0.082,0
