"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Siempre",0.225,0.104,0.142,0.132
"P05","Casi siempre",0.232,0.377,0.211,0.197
"P05","Casi nunca",0.188,0.294,0.356,0.383
"P05","Nunca, pero esta es una excepción",0.355,0.225,0.291,0.288
"P07","Muy de acuerdo",0.318,0.188,0.14,0.124
"P07","De acuerdo",0.366,0.296,0.354,0.343
"P07","Ni a favor ni en contra",0.121,0.288,0.27,0.326
"P07","En desacuerdo",0.076,0.058,0.105,0.052
"P07","Muy en desacuerdo",0.056,0.148,0.122,0.149
"P07","No sabe",0.063,0.022,0.009,0.006
"P08","Muy buena",0.095,0,0.052,0.014
"P08","Buena",0.192,0.145,0.119,0.15
"P08","Ni buena ni mala",0.249,0.348,0.324,0.331
"P08","Mala",0.132,0.248,0.263,0.189
"P08","Muy mala",0.269,0.074,0.192,0.194
"P08","No sabe",0.063,0.185,0.05,0.122
"P09","Liliana Alvarado por Nos Une Río Negro",0.057,0.134,0.145,0.132
"P09","Hernán Cáceres por Cambia Cinco Saltos",0.11,0.163,0.232,0.175
"P09","Quique Rossi por Avancemos Cinco Saltos",0.041,0.145,0.175,0.141
"P09","María Elena Vogel por Juntos Somos Río Negro",0.145,0.181,0.121,0.061
"P09","Silvina Gastiazoro por Nueva Generación",0.397,0.037,0.017,0
"P09","Miguel Vidal por el Partido Socialista",0.044,0.114,0.065,0.056
"P09","Martín Palumbo por Vamos Con Todos",0,0.022,0.022,0.028
"P09","Norberto Soto por la UCR",0.103,0,0.028,0.013
"P09","No sabe",0.103,0.204,0.195,0.394
"P10","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.212,0.14,0.168,0.126
"P10","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.096,0.261,0.289,0.204
"P10","A Quique Rossi  por Avancemos Cinco Saltos",0.061,0.076,0.159,0.138
"P10","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.118,0.176,0.115,0.109
"P10","A Silvina Gastiazoro por Nueva Generación",0.344,0.015,0.009,0
"P10","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.113,0.07,0.035,0.028
"P10","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0,0.012,0.017,0.043
"P10","A Norberto Soto por la UCR con el apoyo del radicalismo",0.032,0.01,0.019,0
"P10","No sabe",0.024,0.24,0.189,0.352
"P11","La votaría",0.274,0.125,0.168,0.115
"P11","Puede que la vote",0.172,0.381,0.124,0.219
"P11","Nunca la votaría",0.53,0.399,0.655,0.36
"P11","No sabe",0.024,0.095,0.053,0.306
"P12","Lo votaría",0.298,0.106,0.289,0.179
"P12","Puede que lo vote",0.243,0.501,0.227,0.298
"P12","Nunca lo votaría",0.366,0.255,0.437,0.087
"P12","No sabe",0.093,0.138,0.047,0.436
"P13","La votaría",0.257,0.143,0.114,0.075
"P13","Puede que la vote",0.275,0.411,0.204,0.182
"P13","Nunca la votaría",0.336,0.264,0.626,0.163
"P13","No sabe",0.132,0.182,0.056,0.58
"P14","Lo votaría",0.337,0.106,0.079,0.092
"P14","Puede que lo vote",0.173,0.387,0.107,0.118
"P14","Nunca lo votaría",0.334,0.345,0.787,0.253
"P14","No sabe",0.156,0.162,0.027,0.537
"P15","Lo votaría",0.32,0.096,0.167,0.115
"P15","Puede que lo vote",0.276,0.52,0.19,0.164
"P15","Nunca lo votaría",0.335,0.273,0.615,0.195
"P15","No sabe",0.069,0.111,0.028,0.526
"P16","Lo votaría",0.237,0.115,0.029,0.061
"P16","Puede que lo vote",0.22,0.334,0.08,0.054
"P16","Nunca lo votaría",0.412,0.397,0.82,0.168
"P16","No sabe",0.131,0.154,0.071,0.717
"P17","Lo votaría",0.353,0.047,0.027,0.003
"P17","Puede que lo vote",0.16,0.414,0.031,0.054
"P17","Nunca lo votaría",0.278,0.297,0.89,0.075
"P17","No sabe",0.209,0.242,0.052,0.868
