"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P07","Muy de acuerdo",0.306,0.147,0.147,0.198
"P07","De acuerdo",0.219,0.35,0.314,0.309
"P07","Ni a favor ni en contra",0.286,0.251,0.322,0.25
"P07","En desacuerdo",0.082,0.125,0.085,0.074
"P07","Muy en desacuerdo",0.081,0.119,0.121,0.138
"P07","No sabe",0.026,0.008,0.011,0.031
"P08","Muy buena",0.108,0.035,0.038,0.019
"P08","Buena",0.103,0.193,0.13,0.104
"P08","Ni buena ni mala",0.264,0.324,0.365,0.335
"P08","Mala",0.214,0.163,0.201,0.247
"P08","Muy mala",0.24,0.151,0.125,0.195
"P08","No sabe",0.071,0.134,0.141,0.1
"P09","Liliana Alvarado por Nos Une Río Negro",0.235,0.13,0.127,0.064
"P09","Hernán Cáceres por Cambia Cinco Saltos",0.13,0.159,0.236,0.171
"P09","Quique Rossi por Avancemos Cinco Saltos",0.13,0.167,0.13,0.156
"P09","María Elena Vogel por Juntos Somos Río Negro",0.112,0.13,0.1,0.109
"P09","Silvina Gastiazoro por Nueva Generación",0.028,0.037,0.026,0.054
"P09","Miguel Vidal por el Partido Socialista",0.075,0.08,0.087,0.054
"P09","Martín Palumbo por Vamos Con Todos",0.075,0.026,0.004,0.012
"P09","Norberto Soto por la UCR",0.031,0.036,0.023,0.016
"P09","No sabe",0.184,0.235,0.267,0.364
"P10","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.268,0.158,0.144,0.081
"P10","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.138,0.243,0.221,0.248
"P10","A Quique Rossi  por Avancemos Cinco Saltos",0.149,0.168,0.126,0.106
"P10","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.172,0.134,0.135,0.108
"P10","A Silvina Gastiazoro por Nueva Generación",0.014,0.006,0.033,0.044
"P10","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.049,0.055,0.048,0.043
"P10","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0.058,0.031,0.017,0.009
"P10","A Norberto Soto por la UCR con el apoyo del radicalismo",0,0.026,0.01,0.031
"P10","No sabe",0.152,0.179,0.266,0.33
"P11","La votaría",0.2,0.127,0.217,0.08
"P11","Puede que la vote",0.103,0.235,0.199,0.161
"P11","Nunca la votaría",0.57,0.486,0.475,0.532
"P11","No sabe",0.127,0.152,0.109,0.227
"P12","Lo votaría",0.192,0.156,0.259,0.26
"P12","Puede que lo vote",0.22,0.362,0.244,0.269
"P12","Nunca lo votaría",0.394,0.278,0.3,0.276
"P12","No sabe",0.194,0.204,0.197,0.195
"P13","La votaría",0.177,0.116,0.112,0.082
"P13","Puede que la vote",0.158,0.326,0.217,0.178
"P13","Nunca la votaría",0.438,0.331,0.406,0.469
"P13","No sabe",0.227,0.227,0.265,0.271
"P14","Lo votaría",0.125,0.06,0.094,0.134
"P14","Puede que lo vote",0.126,0.222,0.118,0.129
"P14","Nunca lo votaría",0.561,0.499,0.563,0.525
"P14","No sabe",0.188,0.219,0.225,0.212
"P15","Lo votaría",0.208,0.113,0.131,0.178
"P15","Puede que lo vote",0.173,0.223,0.249,0.193
"P15","Nunca lo votaría",0.415,0.469,0.389,0.458
"P15","No sabe",0.204,0.195,0.231,0.171
"P16","Lo votaría",0.164,0.049,0.056,0.021
"P16","Puede que lo vote",0.105,0.137,0.114,0.064
"P16","Nunca lo votaría",0.499,0.565,0.536,0.557
"P16","No sabe",0.232,0.249,0.294,0.358
"P17","Lo votaría",0.065,0.053,0.017,0.047
"P17","Puede que lo vote",0.049,0.095,0.107,0.062
"P17","Nunca lo votaría",0.56,0.508,0.532,0.523
"P17","No sabe",0.326,0.344,0.344,0.368
"P18","La votaría",0.099,0.065,0.033,0.076
"P18","Puede que la vote",0.065,0.148,0.074,0.068
"P18","Nunca la votaría",0.526,0.495,0.531,0.527
"P18","No sabe",0.31,0.292,0.362,0.329
