"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P09_","Liliana Alvarado por Nos Une Río Negro",0.072,0.149,0.186,0.187
"P09_","Hernán Cáceres por Cambia Cinco Saltos",0.166,0.194,0.28,0.26
"P09_","Quique Rossi por Avancemos Cinco Saltos",0.073,0.161,0.219,0.2
"P09_","María Elena Vogel por Juntos Somos Río Negro",0.145,0.198,0.153,0.123
"P09_","Silvina Gastiazoro por Nueva Generación",0.397,0.09,0.025,0.04
"P09_","Miguel Vidal por el Partido Socialista",0.044,0.168,0.073,0.11
"P09_","Martín Palumbo por Vamos Con Todos",0,0.04,0.027,0.039
"P09_","Norberto Soto por la UCR",0.103,0,0.037,0.041
"P10_","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.212,0.155,0.19,0.193
"P10_","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.095,0.284,0.362,0.324
"P10_","A Quique Rossi  por Avancemos Cinco Saltos",0.061,0.142,0.191,0.205
"P10_","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.143,0.207,0.154,0.176
"P10_","A Silvina Gastiazoro por Nueva Generación",0.344,0.016,0.016,0.003
"P10_","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.113,0.129,0.037,0.048
"P10_","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0,0.056,0.022,0.046
"P10_","A Norberto Soto por la UCR con el apoyo del radicalismo",0.032,0.011,0.028,0.005
