"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P09_","Liliana Alvarado por Nos Une Río Negro",0.06,0.23,0.232,0.139
"P09_","Hernán Cáceres por Cambia Cinco Saltos",0.682,0.18,0.067,0.153
"P09_","Quique Rossi por Avancemos Cinco Saltos",0.08,0.251,0.238,0.224
"P09_","María Elena Vogel por Juntos Somos Río Negro",0.08,0.177,0.171,0.19
"P09_","Silvina Gastiazoro por Nueva Generación",0.026,0.035,0.081,0.088
"P09_","Miguel Vidal por el Partido Socialista",0.054,0.07,0.093,0.152
"P09_","Martín Palumbo por Vamos Con Todos",0,0.039,0.051,0.018
"P09_","Norberto Soto por la UCR",0.018,0.018,0.067,0.036
"P10_","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.091,0.213,0.255,0.209
"P10_","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.68,0.22,0.16,0.26
"P10_","A Quique Rossi  por Avancemos Cinco Saltos",0.098,0.247,0.18,0.18
"P10_","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.099,0.211,0.172,0.232
"P10_","A Silvina Gastiazoro por Nueva Generación",0,0.019,0.056,0.042
"P10_","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.027,0.044,0.073,0.064
"P10_","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0.005,0.042,0.056,0.005
"P10_","A Norberto Soto por la UCR con el apoyo del radicalismo",0,0.004,0.048,0.008
