"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.031,0.009,0.011,0.015,0.012
"P05","Gran excedente excepcional",0.008,0.009,0.014,0.005,0.001
"P05","Pequeño excedente habitual",0.071,0.052,0.072,0.045,0.014
"P05","Pequeño excedente excepcional",0.096,0.081,0.091,0.066,0.049
"P05","Alcanza gastos familia",0.127,0.15,0.173,0.139,0.044
"P05","No alcanza gastos familia",0.065,0.12,0.132,0.117,0.18
"P05","Solo NBFamiliares",0.247,0.248,0.25,0.253,0.179
"P05","No alcanza NBFamiliares",0.333,0.315,0.247,0.346,0.475
"P05","No sabe",0.022,0.016,0.01,0.014,0.046
"P06","Todos los días",0.283,0.184,0.165,0.142,0.159
"P06","Entre 4 y 6 días a la semana",0.21,0.324,0.271,0.246,0.143
"P06","Entre 1 y 3 días a la semana",0.247,0.311,0.395,0.342,0.225
"P06","Raramente",0.184,0.141,0.151,0.216,0.265
"P06","Nunca",0.076,0.04,0.018,0.054,0.208
"P07","Todos los días",0.182,0.079,0.068,0.06,0.095
"P07","Entre 4 y 6 días a la semana",0.166,0.251,0.199,0.169,0.108
"P07","Entre 1 y 3 días a la semana",0.246,0.368,0.463,0.394,0.191
"P07","Raramente",0.259,0.246,0.225,0.321,0.335
"P07","Nunca",0.147,0.056,0.045,0.056,0.271
"P08","Todos los días",0.2,0.06,0.038,0.061,0.064
"P08","Entre 4 y 6 días a la semana",0.173,0.253,0.172,0.17,0.104
"P08","Entre 1 y 3 días a la semana",0.336,0.452,0.556,0.402,0.239
"P08","Raramente",0.204,0.192,0.208,0.314,0.339
"P08","Nunca",0.087,0.043,0.026,0.053,0.254
"P09","Todos los días",0.21,0.019,0.02,0.024,0.092
"P09","Entre 4 y 6 días a la semana",0.078,0.117,0.059,0.039,0.056
"P09","Entre 1 y 3 días a la semana",0.17,0.21,0.227,0.17,0.104
"P09","Raramente",0.318,0.426,0.469,0.464,0.301
"P09","Nunca",0.224,0.228,0.225,0.303,0.447
"P10","Todos los días",0.233,0.089,0.067,0.074,0.1
"P10","Entre 4 y 6 días a la semana",0.147,0.205,0.144,0.095,0.082
"P10","Entre 1 y 3 días a la semana",0.22,0.253,0.311,0.218,0.113
"P10","Raramente",0.258,0.351,0.386,0.464,0.316
"P10","Nunca",0.142,0.102,0.092,0.149,0.389
"P11","Todos los días",0.334,0.183,0.174,0.146,0.105
"P11","Entre 4 y 6 días a la semana",0.147,0.226,0.184,0.137,0.069
"P11","Entre 1 y 3 días a la semana",0.208,0.241,0.319,0.241,0.084
"P11","Raramente",0.223,0.264,0.251,0.372,0.381
"P11","Nunca",0.088,0.086,0.072,0.104,0.361
"P12","Todos los días",0.434,0.334,0.273,0.209,0.129
"P12","Entre 4 y 6 días a la semana",0.12,0.219,0.195,0.155,0.083
"P12","Entre 1 y 3 días a la semana",0.147,0.214,0.299,0.226,0.134
"P12","Raramente",0.197,0.173,0.197,0.298,0.332
"P12","Nunca",0.102,0.06,0.036,0.112,0.322
"P13","Todos los días",0.266,0.076,0.041,0.034,0.052
"P13","Entre 4 y 6 días a la semana",0.124,0.194,0.075,0.04,0.015
"P13","Entre 1 y 3 días a la semana",0.204,0.31,0.396,0.194,0.09
"P13","Raramente",0.257,0.324,0.392,0.535,0.282
"P13","Nunca",0.149,0.096,0.096,0.197,0.561
"P14","Todos los días",0.652,0.291,0.212,0.168,0.15
"P14","Entre 4 y 6 días a la semana",0.123,0.401,0.225,0.189,0.149
"P14","Entre 1 y 3 días a la semana",0.087,0.17,0.4,0.248,0.137
"P14","Raramente",0.108,0.103,0.14,0.336,0.22
"P14","Nunca",0.03,0.035,0.023,0.059,0.344
"P16","Menos de un vaso al día",0.243,0.105,0.055,0.075,0.124
"P16","De 1 a 4 vasos al día",0.233,0.387,0.315,0.315,0.26
"P16","Más de 4 vasos al día",0.468,0.492,0.61,0.479,0.447
"P16","No consume agua",0.056,0.016,0.02,0.131,0.169
"P17","Agua embotellada/mineral",0.241,0.206,0.145,0.148,0.123
"P17","Agua de la canilla filtrada",0.282,0.335,0.299,0.265,0.239
"P17","Agua de la canilla directamente",0.343,0.36,0.388,0.417,0.418
"P17","Agua de bidón",0.108,0.095,0.164,0.158,0.144
"P17","No consume agua",0.026,0.004,0.004,0.012,0.076
"P18","Todos los días",0.154,0.049,0.052,0.059,0.124
"P18","Entre 4 y 6 días a la semana",0.054,0.11,0.07,0.059,0.062
"P18","Entre 1 y 3 días a la semana",0.186,0.203,0.24,0.162,0.06
"P18","Raramente",0.257,0.324,0.356,0.321,0.204
"P18","Nunca",0.349,0.314,0.282,0.399,0.55
"P19","Vino",0.25,0.232,0.276,0.241,0.161
"P19","Cerveza",0.143,0.202,0.204,0.136,0.112
"P19","Destilados (whisky, vodka, ron, etc.)",0.083,0.038,0.062,0.037,0.067
"P19","Espumantes",0.039,0.046,0.033,0.053,0.014
"P19","Otros",0.1,0.115,0.093,0.122,0.204
"P19","No consume bebidas alcohólicas",0.385,0.367,0.332,0.411,0.442
"P20","Todos los días",0.239,0.098,0.117,0.113,0.174
"P20","Entre 4 y 6 días a la semana",0.066,0.169,0.106,0.081,0.052
"P20","Entre 1 y 3 días a la semana",0.131,0.16,0.197,0.127,0.118
"P20","Raramente",0.291,0.363,0.377,0.401,0.278
"P20","Nunca",0.273,0.21,0.203,0.278,0.378
"P21","Todos los días",0.794,0.783,0.787,0.735,0.627
"P21","Entre 4 y 6 días a la semana",0.046,0.117,0.079,0.084,0.044
"P21","Entre 1 y 3 días a la semana",0.038,0.031,0.056,0.052,0.061
"P21","Raramente",0.056,0.046,0.052,0.084,0.14
"P21","Nunca",0.066,0.023,0.026,0.045,0.128
"P22","Asado",0.491,0.418,0.422,0.396,0.356
"P22","Pizza",0.066,0.078,0.079,0.067,0.101
"P22","Milanesa",0.087,0.167,0.174,0.165,0.138
"P22","Pastas",0.084,0.099,0.085,0.098,0.095
"P22","Empanadas",0.05,0.027,0.03,0.057,0.056
"P22","Hamburguesa",0.025,0.015,0.014,0.014,0.007
"P22","Ensaladas (de cualquier tipo)",0.048,0.084,0.078,0.083,0.051
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.083,0.065,0.072,0.07,0.118
"P22","Polenta o similares (de cualquier tipo)",0.044,0.029,0.017,0.018,0.021
"P22","Ninguno de los anteriores",0.022,0.018,0.029,0.032,0.057
"P23","Asado",0.219,0.083,0.1,0.106,0.134
"P23","Pizza",0.104,0.087,0.066,0.056,0.098
"P23","Milanesa",0.154,0.224,0.263,0.192,0.187
"P23","Pastas",0.123,0.161,0.16,0.165,0.125
"P23","Empanadas",0.057,0.042,0.046,0.047,0.037
"P23","Hamburguesa",0.017,0.022,0.016,0.02,0.025
