"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.072,0.018,0.018,0.005,0.006
"P05","Gran excedente excepcional",0.005,0.007,0.016,0.007,0.007
"P05","Pequeño excedente habitual",0.051,0.08,0.106,0.058,0.016
"P05","Pequeño excedente excepcional",0.077,0.101,0.094,0.097,0.04
"P05","Alcanza gastos familia",0.145,0.139,0.181,0.154,0.086
"P05","No alcanza gastos familia",0.046,0.155,0.098,0.113,0.149
"P05","Solo NBFamiliares",0.178,0.194,0.245,0.269,0.225
"P05","No alcanza NBFamiliares",0.391,0.295,0.228,0.287,0.448
"P05","No sabe",0.035,0.011,0.014,0.01,0.023
"P06","Todos los días",0.337,0.194,0.196,0.169,0.152
"P06","Entre 4 y 6 días a la semana",0.144,0.386,0.29,0.276,0.199
"P06","Entre 1 y 3 días a la semana",0.21,0.274,0.362,0.348,0.328
"P06","Raramente",0.197,0.105,0.113,0.179,0.234
"P06","Nunca",0.112,0.041,0.039,0.028,0.087
"P07","Todos los días",0.322,0.165,0.09,0.059,0.058
"P07","Entre 4 y 6 días a la semana",0.089,0.352,0.254,0.192,0.122
"P07","Entre 1 y 3 días a la semana",0.197,0.316,0.447,0.423,0.308
"P07","Raramente",0.24,0.132,0.167,0.279,0.355
"P07","Nunca",0.152,0.035,0.042,0.047,0.157
"P08","Todos los días",0.412,0.07,0.052,0.051,0.054
"P08","Entre 4 y 6 días a la semana",0.143,0.505,0.205,0.18,0.114
"P08","Entre 1 y 3 días a la semana",0.198,0.278,0.6,0.469,0.357
"P08","Raramente",0.118,0.115,0.111,0.269,0.35
"P08","Nunca",0.129,0.032,0.032,0.031,0.125
"P10","Todos los días",0.67,0.149,0.117,0.057,0.028
"P10","Entre 4 y 6 días a la semana",0.138,0.477,0.193,0.106,0.061
"P10","Entre 1 y 3 días a la semana",0.064,0.192,0.432,0.261,0.143
"P10","Raramente",0.085,0.145,0.223,0.499,0.405
"P10","Nunca",0.043,0.037,0.035,0.077,0.363
"P11","Todos los días",0.487,0.18,0.17,0.175,0.149
"P11","Entre 4 y 6 días a la semana",0.083,0.349,0.23,0.169,0.108
"P11","Entre 1 y 3 días a la semana",0.129,0.184,0.342,0.283,0.188
"P11","Raramente",0.157,0.25,0.211,0.302,0.345
"P11","Nunca",0.144,0.037,0.047,0.071,0.21
"P12","Todos los días",0.561,0.377,0.312,0.274,0.184
"P12","Entre 4 y 6 días a la semana",0.122,0.256,0.231,0.158,0.134
"P12","Entre 1 y 3 días a la semana",0.093,0.156,0.281,0.254,0.219
"P12","Raramente",0.108,0.161,0.126,0.257,0.291
"P12","Nunca",0.116,0.05,0.05,0.057,0.172
"P13","Todos los días",0.37,0.121,0.057,0.052,0.054
