"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P10","Siempre",0.228,0.133,0.214,0.135
"P10","Casi siempre",0.307,0.304,0.301,0.237
"P10","Casi nunca",0.329,0.362,0.337,0.324
"P10","Nunca, pero esta es una excepción",0.136,0.201,0.148,0.304
"P11","Unión por la Patria",0.701,0.416,0.138,0.129
"P11","La Libertad Avanza",0.202,0.417,0.741,0.756
"P11","En blanco",0.062,0.086,0.072,0.067
"P11","No sabe",0.035,0.081,0.049,0.048
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.733,0.456,0.119,0.13
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.224,0.43,0.816,0.784
"P13","En blanco",0.025,0.053,0.044,0.032
"P13","No sabe",0.018,0.061,0.021,0.054
"P15","Totalmente seguro",0.845,0.684,0.789,0.661
"P15","Bastante seguro",0.1,0.161,0.107,0.015
"P15","Algo seguro",0.035,0.084,0.05,0.215
"P15","Para nada seguro",0.02,0.071,0.054,0.109
"P16","Tiene Decidido que va a ir a votar",0.933,0.904,0.956,0.916
"P16","Tiene dudas sobre si va a ir a  votar",0.037,0.062,0.026,0.034
"P16","Tiene Decidido que no va a ir a votar",0.03,0.034,0.018,0.05
"P17","Lo votaría",0.787,0.46,0.165,0.137
"P17","Puede que lo vote",0.052,0.056,0.036,0.066
"P17","Nunca lo votaría",0.156,0.425,0.779,0.787
"P17","No sabe",0.005,0.059,0.02,0.01
"P18","Lo votaría",0.234,0.338,0.681,0.647
"P18","Puede que lo vote",0.041,0.118,0.112,0.174
"P18","Nunca lo votaría",0.717,0.489,0.19,0.167
"P18","No sabe",0.008,0.055,0.017,0.012
"P19","Si",0.896,0.874,0.902,0.926
"P19","No",0.104,0.126,0.098,0.074
"P20","Sergio Massa",0.849,0.644,0.342,0.491
"P20","Javier Milei",0.151,0.356,0.658,0.509
"P21","Sergio Massa",0.792,0.586,0.229,0.284
"P21","Javier Milei",0.208,0.414,0.771,0.716
"P22","Sergio Massa",0.799,0.572,0.233,0.248
"P22","Javier Milei",0.201,0.428,0.767,0.752
"P23","Sergio Massa",0.778,0.577,0.209,0.305
"P23","Javier Milei",0.222,0.423,0.791,0.695
"P24","Si",0.692,0.446,0.182,0.109
"P24","No",0.308,0.554,0.818,0.891
"P25","Si",0.31,0.572,0.843,0.829
"P25","No",0.69,0.428,0.157,0.171
"P28","Inflación",0.432,0.403,0.316,0.403
"P28","Desempleo",0.065,0.08,0.043,0.038
"P28","Corrupción",0.134,0.255,0.455,0.366
"P28","Inseguridad",0.075,0.125,0.084,0.056
"P28","Precio del dólar",0.023,0.003,0.007,0.006
"P28","Pobreza",0.131,0.058,0.053,0.092
"P28","Narcotráfico",0.009,0.006,0.009,0
"P28","Tarifas",0.023,0,0.001,0
"P28","Otro",0.097,0.055,0.026,0.039
"P28","No sabe",0.011,0.015,0.006,0
"P32","Sin deuda",0.49,0.42,0.438,0.273
"P32","Menos de 10%",0.135,0.184,0.159,0.22
"P32","Entre 10 y 20%",0.108,0.173,0.126,0.237
"P32","Entre 20 y 30%",0.058,0.062,0.1,0.047
"P32","Entre 30 y 40%",0.049,0.045,0.049,0.068
"P32","Mas del 40%",0.128,0.096,0.09,0.039
"P32","No sabe",0.032,0.02,0.038,0.116
"P33","Gran excedente habitual",0.027,0.011,0.011,0.008
"P33","Gran excedente excepcional",0.005,0.005,0.007,0.004
"P33","Pequeño excedente habitual",0.121,0.103,0.058,0.028
"P33","Pequeño excedente excepcional",0.105,0.038,0.062,0.122
"P33","Alcanza gastos familia",0.191,0.145,0.148,0.126
"P33","No alcanza gastos familia",0.091,0.121,0.102,0.095
"P33","Solo NBFamiliares",0.22,0.294,0.298,0.35
"P33","No alcanza NBFamiliares",0.224,0.274,0.294,0.267
"P33","No sabe",0.016,0.009,0.02,0
"P34","Positiva",0.43,0.264,0.255,0.179
"P34","Neutra",0.392,0.484,0.445,0.635
"P34","Negativa",0.156,0.238,0.287,0.168
"P34","No sabe",0.022,0.014,0.013,0.018
"P35","Mejor",0.205,0.101,0.083,0.077
"P35","Igual",0.411,0.349,0.124,0.087
"P35","Peor",0.343,0.519,0.769,0.82
"P35","No sabe",0.041,0.031,0.024,0.016
"P36","Mejor",0.306,0.182,0.096,0.149
"P36","Igual",0.317,0.285,0.198,0.237
"P36","Peor",0.208,0.349,0.53,0.303
"P36","No sabe",0.169,0.184,0.176,0.311
"P37","Positiva",0.243,0.13,0.107,0.043
"P37","Neutra",0.249,0.221,0.057,0.081
"P37","Negativa",0.503,0.642,0.831,0.859
"P37","No sabe",0.005,0.007,0.005,0.017
"P38","Mejor",0.25,0.084,0.024,0.048
"P38","Igual",0.323,0.197,0.046,0.094
