"var","categoria","Si","No"
"P10","Siempre",0.203,0.211
"P10","Casi siempre",0.283,0.269
"P10","Casi nunca",0.339,0.331
"P10","Nunca, pero esta es una excepción",0.175,0.189
"P11","Unión por la Patria",0.346,0.282
"P11","La Libertad Avanza",0.519,0.42
"P11","En blanco",0.079,0.119
"P11","No sabe",0.056,0.179
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.36,0.334
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.556,0.427
"P13","En blanco",0.047,0.133
"P13","No sabe",0.037,0.106
"P15","Totalmente seguro",0.765,0.604
"P15","Bastante seguro",0.113,0.171
"P15","Algo seguro",0.068,0.085
"P15","Para nada seguro",0.054,0.14
"P16","Tiene Decidido que va a ir a votar",0.941,0.77
"P16","Tiene dudas sobre si va a ir a  votar",0.037,0.134
"P16","Tiene Decidido que no va a ir a votar",0.022,0.096
"P17","Lo votaría",0.405,0.322
"P17","Puede que lo vote",0.046,0.12
"P17","Nunca lo votaría",0.526,0.477
"P17","No sabe",0.023,0.081
"P18","Lo votaría",0.484,0.333
"P18","Puede que lo vote",0.089,0.196
"P18","Nunca lo votaría",0.401,0.392
"P18","No sabe",0.026,0.079
"P20","Sergio Massa",0.574,0.448
"P20","Javier Milei",0.426,0.552
"P21","Sergio Massa",0.464,0.484
"P21","Javier Milei",0.536,0.516
"P22","Sergio Massa",0.465,0.506
"P22","Javier Milei",0.535,0.494
"P23","Sergio Massa",0.456,0.451
"P23","Javier Milei",0.544,0.549
"P24","Si",0.386,0.431
"P24","No",0.614,0.569
"P25","Si",0.63,0.593
"P25","No",0.37,0.407
"P28","Inflación",0.369,0.281
"P28","Desempleo",0.061,0.075
"P28","Corrupción",0.32,0.353
"P28","Inseguridad",0.093,0.084
"P28","Precio del dólar",0.011,0.027
"P28","Pobreza",0.08,0.041
"P28","Narcotráfico",0.009,0
"P28","Tarifas",0.003,0.027
"P28","Otro",0.043,0.103
"P28","No sabe",0.011,0.009
"P32","Sin deuda",0.442,0.395
"P32","Menos de 10%",0.165,0.148
"P32","Entre 10 y 20%",0.134,0.119
"P32","Entre 20 y 30%",0.075,0.103
"P32","Entre 30 y 40%",0.049,0.072
"P32","Mas del 40%",0.101,0.097
"P32","No sabe",0.034,0.066
"P33","Gran excedente habitual",0.017,0.002
"P33","Gran excedente excepcional",0.006,0.009
"P33","Pequeño excedente habitual",0.074,0.101
"P33","Pequeño excedente excepcional",0.075,0.045
"P33","Alcanza gastos familia",0.165,0.138
"P33","No alcanza gastos familia",0.104,0.093
"P33","Solo NBFamiliares",0.265,0.23
"P33","No alcanza NBFamiliares",0.279,0.357
"P33","No sabe",0.015,0.025
"P34","Muy buena",0.073,0.081
"P34","Buena",0.224,0.222
"P34","Ni buena ni mala",0.455,0.361
"P34","Mala",0.185,0.231
"P34","Muy mala",0.048,0.06
"P34","No sabe",0.015,0.045
"P35","Mejor",0.116,0.128
"P35","Igual",0.246,0.248
"P35","Peor",0.608,0.578
"P35","No sabe",0.03,0.046
"P36","Mejor",0.184,0.168
"P36","Igual",0.242,0.28
"P36","Peor",0.379,0.404
"P36","No sabe",0.195,0.148
"P37","Muy buena",0.061,0.136
"P37","Buena",0.072,0.085
"P37","Ni buena ni mala",0.144,0.196
"P37","Mala",0.341,0.313
"P37","Muy mala",0.37,0.267
"P37","No sabe",0.012,0.003
"P38","Mejor",0.105,0.077
"P38","Igual",0.155,0.191
"P38","Peor",0.696,0.647
"P38","No sabe",0.044,0.085
"P39","Mejor",0.219,0.119
"P39","Igual",0.176,0.166
"P39","Peor",0.447,0.526
"P39","No sabe",0.158,0.189
"P40","Muy buena",0.066,0.119
"P40","Buena",0.076,0.07
"P40","Ni buena ni mala",0.162,0.135
"P40","Mala",0.25,0.349
"P40","Muy mala",0.438,0.322
"P40","No sabe",0.008,0.005
"P42","Muy buena",0.041,0.09
"P42","Buena",0.099,0.104
"P42","Ni buena ni mala",0.17,0.171
"P42","Mala",0.231,0.274
"P42","Muy mala",0.446,0.346
"P42","No sabe",0.013,0.015
"P43","Muy buena",0.092,0.102
"P43","Buena",0.166,0.18
"P43","Ni buena ni mala",0.152,0.15
"P43","Mala",0.213,0.261
"P43","Muy mala",0.37,0.303
"P43","No sabe",0.007,0.004
"P44","Muy buena",0.052,0.074
"P44","Buena",0.099,0.118
"P44","Ni buena ni mala",0.167,0.155
"P44","Mala",0.217,0.286
"P44","Muy mala",0.456,0.353
"P44","No sabe",0.009,0.014
