"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P12_votan","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.609,0.137,0.088,0.162,0.148,0.064,0.035,0.172
"P12_votan","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.182,0.045,0.034,0.109,0.082,0.034,0.03,0.045
"P12_votan","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.062,0.46,0.096,0.083,0.058,0.053,0.008,0.057
"P12_votan","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.045,0.237,0.036,0.065,0.107,0.032,0.067,0.026
"P12_votan","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.074,0.084,0.699,0.128,0.098,0.266,0.149,0.179
"P12_votan","Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.006,0.001,0.003,0.285,0.018,0.155,0.003,0.015
"P12_votan","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.002,0.007,0.015,0.023,0.391,0.047,0.216,0.05
"P12_votan","Otros",0,0.013,0.006,0.031,0.007,0.246,0.064,0.147
"P12_votan","En blanco",0.006,0.004,0.004,0.078,0.037,0.034,0.308,0.031
"P12_votan","No sabe",0.014,0.012,0.019,0.036,0.054,0.069,0.12,0.278
"P22_votan","Totalmente seguro.",0.668,0.653,0.724,0.566,0.379,0.405,0.437,0.252
"P22_votan","Bastante seguro",0.166,0.176,0.139,0.161,0.211,0.188,0.055,0.145
"P22_votan","Algo seguro",0.089,0.104,0.084,0.107,0.192,0.12,0.108,0.219
"P22_votan","Para nada seguro",0.077,0.067,0.053,0.166,0.218,0.287,0.4,0.384
"P23_votan","Tiene Decidido que va a ir a votar.",0.931,0.943,0.934,0.824,0.856,0.811,0.809,0.83
"P23_votan","Tiene dudas sobre si va a ir a  votar",0.069,0.057,0.066,0.176,0.144,0.189,0.191,0.17
"P34_votan","Inflación",0.384,0.3,0.347,0.28,0.237,0.212,0.284,0.274
"P34_votan","Desempleo",0.1,0.092,0.061,0.154,0.151,0.175,0.109,0.098
"P34_votan","Corrupción",0.114,0.294,0.38,0.199,0.277,0.274,0.285,0.222
"P34_votan","Inseguridad",0.125,0.208,0.109,0.155,0.218,0.076,0.102,0.171
"P34_votan","Precio del dólar",0.035,0.015,0.01,0.035,0,0.022,0,0.015
"P34_votan","Pobreza",0.111,0.041,0.035,0.126,0.062,0.072,0.064,0.115
"P34_votan","Narcotráfico",0.01,0.02,0.012,0.008,0.015,0.011,0.039,0.033
"P34_votan","Tarifas",0.019,0.003,0.01,0.009,0,0.034,0.039,0
"P34_votan","Otro",0.081,0.017,0.018,0.034,0.04,0.117,0.058,0.03
"P34_votan","No sabe",0.021,0.01,0.018,0,0,0.007,0.02,0.042
