"var","categoria","Si","No"
"P04","Gran excedente habitual",0.011,0.011
"P04","Gran excedente excepcional",0.002,0.004
"P04","Pequeño excedente habitual",0.013,0.056
"P04","Pequeño excedente excepcional",0.019,0.061
"P04","Alcanza gastos familia",0.078,0.15
"P04","No alcanza gastos familia",0.13,0.164
"P04","Solo NBFamiliares",0.179,0.273
"P04","No alcanza NBFamiliares",0.553,0.265
"P04","No sabe",0.015,0.016
"P07","Muy seguro",0.137,0.145
"P07","Algo seguro",0.157,0.358
"P07","Seguro",0.062,0.15
"P07","Algo inseguro",0.176,0.193
"P07","Inseguro",0.232,0.113
"P07","Muy inseguro",0.236,0.041
"P08","Han aumentado en el último mes",0.6,0.334
"P08","Han disminuido en el ultimo mes",0.08,0.099
"P08","Se mantienen igual que el mes anterior",0.202,0.393
"P08","No sabe",0.118,0.174
"P09","Si",0.468,0.134
"P09","No",0.532,0.866
"P10","Hurto",0.391,0.39
"P10","Robo con violencia",0.323,0.229
"P10","Agresión física",0.074,0.073
"P10","Acoso verbal o intimidación",0.084,0.124
"P10","Otros delitos en la vía pública",0.128,0.184
"P11","Muy seguro",0.101,0.126
"P11","Algo seguro",0.219,0.335
"P11","Seguro",0.053,0.146
"P11","Algo inseguro",0.175,0.218
"P11","Inseguro",0.255,0.126
"P11","Muy inseguro",0.197,0.049
"P12","Han aumentado en el último mes",0.575,0.314
"P12","Han disminuido en el último mes",0.066,0.088
"P12","Se mantienen igual que el mes anterior",0.23,0.415
"P12","No sabe",0.129,0.183
"P13","Mayor presencia de policía en las calles",0.279,0.261
"P13","Presencia de Gendarmería en las calles",0.261,0.133
"P13","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.099,0.155
"P13","Más iluminación en espacios públicos",0.056,0.091
"P13","Capacitación a las fuerzas de seguridad para la prevención del delito",0.048,0.06
"P13","Mayor inversión en equipamiento y tecnología para las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.04,0.053
"P13","Todas las anteriores",0.171,0.189
"P13","No sabe",0.046,0.058
"P14","Mayor presencia de policía en las calles",0.297,0.228
"P14","Presencia de Gendarmería en las calles",0.18,0.169
"P14","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.102,0.137
"P14","Más iluminación en espacios públicos",0.06,0.071
"P14","Capacitación a las fuerzas de seguridad para la prevención del delito",0.046,0.055
"P14","Mayor inversión en equipamiento y tecnología ara las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.034,0.054
"P14","Todas las anteriores",0.196,0.177
"P14","No sabe",0.085,0.109
"P15","El Gobierno Nacional",0.216,0.12
"P15","El Gobierno Provincial",0.205,0.257
"P15","El Municipio",0.127,0.203
"P15","Todos los niveles de gobierno son igualmente responsables",0.407,0.384
"P15","No sabe",0.045,0.036
