"var","categoria","Si","No"
"P01","Empleado en relación de dependencia",0.375,0.238
"P01","Jubilado o pensionado",0.097,0.3
"P01","Desempleado",0.201,0.243
"P01","Monotributista o autónomo",0.207,0.111
"P01","Empresario",0.034,0.013
"P01","Estudiante",0.034,0.019
"P01","Otro",0.052,0.076
"P02","Menos de $50.000 mensuales",0.322,0.508
"P02","Entre $50.000 y $100.000 mensuales",0.208,0.239
"P02","Entre $100.000 y $150.000 mensuales",0.188,0.133
"P02","Entre $150.000 y $200.000 mensuales",0.112,0.054
"P02","Entre $200.000 y $250.000 mensuales",0.059,0.024
"P02","Entre $250.000 y $300.000 mensuales",0.031,0.013
"P02","Más de $300.000",0.08,0.029
"P03","Si, tengo",0.13,0.115
"P03","No, no tengo",0.87,0.885
"P04","Si",0.284,0.273
"P04","No",0.716,0.727
"P05","Si",0.17,0.146
"P05","No",0.83,0.854
"P06","Si",0.279,0.293
"P06","No",0.721,0.707
"P07","Si, lo tomaría",0.268,0.141
"P07","Probablemente si",0.299,0.269
"P07","Probablemente no",0.173,0.248
"P07","No. no lo tomaría",0.189,0.265
"P07","No sabe",0.071,0.077
"P08","Si",0.661,0.419
"P08","No",0.339,0.581
"P09","1",0.325,0.347
"P09","2",0.131,0.15
"P09","3",0.059,0.043
"P09","4",0.037,0.024
"P09","5",0.169,0.12
"P09","6",0.032,0.022
"P09","7",0.025,0.02
"P09","8",0.032,0.034
"P09","9",0.19,0.24
"P10","Muy convenientes",0.073,0.06
"P10","Bastante convenientes",0.045,0.051
"P10","Algo convenientes",0.117,0.116
"P10","Poco convenientes",0.231,0.204
"P10","Nada convenientes",0.434,0.375
"P10","No sabe",0.1,0.194
"P11","No intervenir y quien tomó el crédito debe hacerse cargo",0.28,0.144
"P11","Intervenir para asegurar que quien tomó el crédito pueda afrontar los pagos",0.557,0.56
"P11","No sabe",0.163,0.296
"P12","Si",0.767,0.566
"P12","No",0.233,0.434
"P13","Banco Publico o cooperativo",0.439,0.575
"P13","Banco privado",0.516,0.334
"P13","No sabe",0.045,0.091
"P14","Banco Nacion",0.385,0.406
"P14","Banco Provincia",0.22,0.273
"P14","Banco Ciudad",0.053,0.037
"P14","Bancor, Banco de Cordoba",0.072,0.026
"P14","Nuevo Banco de Santa Fe",0.02,0.009
"P14","Credicoop",0.044,0.043
"P14","Otro",0.206,0.206
"P15","Santander",0.224,0.175
"P15","Galicia",0.266,0.208
"P15","Macro",0.075,0.135
"P15","Frances",0.097,0.113
"P15","ICBC",0.101,0.06
"P15","Patagonia",0.026,0.048
"P15","No sabe",0.211,0.261
"P16","Las billeteras virtuales ofertadas por entidades bancarias como MODO o Cuenta DNI",0.273,0.252
"P16","Las billeteras virtuales ofertadas por entidades no bancarias como Mercado Pago o Ualá",0.521,0.324
"P16","No sabe",0.206,0.424
"P17","Porque son mas seguras",0.212,0.193
"P17","Porque los costos del servicio son menores",0.296,0.201
"P17","Porque tienen mas clientes adheridos",0.129,0.136
"P17","Porque la calidad de la aplicación",0.136,0.073
"P17","Por la calidad de la atención al cliente",0.023,0.032
"P17","Por la eficiencia en la solución de reclamos",0.025,0.021
"P17","No sabe",0.179,0.344
"P18","Si, las conozco",0.46,0.304
"P18","No, no las conozco",0.54,0.696
"P19","Si",0.653,0.382
"P19","No",0.347,0.618
"P20","MODO",0.19,0.197
"P20","Cuenta DNI",0.127,0.16
"P20","Mercado de Pago",0.478,0.429
"P20","Ualá",0.032,0.025
"P20","Brubank",0.032,0.019
"P20","Naranja X",0.01,0.028
"P20","Otra",0.131,0.142
"P21","Para pagar en comercios con el celular",0.459,0.377
"P21","Para transferir / enviar o recibir dinero de terceros",0.265,0.326
"P21","Para usarla para trabajar / cobrar / vender",0.147,0.146
"P21","Para pagar servicios",0.085,0.096
"P21","Para extraer dinero sin tarjeta",0.014,0.019
"P21","Para recargar el celular / tarjeta de transporte",0.03,0.036
"P22","Usas más efectivo que antes",0.108,0.109
"P22","Usas la misma cantidad de efectivo que antes",0.258,0.299
"P22","Usas menos efectivo que antes",0.634,0.592
"P23","Tener mayor control de tus gastos",0.413,0.391
"P23","Tener igual control de tus gastos",0.443,0.486
"P23","Tener menor control de tus gastos",0.144,0.123
"P24","Muy de acuerdo",0.444,0.324
"P24","De acuerdo",0.215,0.28
"P24","Algo de acuerdo",0.186,0.245
"P24","Poco de acuerdo",0.086,0.07
"P24","Nada de acuerdo",0.069,0.081
"P25","Deberían mantenerse y ampliarse aún mas",0.442,0.287
"P25","Deberían  mantenerse pero garantizando también la calidad de los servicios presenciales",0.425,0.465
"P25","Deberian limitarse a los estrictamente necesarios",0.079,0.099
"P25","Deberian eliminarse y volverse a la situación anterior",0.054,0.149
"P26","Sí, compraría",0.461,0.1
"P26","No, no tengo suficiente información",0.291,0.538
"P26","No, me resulta una inversión riesgosa",0.11,0.108
"P26","No, me parece una inversión poco confiable",0.085,0.084
"P26","No me interesa",0.053,0.17
"P28","Muy seguro",0.411,0.155
"P28","Bastante seguro",0.224,0.295
"P28","Seguro",0.194,0.182
"P28","Poco seguro",0.081,0.091
"P28","Nada seguro",0.05,0.067
"P28","No hago operaciones online",0.04,0.21
"P29","Sí, he sido víctima",0.249,0.144
"P29","No, no he sido víctima",0.699,0.72
"P29","No sabe",0.052,0.136
"P30","Estafa por redes sociales",0.303,0.306
"P30","Estafa telefónica",0.186,0.183
"P30","Correos electrónicos falsos que dirigían a un sitio web fraudulento",0.111,0.156
"P30","Virus",0.021,0.02
"P30","Otros",0.379,0.335
