"var","categoria","1","2","3","4","5","6","7","8","9"
"P01","Empleado en relación de dependencia",0.252,0.354,0.31,0.256,0.302,0.279,0.314,0.335,0.222
"P01","Jubilado o pensionado",0.283,0.223,0.33,0.236,0.246,0.288,0.199,0.284,0.286
"P01","Desempleado",0.222,0.157,0.146,0.2,0.209,0.229,0.293,0.131,0.282
"P01","Monotributista o autónomo",0.124,0.179,0.14,0.172,0.145,0.076,0.111,0.143,0.085
"P01","Empresario",0.024,0.026,0.013,0.011,0.008,0.048,0.004,0.009,0.007
"P01","Estudiante",0.018,0.007,0.021,0.022,0.019,0.025,0.009,0,0.05
"P01","Otro",0.077,0.054,0.04,0.103,0.071,0.055,0.07,0.098,0.068
"P02","Menos de $50.000 mensuales",0.444,0.343,0.357,0.379,0.42,0.455,0.557,0.358,0.47
"P02","Entre $50.000 y $100.000 mensuales",0.231,0.254,0.296,0.291,0.224,0.204,0.169,0.317,0.263
"P02","Entre $100.000 y $150.000 mensuales",0.163,0.205,0.151,0.143,0.169,0.161,0.102,0.146,0.143
"P02","Entre $150.000 y $200.000 mensuales",0.065,0.111,0.105,0.081,0.074,0.073,0.088,0.091,0.033
"P02","Entre $200.000 y $250.000 mensuales",0.031,0.028,0.046,0.046,0.045,0.048,0.021,0.023,0.035
"P02","Entre $250.000 y $300.000 mensuales",0.021,0.01,0.014,0.009,0.02,0.015,0.016,0.004,0.012
"P02","Más de $300.000",0.045,0.049,0.031,0.051,0.048,0.044,0.047,0.061,0.044
"P03","Si, tengo",0.151,0.097,0.104,0.108,0.108,0.081,0.147,0.218,0.102
"P03","No, no tengo",0.849,0.903,0.896,0.892,0.892,0.919,0.853,0.782,0.898
"P04","Si",0.293,0.421,0.213,0.082,0.344,0.53,0.365,0.314,0.217
"P04","No",0.707,0.579,0.787,0.918,0.656,0.47,0.635,0.686,0.783
"P05","Si",0.152,0.159,0.143,0.169,0.149,0.164,0.104,0.17,0.144
"P05","No",0.848,0.841,0.857,0.831,0.851,0.836,0.896,0.83,0.856
"P06","Si",0.256,0.284,0.33,0.254,0.215,0.329,0.478,0.574,0.151
"P06","No",0.744,0.716,0.67,0.746,0.785,0.671,0.522,0.426,0.849
"P07","Si, lo tomaría",0.181,0.206,0.17,0.235,0.19,0.141,0.11,0.189,0.164
"P07","Probablemente si",0.219,0.289,0.368,0.272,0.29,0.336,0.256,0.281,0.256
"P07","Probablemente no",0.221,0.254,0.201,0.246,0.206,0.156,0.213,0.321,0.254
"P07","No. no lo tomaría",0.318,0.192,0.222,0.199,0.247,0.216,0.243,0.178,0.208
"P07","No sabe",0.061,0.059,0.039,0.048,0.067,0.151,0.178,0.031,0.118
"P08","Si",0.485,0.57,0.579,0.586,0.559,0.528,0.33,0.481,0.445
"P08","No",0.515,0.43,0.421,0.414,0.441,0.472,0.67,0.519,0.555
"P09","1",0.41,0.326,0.368,0.33,0.331,0.263,0.202,0.336,0.418
"P09","2",0.144,0.177,0.107,0.084,0.166,0.142,0.227,0.189,0.109
"P09","3",0.035,0.058,0.073,0.071,0.043,0.05,0.081,0.052,0.021
"P09","4",0.01,0.037,0.031,0.096,0.018,0.035,0.063,0.003,0.005
"P09","5",0.084,0.156,0.216,0.175,0.154,0.14,0.163,0.183,0.062
"P09","6",0.022,0.013,0.025,0.032,0.034,0.093,0.019,0.007,0.01
"P09","7",0.008,0.019,0.022,0.026,0.026,0.029,0.066,0.03,0.006
"P09","8",0.026,0.047,0.026,0.022,0.034,0.06,0.035,0.115,0.01
"P09","9",0.261,0.167,0.132,0.164,0.194,0.188,0.144,0.085,0.359
"P10","Muy convenientes",0.082,0.065,0.048,0.026,0.045,0.038,0.022,0.128,0.099
"P10","Bastante convenientes",0.032,0.051,0.026,0.05,0.062,0.039,0.034,0.075,0.081
"P10","Algo convenientes",0.073,0.087,0.147,0.158,0.135,0.104,0.217,0.116,0.129
"P10","Poco convenientes",0.182,0.236,0.228,0.236,0.231,0.263,0.215,0.196,0.171
"P10","Nada convenientes",0.459,0.455,0.44,0.382,0.357,0.395,0.249,0.347,0.303
"P10","No sabe",0.172,0.106,0.111,0.148,0.17,0.161,0.263,0.138,0.217
"P11","No intervenir y quien tomó el crédito debe hacerse cargo",0.205,0.241,0.151,0.127,0.183,0.152,0.183,0.215,0.162
"P11","Intervenir para asegurar que quien tomó el crédito pueda afrontar los pagos",0.553,0.616,0.685,0.631,0.574,0.568,0.485,0.565,0.513
"P11","No sabe",0.242,0.143,0.164,0.242,0.243,0.28,0.332,0.22,0.325
"P12","Si",0.617,0.622,0.671,0.723,0.676,0.741,0.645,0.661,0.586
"P12","No",0.383,0.378,0.329,0.277,0.324,0.259,0.355,0.339,0.414
"P13","Banco Publico o cooperativo",0.585,0.529,0.442,0.548,0.566,0.463,0.599,0.565,0.565
"P13","Banco privado",0.354,0.415,0.534,0.371,0.393,0.428,0.296,0.399,0.371
"P13","No sabe",0.061,0.056,0.024,0.081,0.041,0.109,0.105,0.036,0.064
"P14","Banco Nacion",0.359,0.415,0.389,0.341,0.431,0.435,0.553,0.561,0.435
"P14","Banco Provincia",0.309,0.218,0.301,0.318,0.264,0.206,0.219,0.278,0.187
"P14","Banco Ciudad",0.052,0.045,0.051,0.026,0.044,0,0.05,0.023,0.01
"P14","Bancor, Banco de Cordoba",0.036,0.02,0.011,0.02,0.049,0.09,0.061,0.011,0.06
"P14","Nuevo Banco de Santa Fe",0.007,0.037,0.016,0.011,0.009,0,0.03,0,0.02
