"var","categoria","1","2","3","4","5","6","7","8","9"
"P01","Empleado en relación de dependencia",0.257,0.31,0.315,0.328,0.257,0.311,0.406,0.338,0.214
"P01","Jubilado o pensionado",0.286,0.242,0.263,0.242,0.285,0.245,0.256,0.289,0.285
"P01","Desempleado",0.205,0.189,0.197,0.175,0.212,0.217,0.203,0.171,0.275
"P01","Monotributista o autónomo",0.13,0.144,0.109,0.153,0.156,0.137,0.063,0.113,0.13
"P01","Empresario",0.025,0.033,0.011,0.007,0.01,0.009,0.003,0.033,0.009
"P01","Estudiante",0.029,0.007,0.009,0,0.022,0.026,0.054,0.005,0.02
"P01","Otro",0.068,0.075,0.096,0.095,0.058,0.055,0.015,0.051,0.067
"P02","Menos de $50.000 mensuales",0.421,0.371,0.433,0.314,0.41,0.485,0.51,0.335,0.516
"P02","Entre $50.000 y $100.000 mensuales",0.256,0.26,0.226,0.337,0.246,0.183,0.181,0.287,0.211
"P02","Entre $100.000 y $150.000 mensuales",0.158,0.142,0.17,0.138,0.185,0.147,0.154,0.142,0.145
"P02","Entre $150.000 y $200.000 mensuales",0.068,0.108,0.068,0.091,0.084,0.075,0.084,0.086,0.044
"P02","Entre $200.000 y $250.000 mensuales",0.029,0.042,0.035,0.059,0.027,0.062,0.023,0.069,0.04
"P02","Entre $250.000 y $300.000 mensuales",0.024,0.016,0.012,0.005,0.014,0.014,0.016,0.018,0.011
"P02","Más de $300.000",0.044,0.061,0.056,0.056,0.034,0.034,0.032,0.063,0.033
"P03","Si, tengo",0.143,0.14,0.159,0.073,0.092,0.09,0.115,0.133,0.107
"P03","No, no tengo",0.857,0.86,0.841,0.927,0.908,0.91,0.885,0.867,0.893
"P04","Si",0.29,0.482,0.28,0.125,0.29,0.176,0.647,0.237,0.165
"P04","No",0.71,0.518,0.72,0.875,0.71,0.824,0.353,0.763,0.835
"P05","Si",0.145,0.148,0.12,0.148,0.175,0.123,0.123,0.199,0.155
"P05","No",0.855,0.852,0.88,0.852,0.825,0.877,0.877,0.801,0.845
"P06","Si",0.29,0.36,0.417,0.266,0.193,0.322,0.161,0.359,0.099
"P06","No",0.71,0.64,0.583,0.734,0.807,0.678,0.839,0.641,0.901
"P07","Si, lo tomaría",0.183,0.233,0.179,0.165,0.182,0.155,0.16,0.148,0.163
"P07","Probablemente si",0.22,0.308,0.335,0.231,0.309,0.299,0.185,0.294,0.262
"P07","Probablemente no",0.249,0.184,0.19,0.297,0.231,0.176,0.248,0.259,0.23
"P07","No. no lo tomaría",0.269,0.22,0.239,0.253,0.23,0.248,0.231,0.198,0.259
"P07","No sabe",0.079,0.055,0.057,0.054,0.048,0.122,0.176,0.101,0.086
"P08","Si",0.476,0.543,0.503,0.593,0.573,0.497,0.516,0.6,0.455
"P08","No",0.524,0.457,0.497,0.407,0.427,0.503,0.484,0.4,0.545
"P09","1",0.397,0.379,0.356,0.316,0.322,0.264,0.218,0.322,0.401
"P09","2",0.156,0.222,0.181,0.095,0.131,0.078,0.145,0.144,0.089
"P09","3",0.022,0.038,0.051,0.093,0.058,0.119,0.099,0.054,0.023
"P09","4",0.006,0.028,0.046,0.078,0.023,0.03,0.082,0.038,0.008
"P09","5",0.085,0.133,0.151,0.141,0.207,0.197,0.177,0.134,0.061
"P09","6",0.015,0.026,0.02,0.014,0.043,0.082,0.021,0.028,0.016
"P09","7",0.008,0.017,0.025,0.031,0.021,0.037,0.063,0.032,0.007
"P09","8",0.03,0.028,0.014,0.046,0.033,0.047,0.086,0.045,0.03
"P09","9",0.281,0.129,0.156,0.186,0.162,0.146,0.109,0.203,0.365
"P10","Muy convenientes",0.089,0.077,0.082,0.003,0.033,0.026,0.041,0.109,0.057
"P10","Bastante convenientes",0.037,0.084,0.046,0.02,0.045,0.042,0.042,0.055,0.068
"P10","Algo convenientes",0.098,0.104,0.14,0.163,0.127,0.096,0.09,0.06,0.109
"P10","Poco convenientes",0.196,0.215,0.183,0.273,0.263,0.249,0.209,0.251,0.163
"P10","Nada convenientes",0.411,0.432,0.379,0.381,0.376,0.359,0.422,0.374,0.412
"P10","No sabe",0.169,0.088,0.17,0.16,0.156,0.228,0.196,0.151,0.191
"P11","No intervenir y quien tomó el crédito debe hacerse cargo",0.238,0.204,0.15,0.134,0.155,0.131,0.179,0.142,0.194
"P11","Intervenir para asegurar que quien tomó el crédito pueda afrontar los pagos",0.505,0.595,0.581,0.578,0.638,0.646,0.636,0.662,0.538
"P11","No sabe",0.257,0.201,0.269,0.288,0.207,0.223,0.185,0.196,0.268
"P12","Si",0.611,0.634,0.56,0.712,0.701,0.669,0.736,0.65,0.658
"P12","No",0.389,0.366,0.44,0.288,0.299,0.331,0.264,0.35,0.342
"P13","Banco Publico o cooperativo",0.519,0.579,0.558,0.542,0.544,0.447,0.659,0.617,0.571
"P13","Banco privado",0.43,0.393,0.383,0.369,0.412,0.441,0.337,0.337,0.313
"P13","No sabe",0.051,0.028,0.059,0.089,0.044,0.112,0.004,0.046,0.116
"P14","Banco Nacion",0.38,0.424,0.394,0.232,0.451,0.463,0.501,0.458,0.396
"P14","Banco Provincia",0.307,0.206,0.288,0.429,0.217,0.241,0.128,0.38,0.26
"P14","Banco Ciudad",0.05,0.018,0.027,0.038,0.034,0.03,0.041,0.039,0.066
"P14","Bancor, Banco de Cordoba",0.04,0.051,0.023,0.06,0.035,0.109,0.042,0.02,0.025
"P14","Nuevo Banco de Santa Fe",0.003,0.024,0.019,0.049,0.008,0.02,0.037,0,0.003
"P14","Credicoop",0.034,0.038,0.018,0.038,0.068,0.076,0.073,0.005,0.025
"P14","Otro",0.186,0.239,0.231,0.154,0.187,0.061,0.178,0.098,0.225
"P15","Santander",0.241,0.155,0.133,0.114,0.195,0.21,0.304,0.094,0.149
"P15","Galicia",0.22,0.28,0.277,0.272,0.204,0.21,0.155,0.255,0.233
"P15","Macro",0.087,0.143,0.074,0.103,0.119,0.112,0.195,0.085,0.052
"P15","Frances",0.128,0.038,0.092,0.193,0.159,0.066,0.044,0.054,0.161
"P15","ICBC",0.09,0.112,0.093,0.028,0.058,0.153,0.049,0.201,0.028
"P15","Patagonia",0.034,0.018,0.038,0.013,0.051,0.02,0,0.065,0.127
"P15","No sabe",0.2,0.254,0.293,0.277,0.214,0.229,0.253,0.246,0.25
"P16","Las billeteras virtuales ofertadas por entidades bancarias como MODO o Cuenta DNI",0.2,0.269,0.241,0.24,0.255,0.303,0.409,0.318,0.35
"P16","Las billeteras virtuales ofertadas por entidades no bancarias como Mercado Pago o Ualá",0.413,0.41,0.44,0.377,0.378,0.335,0.331,0.338,0.231
"P16","No sabe",0.387,0.321,0.319,0.383,0.367,0.362,0.26,0.344,0.419
"P17","Porque son mas seguras",0.188,0.211,0.16,0.14,0.177,0.206,0.274,0.26,0.236
"P17","Porque los costos del servicio son menores",0.219,0.273,0.251,0.236,0.216,0.213,0.188,0.207,0.19
"P17","Porque tienen mas clientes adheridos",0.142,0.104,0.18,0.127,0.158,0.137,0.194,0.129,0.118
"P17","Porque la calidad de la aplicación",0.084,0.128,0.079,0.138,0.094,0.098,0.046,0.06,0.08
"P17","Por la calidad de la atención al cliente",0.025,0.025,0.023,0.037,0.019,0.026,0.004,0.02,0.045
"P17","Por la eficiencia en la solución de reclamos",0.027,0.023,0.015,0.009,0.018,0.045,0.017,0.014,0.019
"P17","No sabe",0.315,0.236,0.292,0.313,0.318,0.275,0.277,0.31,0.312
"P18","Si, las conozco",0.359,0.36,0.352,0.306,0.343,0.343,0.334,0.293,0.415
"P18","No, no las conozco",0.641,0.64,0.648,0.694,0.657,0.657,0.666,0.707,0.585
"P19","Si",0.432,0.463,0.481,0.526,0.52,0.471,0.563,0.494,0.434
"P19","No",0.568,0.537,0.519,0.474,0.48,0.529,0.437,0.506,0.566
"P20","MODO",0.203,0.29,0.253,0.163,0.173,0.157,0.181,0.137,0.195
"P20","Cuenta DNI",0.118,0.175,0.149,0.151,0.11,0.147,0.11,0.339,0.225
"P20","Mercado de Pago",0.492,0.356,0.472,0.475,0.449,0.526,0.542,0.296,0.346
"P20","Ualá",0.028,0.038,0.011,0,0.026,0.005,0,0.015,0.095
"P20","Brubank",0.022,0.015,0.021,0.115,0.018,0.011,0,0,0.001
"P20","Naranja X",0.006,0.011,0.013,0.006,0.043,0.02,0.04,0.038,0.002
"P20","Otra",0.131,0.115,0.081,0.09,0.181,0.134,0.127,0.175,0.136
"P21","Para pagar en comercios con el celular",0.422,0.368,0.376,0.373,0.47,0.379,0.48,0.535,0.41
"P21","Para transferir / enviar o recibir dinero de terceros",0.293,0.352,0.247,0.28,0.265,0.236,0.345,0.325,0.382
"P21","Para usarla para trabajar / cobrar / vender",0.144,0.188,0.256,0.145,0.128,0.228,0.049,0.062,0.115
"P21","Para pagar servicios",0.082,0.054,0.05,0.17,0.124,0.104,0.048,0.068,0.06
"P21","Para extraer dinero sin tarjeta",0.025,0.017,0.014,0.019,0.002,0.043,0.026,0,0.013
"P21","Para recargar el celular / tarjeta de transporte",0.034,0.021,0.057,0.013,0.011,0.01,0.052,0.01,0.02
"P22","Usas más efectivo que antes",0.133,0.1,0.134,0.085,0.082,0.067,0.077,0.245,0.094
"P22","Usas la misma cantidad de efectivo que antes",0.3,0.331,0.258,0.346,0.226,0.225,0.275,0.259,0.147
"P22","Usas menos efectivo que antes",0.567,0.569,0.608,0.569,0.692,0.708,0.648,0.496,0.759
"P23","Tener mayor control de tus gastos",0.451,0.344,0.276,0.467,0.438,0.321,0.427,0.414,0.447
"P23","Tener igual control de tus gastos",0.424,0.541,0.423,0.468,0.466,0.544,0.551,0.52,0.449
"P23","Tener menor control de tus gastos",0.125,0.115,0.301,0.065,0.096,0.135,0.022,0.066,0.104
"P24","Muy de acuerdo",0.468,0.302,0.269,0.236,0.329,0.277,0.466,0.357,0.482
"P24","De acuerdo",0.171,0.276,0.356,0.231,0.291,0.215,0.219,0.262,0.226
