"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Gran excedente habitual",0.206,0,0,0.022,0.016,0
"P10","Gran excedente excepcional",0,0,0,0,0.006,0
"P10","Pequeño excedente habitual",0.046,0,0.015,0.027,0.023,0
"P10","Pequeño excedente excepcional",0,0,0.031,0.026,0.082,0.029
"P10","Alcanza gastos familia",0.018,0,0.11,0.073,0.121,0.13
"P10","No alcanza gastos familia",0.168,0,0.116,0.098,0.077,0.459
"P10","Solo NBFamiliares",0.162,0,0.268,0.318,0.401,0.231
"P10","No alcanza NBFamiliares",0.4,0,0.454,0.436,0.274,0.129
"P10","No sabe",0,0,0.006,0,0,0.022
"P11","Muy buena",0.362,0,0.11,0.046,0.003,0
"P11","Buena",0.23,0,0.129,0.062,0.115,0.246
"P11","Ni buena ni mala",0.175,0,0.446,0.316,0.108,0.317
"P11","Mala",0.025,0,0.269,0.41,0.226,0.173
"P11","Muy mala",0.208,0,0.042,0.14,0.548,0.046
"P11","No sabe",0,0,0.004,0.026,0,0.218
"P12","Muy buena",0.789,0,0.276,0.281,0.461,0.201
"P12","Buena",0,0,0.178,0.161,0.044,0.041
"P12","Ni buena ni mala",0.052,0,0.235,0.134,0.067,0.176
"P12","Mala",0.155,0,0.152,0.117,0.033,0.175
"P12","Muy mala",0.004,0,0.157,0.269,0.388,0.285
"P12","No sabe",0,0,0.002,0.038,0.007,0.122
"P14","Muy buena",0.668,0,0.095,0.221,0.164,0.315
"P14","Buena",0.025,0,0.219,0.148,0.143,0
"P14","Ni buena ni mala",0.004,0,0.346,0.237,0.137,0.123
"P14","Mala",0.052,0,0.306,0.284,0.058,0.252
"P14","Muy mala",0.19,0,0.031,0.099,0.498,0.13
"P14","No sabe",0.061,0,0.003,0.011,0,0.18
"P15","Muy buena",0.617,0,0.077,0.129,0.003,0.018
"P15","Buena",0.036,0,0.231,0.196,0.054,0.294
"P15","Ni buena ni mala",0.154,0,0.512,0.213,0.196,0.269
"P15","Mala",0,0,0.125,0.327,0.36,0.201
"P15","Muy mala",0.132,0,0.046,0.103,0.377,0
"P15","No sabe",0.061,0,0.009,0.032,0.01,0.218
"P16","Gobierno nacional",0.424,0,0.22,0.169,0.169,0.052
"P16","Gobierno provincial",0.354,0,0.447,0.673,0.749,0.424
"P16","No sabe",0.222,0,0.333,0.158,0.082,0.524
"P17","El anterior gobierno de Arabela Carreras",0.148,0,0.536,0.588,0.316,0.082
"P17","El actual gobierno de Alberto Weretilneck",0.852,0,0.302,0.374,0.604,0.361
"P17","No sabe",0,0,0.162,0.038,0.08,0.557
"P18","El anterior gobierno de Alberto Fernández",0.904,0,0.315,0.53,0.561,0
"P18","El actual gobierno de Javier Milei",0.096,0,0.651,0.436,0.439,1
"P18","No sabe",0,0,0.034,0.034,0,0
"P19","Muy buena",0.374,0,0.015,0.057,0.003,0
